,MGH258,UKF243,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.04051361000257285,0.17224717074507784,-0.006614511037143133,0.04861645048365185,0.018950010084718055,-0.04169445148398199,0.05763036610392253,0.04379447952055131,0.031227658070258558,0.010572058940271358,0.15040065988186513,0.14062734821312134,0.08941928514370011,0.04137839015304434,0.04377118753573714
HALLMARK_ALLOGRAFT_REJECTION,-0.10548836832914762,0.08317191044060394,-0.022125403758177554,0.04350512735526849,0.08948809549059429,-0.08671986457331135,-0.012681790158572862,0.03056818241097027,0.012819003013836865,-0.08195605804775857,-0.05725687272281762,0.053916047742556275,-0.008672663902884115,0.006414452562299617,0.0958301683325505
HALLMARK_ANDROGEN_RESPONSE,0.03638229066676734,0.0803557265178826,-0.027819962578631872,0.05210987990673954,0.04370690676754818,-0.10899522304617465,-0.0030695430865423368,-0.0645444897053659,0.022673332419371733,-0.04178322535114036,0.045837233613188685,0.06663313787865056,0.044857167570273034,-0.02598884459659886,0.06743071968905713
HALLMARK_ANGIOGENESIS,0.03289178421865333,-0.07277951103394677,0.006379907485508099,-0.03123909221956602,0.09352319902736715,-0.13248140086307061,-0.054755638259817586,0.013483440752823598,0.005685939296612306,-0.1072645471519441,-0.07852852804212133,-0.029007287990918097,-0.015343133441595632,-0.043302270469089355,0.010708974197090658
HALLMARK_APICAL_JUNCTION,0.05127395852445298,0.14996829734834155,-0.02018536791681006,0.010255380232823696,0.07334512545217027,-0.08614209347626486,0.0017796112560499212,0.06748193391037552,-0.013325083782242201,-0.11893345307034855,0.10211989536761593,0.12024494477415423,0.058426917321049335,0.01414457592941988,0.0641091887444673
HALLMARK_APICAL_SURFACE,0.0877855711207573,0.18921608317446664,0.054170157103301884,0.10452890156696416,-0.01620166345417324,0.07449403467968495,-0.015126393197658494,0.015844042090897018,0.0667074900659342,-0.035853016730768794,0.020263419147103997,0.11805997500583057,0.07644070554592443,0.08840682091097253,0.12896180557637005
HALLMARK_APOPTOSIS,0.015858466315677264,0.06420715378000523,-0.017822163662781863,0.0021261347968042858,-0.027191381570946006,-0.0019580403865859853,-0.06395225980213189,0.051779932631548925,0.0009895129869378738,0.07265920593986648,0.04884737520097963,0.07225962141253334,0.047054021849032665,0.0023474470350557807,0.031138578863269064
HALLMARK_BILE_ACID_METABOLISM,0.06472279989777872,0.17970733414345913,0.020818301832009257,-0.018400693215910775,0.10075956555956544,-0.1354772645224083,-0.08545189833087394,0.03522323567043821,0.05313250002739078,-0.033996517991104244,0.09229265721821785,0.16395747294533894,0.05194429759223304,0.06452272730785011,0.04196797087024796
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.011771312986204293,0.14549036937462256,-0.014863712383362824,0.02206970551540741,0.09103354136476785,-0.055314403615057815,-0.04837059803035755,0.03931193078051967,0.06215465987646283,-0.0900218652653092,0.013717607832378187,0.1241422510667811,0.13056199608561458,0.016669808522734465,0.10770320677925109
HALLMARK_COAGULATION,-0.04701213387674185,0.1456565667268311,-0.037401599465655154,0.06617866523032809,0.07368467245697251,-0.11023239513694202,0.013126944315690114,0.04999550447785365,0.009609318112012504,-0.09910957445328805,0.03529502584362641,0.12236827357908218,0.13939739643180638,-0.05890315198975126,0.10244267455200552
