,MGH258,UKF251,UKF260,UKF269,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.0036095672776470604,0.04563733225298365,0.06293582799520943,0.05257754410034592,0.03968408730780347,0.06180374418141885,0.10347138984462004,0.08397353643872722,0.10245299001420674,0.12719881086136064,0.05900044075138967,0.06599654192982916,0.03367598049430949,0.03896039796085454,0.025010466026589934,0.19154725193094,0.073792287844948
HALLMARK_ALLOGRAFT_REJECTION,-0.018675657026508582,0.0700345385757899,0.10327364580705521,0.07392392389163614,0.006346531391072162,0.025743278089253294,0.09173612360351989,0.058010676940879,0.14957215134046806,-0.013871613203755925,0.02580926821813085,0.06594260744716526,0.04183559276679223,0.029763839786762957,0.07517906403417135,0.137636424741454,0.006834081247919473
HALLMARK_ANDROGEN_RESPONSE,0.04501585347739815,0.05946347552472414,0.0744862207599959,0.006092365280078481,0.05533722635060269,0.019971399480656387,0.06055866398924371,0.026726598918247982,0.07424184721342628,0.07970629622330545,0.08986225426920945,0.09942116588079729,0.04579194465591619,0.07187499315784834,0.11768643488643626,0.18037307330827598,0.07986069620723725
HALLMARK_ANGIOGENESIS,0.04544801172637894,-0.03736598484978935,-0.012825200256068278,0.09377249203981626,0.009304227609595907,-0.004452134147888074,0.00757729002465311,-0.0035645617908040645,-0.03498749366461699,-0.06682009451882402,0.021860785343286934,0.04557594338549564,-0.03712488239531241,0.03555669162801024,0.11296649568430504,-0.025449801625514017,0.0382160091371362
HALLMARK_APICAL_JUNCTION,-0.011389056378929955,-0.00487168721841385,0.03661645096333311,0.08216763797975393,0.062042511830854505,0.08114691915278904,0.10729347158536282,0.07281294126509943,0.07840590440885496,0.049210369822304714,0.04412802243990838,0.06710431357995132,0.04131455469007286,0.06067819973582113,0.10727361302919879,0.19118537467352856,0.08185743996314851
HALLMARK_APICAL_SURFACE,-0.025352283251246204,0.02624356343012178,-0.017663605948372626,-0.017384959281172105,0.02010387697422356,-0.06221598587097376,0.10623531240154051,0.14036877744538176,0.08847584521270077,0.0997761655970671,0.08333917906951455,0.058280229643466075,0.014379809334221937,0.07811460036050562,0.041746321426862944,0.1634881991598339,0.05708324660750663
HALLMARK_APOPTOSIS,-0.053954124311691935,0.023898524477637857,-0.021070005781897005,-0.005882082359505969,0.029108879938083122,0.0948295277629791,0.019462414819493956,-0.049264223267637845,-0.03517235135115354,0.0061287499402369735,-0.017931691033082738,0.06949494575215245,-0.027694454491162927,0.035443619824100256,0.08783657524262767,0.08085176070864157,0.02591788049487559
HALLMARK_BILE_ACID_METABOLISM,-0.017213100970704873,0.0054407921980235046,-0.02005288655249906,0.05797653998463673,0.04195385021046389,0.05618420029510168,-0.03357364736669419,0.06172237687918176,0.05628500577723983,0.0897973370360968,0.0907266605474102,0.07635284479026476,-0.008597985318464715,0.08614563925076581,0.0049909869645096095,0.10819950259616773,0.07829011430139657
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0514975410253946,0.02636431266221908,0.04159873755697892,0.02786281377966474,0.02378850631428749,0.06217743198331694,0.0905133772339317,0.0392600339218386,0.007579618409746922,0.06209399772634997,0.03962402178293109,0.055791866447965285,0.06843116361255776,0.0839478243812812,-0.034790780210752326,0.1253023930832402,0.07442783089753775
HALLMARK_COAGULATION,0.016727355827923854,0.025163677243744742,0.06808996566063596,0.04781643402261908,0.08435034034891871,0.010924729587310934,0.09773333212095832,0.0419834989036764,0.07169809841842534,0.0222122245960895,0.03090657918462971,0.05347081676595228,-0.006623000553725962,0.08235449599482235,0.0721594632028882,0.18904846730905223,0.06563781830083826
