,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.03277152825344254,-0.009243808582774038,0.2072838616993403,0.038671388250887506,0.17588542413980707,0.03697215153048879,-0.04353696521518238,0.011438825944094818,0.012690783123032696,0.11976044457655816,0.040039708881372454,-0.06713292391577466,-0.009105475719409966,0.033684424417451474,0.02292657131330791,0.007054358418186664,0.02701209473591523,0.011358783066432447,0.058118172309050045
HALLMARK_ALLOGRAFT_REJECTION,-0.019254830368971403,-0.03366974156271565,0.057042431449133256,0.0034982562175341347,0.04084997641369409,-0.06449123766600934,-0.16083106543375986,-0.013278200563400318,-0.06201288160441535,0.05532189561502309,-0.05921650450085647,-0.011395214611415475,-0.0842147544979294,0.0317199635324503,0.012884214643018017,-0.052460041778150085,-0.038223610937662474,0.0482210523005291,0.0038572416140885773
HALLMARK_ANDROGEN_RESPONSE,0.01912505457032874,0.026375337656872718,0.14547117908543966,0.008423243833236536,0.13281259649333635,0.004372141710798449,-0.13198780410075844,-0.068811231177565,0.02521061444020265,0.04512683577633696,-0.07492945114030383,0.03873023199380537,0.08068733285363855,-0.021442860378457197,0.047953409136733655,-0.06989419076496879,0.061758567476860475,0.027115338294732255,0.11029208600371077
HALLMARK_ANGIOGENESIS,-0.06540037422251653,0.04402829154594684,0.07642161380406076,0.005672904109950751,-0.13143592780163293,-0.07040164626489684,-0.1826281723464622,-0.08627884603598295,0.001348941237093215,0.00383391333570045,-0.17092832106234568,-0.02772369426552643,-0.042740081692622583,0.04992164822140549,0.011681542564956704,-0.1118955510045151,0.04865978595771535,0.001412339319166723,-0.02063777250821468
HALLMARK_APICAL_JUNCTION,0.049442918987719096,0.01873243217690551,0.20585776744635195,0.0721345982884608,0.06713007961208768,-0.027402396083423132,-0.13624516990284422,-0.07060908480792523,0.02008573852478307,0.11764407565491854,-0.08654942291059287,-0.00592681257687021,0.0375714347877123,0.009536414862127807,0.0824076330345671,-0.1132209137896917,0.03886901294305112,0.076875580907551,0.07945767124021849
HALLMARK_APICAL_SURFACE,0.0634409628504894,-0.0015110593254529009,0.18153349208452216,0.08127613698082911,0.10057491446016983,0.06174595867574261,0.12776426793363888,0.05882763814429949,0.047599052942673165,-0.034935678849719036,-0.043123613679362224,-0.034062293069414634,0.03391797032331886,-0.008591228563263921,0.054220815186785724,-0.04261784884027009,0.010595989452449356,0.131959022975136,0.13689540807763464
HALLMARK_APOPTOSIS,0.0077376379435710125,-0.021314502538294765,-0.06107153278670355,0.017556974422275624,-0.08351037451326612,0.03338583966613259,-0.05005202984266568,-0.07605731699475059,0.026525510961529834,0.06526746370937443,0.07035077656418331,-0.0006290140595037148,0.01430853654517019,-0.004382390863053321,0.023039748287427612,-0.03599316558245462,-0.01689296276574225,0.14775746697527062,-0.017099139507495104
HALLMARK_BILE_ACID_METABOLISM,0.039458065135371784,0.023917458335898478,0.2149293248598861,-0.011397255303783481,0.08582171153290391,-0.023381742056909488,-0.16264228096552447,-0.052169776794343294,0.01312925657477478,0.08036105526905737,-0.022870768646269482,0.06326924157603472,0.03654108283631762,0.022979102281138634,0.0015484709842409064,-0.05393977697516642,0.01909440064123576,-0.01887120484746815,-0.007936606446959562
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03543641255983647,-0.0016930897511401863,0.18261547771140965,0.014231869909705134,0.058441326927460284,-0.015519215643800988,-0.11711779552549029,-0.06452926279072473,-0.004330669065858079,0.11108528830371407,-0.11099226453510279,-0.05446366175389474,0.01353021780570393,0.02125207707968908,0.03845447362257581,0.04692277183153833,0.0003120295738710104,-0.02568112470701489,0.12121620002905494
HALLMARK_COAGULATION,0.03448139812582546,-0.023834959749503577,0.09900135781201172,0.051508646990606304,0.05417752927311526,-0.053572982313351565,-0.1867123874150876,-0.09641525806550205,-0.01670799838787536,0.10883326681667638,-0.10785677648183459,0.0650015568422241,-0.0262401899790353,0.008904855628978386,0.028144379784031826,0.03444725110054822,-0.00564670807802183,0.08278733772825617,0.0138293213386019
