,UKF269,UKF296,UKF334,ZH1019T1,ZH8812bulk,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.03434367780395445,0.01019571621210301,0.05491378837998017,0.04284195253052919,-0.012324227693064712,0.1269017460187566,0.03885143311543914
HALLMARK_ALLOGRAFT_REJECTION,0.05343263200208843,-0.03780387201900265,-0.027651244452742633,-0.044320054418781,-0.07273084702010948,0.07684801540258042,0.014664316600141291
HALLMARK_ANDROGEN_RESPONSE,0.06185402406448203,-0.01951341129635263,-0.016574923504001533,0.014808380404647435,0.04566377107154514,0.07839298542090557,0.11626092774659785
HALLMARK_ANGIOGENESIS,0.05153985798821158,-0.02468033961931929,-0.053984509265095335,0.02924712519551148,0.010665211751049715,-0.056246720230505004,0.05886737534122764
HALLMARK_APICAL_JUNCTION,0.056686775450285824,0.012518977781456393,-0.0090753826995995,0.055683804689184824,-0.03024139341033373,0.0914492431982674,-0.010472859569097362
HALLMARK_APICAL_SURFACE,-0.033454093800939,-0.0011368570955307658,-0.027114819197647175,0.0304663128836814,-0.01261416392006317,0.06583279709760023,0.06361904549251307
HALLMARK_APOPTOSIS,-0.020434888638508373,0.014244696809908175,0.015607262541704416,0.011013731476723364,0.04451898994613323,0.011560381234047047,0.028390456151423948
HALLMARK_BILE_ACID_METABOLISM,0.06151861422536152,0.05807731769678335,0.015814092231917442,0.01877202151331633,0.04965286131911043,0.08965717446665529,-0.009316679984015454
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02362932834281475,0.012889293097259084,-0.04905152067531713,0.06196123349758243,0.04463448768920931,0.0667659279165782,0.07674531399291587
HALLMARK_COAGULATION,0.0536002308060653,-0.010678379902413935,-0.034102947755326254,0.055052820163604646,0.035585746890343294,0.0801381554068702,0.09755416156102562
HALLMARK_COMPLEMENT,0.07821089380196727,0.044229440219910675,0.005714936176220909,-0.046367878848319916,0.009421538540596045,0.09466236799192292,0.04027474970322974
HALLMARK_DNA_REPAIR,0.06783056651462696,0.021194889157234397,0.01590150649796362,-0.027379956375218308,0.03148035665232675,0.11084440176060202,0.048775054616946395
HALLMARK_E2F_TARGETS,0.0436059371697209,-0.0008958226505152375,-0.006951134686775068,-0.06345007130511042,-0.012042725127540654,0.08360686543840044,-0.05490033703103395
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06467987611335378,0.011238810510701766,0.002696013104053654,0.022932364140818704,0.0036209190865759077,0.03862492082225635,0.07859883153877008
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.005535021480046565,0.00810326805005542,0.044325412397456666,0.04553066264662222,0.030093204805579362,0.1159966760279694,-0.050827305039272505
HALLMARK_ESTROGEN_RESPONSE_LATE,0.038939683228738906,0.013410032373883964,-0.0081526585068504,0.030204175589043602,-0.03305601075329018,0.06799711047115288,0.09857433491671233
HALLMARK_FATTY_ACID_METABOLISM,0.015201529273799438,-0.01679453093781867,0.0781709358345836,0.01347990894207433,0.06045033174495605,0.06487344719656594,0.025307120638371174
HALLMARK_G2M_CHECKPOINT,0.05773216829651772,0.018981294855067103,-0.033509151627306756,0.03330831708689079,-0.017951164903519706,0.05952025624246578,0.08869374828512078
HALLMARK_GLYCOLYSIS,0.03914509776788391,0.008334211489457032,0.017875745918240916,0.11440179349294198,0.026021698736268684,0.07767920986792239,0.09895212999836561
HALLMARK_HEDGEHOG_SIGNALING,-0.012169251990506013,0.03552927270847703,0.021182111979501754,0.04436448211064531,0.010148130250212169,0.04119466186204116,0.09391162600951454
HALLMARK_HEME_METABOLISM,0.04893513003722717,0.004522256228287482,0.013340858186807953,-0.0031167788110340647,-0.005613692940168231,0.11614235364089888,0.06895699451408702
HALLMARK_HYPOXIA,-0.016311760967677533,-0.023551197546899192,-0.04723387420094639,0.06226682459939857,-0.0016067232152596632,0.025109185488031375,-0.02104365037723781
HALLMARK_IL2_STAT5_SIGNALING,0.05607287676462341,0.02192644779712526,0.0027815378855402333,-0.04942518113031851,0.04527451144371182,0.09676184324789479,0.07105124561867514
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.03160773014241705,0.017490538030245542,-0.02335873226622215,-0.023650696847637324,-0.05034189692490211,0.03930619084660831,0.06917951370659374
HALLMARK_INFLAMMATORY_RESPONSE,0.009622461663913012,-0.012294176105550723,-0.027071411674481044,-0.050795460071196084,0.0010079044961912175,0.05517011365949378,-0.011119754499414275
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.05268154590292518,-0.029965203190851546,0.00256743044233814,-0.07294948165835649,-0.017220219779831902,0.09334576749764206,-0.05345327633894951
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.057193111521885845,0.04560148353476149,-0.02690102372541598,-0.04970538166710783,0.010334642700902702,0.045805891660803406,0.02411554650848857
HALLMARK_KRAS_SIGNALING_DN,0.04611390255000314,0.027070691312881246,-0.006192802714205015,0.06460901726913447,-0.01852356409254152,0.0966246610739697,0.04797146970416055
HALLMARK_KRAS_SIGNALING_UP,0.08050216670858557,-0.005282732847585963,0.027079494665749722,-0.05695889799587502,0.04734920654360676,0.12666777467533097,0.02344370443926025
HALLMARK_MITOTIC_SPINDLE,0.06208496274073149,-0.017691834151801117,0.0033720353620108165,-0.01650470202574633,0.02508048141256783,0.13764894347472761,0.0646626463644364
HALLMARK_MTORC1_SIGNALING,0.03825050332837209,-0.02909238205938431,-0.028832390093548987,0.07354181223699625,0.016232311083808758,0.0287473746247699,0.023749612926046982
HALLMARK_MYC_TARGETS_V1,0.06597349928145697,-0.0013190230496434741,0.002178045935194955,-0.041251181459203964,0.03496246393949026,0.08570553304822984,0.04805171422373852
HALLMARK_MYC_TARGETS_V2,-0.027507049998839666,0.03812060960526644,-0.006971482257571428,-0.06463501071515738,-0.06969080391560911,0.06514199221327022,-0.0728365700969974
HALLMARK_MYOGENESIS,0.009116489205151143,0.04792940630414361,0.03500576349113614,0.030104723412422502,-0.022995431858199883,0.10218440262608362,-0.02147773481547037
HALLMARK_NOTCH_SIGNALING,0.05651152593536736,0.033585540065755114,0.03499215920230701,-0.017551488936770557,-0.036971357501990015,0.08509797455172617,-0.058670985216379395
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.04763275641486375,-0.0006147344576489137,0.0510936332063728,-0.054687752532753035,-0.010285714237333541,0.08969080677754274,0.08842981937472558
HALLMARK_P53_PATHWAY,0.04431081623989181,-0.006468969309641216,0.016292565053109144,-0.02979512083320942,0.0024918982402438424,0.09058890215646297,0.0086637276688698
HALLMARK_PANCREAS_BETA_CELLS,0.03583337288746309,-0.0016218214527250903,0.06627702844203352,-0.07962940309482334,0.030892709012299575,0.06843869857681566,-0.05987908524285052
HALLMARK_PEROXISOME,0.03139827133803135,0.00580985013413829,0.05364872725699751,-0.03689147072384702,0.027886642090540918,0.11263781300335164,0.023034630457550543
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.036186142642370946,-0.014730850123938998,0.07927531895781435,-0.030663547720319095,0.026364258365463848,0.1052073775653563,0.07332082318936906
HALLMARK_PROTEIN_SECRETION,0.0711356261491043,-0.001983027440864951,0.02610177411120226,0.08154800230162751,0.06494792318451485,0.1229817543449703,0.040748555389712095
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.014130119557964034,-0.06657428881563741,0.03092635219996824,0.0026794582115763966,-0.0026811854892033133,0.05983589790486569,0.09654029886061341
HALLMARK_SPERMATOGENESIS,0.08673030252832117,0.012466020601127227,0.04205712444424533,-0.032220256015366315,0.03218423239683966,0.09633475533224727,0.039706263081758744
HALLMARK_TGF_BETA_SIGNALING,0.08714600995517861,0.04512978180761715,-0.01646802105889015,-0.046476165550306515,-0.05475840962167413,0.08324010137977562,0.03358703805249993
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0054235734030850255,-0.01620263899957584,-0.07634785047007867,0.027437832950841123,-0.04349638045683595,-0.001372989527823469,0.035772128823648705
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0822398709779945,0.004547817190964017,-0.008225330084335899,-0.033801983871750485,-0.010258722495001399,0.10758554600987148,0.03820584674909221
HALLMARK_UV_RESPONSE_DN,0.05299907489521267,-0.004450512628729143,0.06856032396481856,-0.005231731720712427,-0.061304362894239864,0.08956332527174415,-0.004776954984124564
HALLMARK_UV_RESPONSE_UP,0.0261945753602457,-0.025131110041376744,0.030095332168427434,-0.0018149732386717953,0.04999490336935388,0.09096540254088062,0.016735414564809103
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.044437807652583955,0.021443917357526373,-0.04252091932556843,-0.04010250765984373,0.03813371618369002,0.11338205624933502,0.032317055613771406
HALLMARK_XENOBIOTIC_METABOLISM,0.012955276088946834,0.010330094083556857,0.028749445841753783,0.041554245098382736,0.07096084202277561,0.09866174611115473,0.024150350088915733
