,UKF248,UKF260,UKF266,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916inf
HALLMARK_ADIPOGENESIS,-0.03228763559049207,0.11632037246741574,-0.004490569087889069,0.06556096524981962,0.01626131517845733,0.15526008638911962,0.18380268108007194,0.07688934746856314,0.08658393205711891
HALLMARK_ALLOGRAFT_REJECTION,0.00039348386820206913,0.08149429630643575,-0.16311321705059073,0.030911618547748827,0.021992906833618722,0.08276294539027393,0.08664931801484703,0.051592001794236876,0.0028545452623876364
HALLMARK_ANDROGEN_RESPONSE,-0.024119213793818473,0.10773600916161491,-0.19918430422778174,-0.0025641399673157128,0.021765851118237523,0.1451850211390651,0.16752715640270624,0.05487106049310774,-0.0011972739195117428
HALLMARK_ANGIOGENESIS,0.05670644926263696,-0.15125121972267574,-0.2633387560959604,-0.12901277560912924,-0.052832138206001626,-0.038244827894731576,-0.08990277907052338,-0.054951416632356746,-0.20642923719032732
HALLMARK_APICAL_JUNCTION,-0.02960520818185107,0.03088731313840251,-0.24315523756924987,-0.0317024958985629,-0.03453089615318777,0.11304353206069462,0.1970378145056155,0.058017350576006564,0.13228187105289893
HALLMARK_APICAL_SURFACE,-0.018004616053520456,0.024844160037911466,0.12130987778112383,0.04925841522605893,-0.004514923707637643,0.11457136065338026,0.15135060518618587,0.031747087210448416,0.058429444809130066
HALLMARK_APOPTOSIS,-0.05404021891917295,-0.09189488330412325,0.03391954345131464,-0.12976876470618232,0.09070579721556023,-0.10478672220822602,-0.07918640910759832,0.05057440220401107,0.05009542061849969
HALLMARK_BILE_ACID_METABOLISM,0.014996662181667295,0.034257560788282244,-0.16854597734868804,-0.07327849241267147,0.01801001799527257,0.12813703190921175,0.16595295571574886,0.05653489422259998,0.1469214988260238
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.027451363957831824,0.07048156982997279,-0.330083614001282,-0.11694029471429856,-0.0564565437787818,0.1528973613121409,0.16396422213385414,0.06210257843346805,0.050473496106164875
HALLMARK_COAGULATION,-0.048450587520300605,-0.027692073285749293,-0.216415954161194,-0.02561137285253709,-0.01926732574036509,0.07470968502126989,0.08359742860668834,0.008362268501687545,-0.011212528742002766
HALLMARK_COMPLEMENT,-0.016854211978923013,0.06921120043189942,0.09679564589331446,-0.10598484382387806,0.03941858079978597,0.06675278824546393,0.11675700561777178,0.08888797774138388,0.11084736799855324
HALLMARK_DNA_REPAIR,0.006493691789858366,0.10901493651184715,-0.13889266296744385,0.03968711056745559,-0.018210781339649304,0.18188336406563738,0.2044071645351571,0.09590114380425055,0.1156795276213431
HALLMARK_E2F_TARGETS,-0.040260387110307924,0.07305323159915902,-0.27879978535760674,-0.030251139960362335,-0.004922220470069556,0.060778352496832944,0.16013588503396545,0.005698383999067025,0.03831316300209691
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.04724259009431606,-0.16166815434192738,-0.20829356955564546,-0.10330955045997776,-0.016477934218756644,-0.07536263355832926,-0.03538400338127931,-0.028663499414677572,0.11302046504689926
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.024924774548381018,0.06819898137932089,0.12381848877177974,0.06581629067258221,0.05153008894826212,0.011012102468279194,0.1147155577373148,0.10340372237003173,0.1061103550019762
HALLMARK_ESTROGEN_RESPONSE_LATE,0.008902836025897259,0.01418601399514991,0.005972410577002835,0.03130752582592135,-0.08418354194672584,0.19143121847517278,0.16864058709675922,0.015700806265295183,-0.10814015666956445
HALLMARK_FATTY_ACID_METABOLISM,-0.0030475699379716357,0.011264918960476756,-0.04874687076592986,-0.11561381654072636,0.030798376597832054,-0.027224047413093262,0.005738583497026797,0.02159791652881104,0.014772816309708272
HALLMARK_G2M_CHECKPOINT,-0.021922086132785703,-0.01406123003228374,-0.19454626099958816,-0.0776595053136901,-0.00866671012674632,0.06581286614755012,0.086615266597302,-0.0013623622050625253,0.08927584710641523
HALLMARK_GLYCOLYSIS,0.06952739930219565,-0.010377787269049255,-0.02705116685533283,0.020338345096720663,-0.07710134139275698,0.1128963773618055,0.13483213385600182,0.06826603868269598,0.1223083828162713
HALLMARK_HEDGEHOG_SIGNALING,0.03043193534203123,0.1893525219637105,0.27154536353727743,0.17910082937921948,-0.019730267236316743,0.03454351495131888,0.15197674546211515,0.1008860705246361,0.1184408722958372
HALLMARK_HEME_METABOLISM,-0.01632138799277603,0.10458509074174255,-0.08261169801177244,0.09260661576917407,-0.01923228677927611,0.15788536381300436,0.18336645366710355,0.08276290308477607,0.07681096946795059
HALLMARK_HYPOXIA,0.07160542612637814,-0.1241609866857522,0.08453257572156518,-0.14282538252811436,-0.061708605262039654,-0.07298971729015878,-0.08659179193025875,0.018862614005251032,0.09618761023765252
HALLMARK_IL2_STAT5_SIGNALING,-0.012935297747517427,0.017157867073529075,-0.04986993609597858,0.012274085053746036,-0.016553551228706775,0.11811933947330745,0.16117929241486662,0.06904481398278015,0.02782709245719796
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.019772615492384328,-0.12965293932103936,-0.2026011059235942,-0.13473010272586156,-0.032626556862318086,-0.015687188404926007,0.05155970379777602,-0.05298880824321039,-0.020835206952578452
HALLMARK_INFLAMMATORY_RESPONSE,-0.03429798467462315,-0.07889859837904176,0.1387151219377779,-0.1267604843712276,0.010700576479799674,-0.030208790688050685,-0.0014629727050241774,0.018688731783565924,0.08205765617789164
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.0018653627895918923,0.11011534496373365,-0.34362008915675585,0.054554322969219755,-0.07224482040409748,0.13391286983354608,0.1740736610143305,0.028029854990640847,0.0239659641054454
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.016311383508379854,-0.18080753681917283,0.09987156223068636,-0.04360516616103721,8.137793567189496e-05,0.021415107800999672,0.06703544644541802,0.044659597523123734,0.04051626670581772
HALLMARK_KRAS_SIGNALING_DN,0.06524084435801729,0.10260486722749718,0.132881259192619,0.05496157826430862,-0.010396610462092138,0.1577921336051232,0.17743519044189368,0.139032758448509,0.17376027584388626
HALLMARK_KRAS_SIGNALING_UP,-3.321549922794431e-05,0.13691703073560063,0.24438020548394965,0.08426485740877326,0.03547220488704952,0.07842407772624113,0.15469487855351782,0.061436608575476996,0.0463705567993836
HALLMARK_MITOTIC_SPINDLE,-0.016274339654657816,0.11625629915382069,-0.15753905972213325,0.005148454642821827,0.003421795484647863,0.10443915141118926,0.1764481282633902,0.05601545474179698,0.044511441525025626
HALLMARK_MTORC1_SIGNALING,0.05370393475633112,-0.11796712619636149,-0.18376105183944466,-0.06114453069824013,-0.04315456400024118,-0.03472089876053691,0.014714105407361481,0.046025537438400266,0.04136344205414694
HALLMARK_MYC_TARGETS_V1,-0.020516439624244185,0.15531046938133725,-0.20524375768060502,0.04515920542817791,0.017507119368019693,0.19199620955247365,0.1867506254957117,0.06457155849773594,0.15934098982884834
HALLMARK_MYC_TARGETS_V2,-0.016073235887566574,-0.06448089982964407,-0.21258076286733243,-0.021558945031290185,-0.04113279925038621,0.02651159161998147,0.08938313530461144,0.011501618304861636,-0.00795268438062317
HALLMARK_MYOGENESIS,-0.04392644428518595,0.09885981096041806,0.12790911689143708,0.09753233348217663,0.0594937786038413,0.1378954849965054,0.14618154140002734,0.03739630829910545,0.10064916464890611
HALLMARK_NOTCH_SIGNALING,-0.016166099922960683,0.13505061746399866,-0.05178568399879367,0.0764176744768823,-0.0064037995212275775,0.15566711031227004,0.17276150849981012,0.09256003838167419,-0.0826230535476455
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.00585685124759798,0.1880818459050051,0.1416655072677648,0.11210688063366411,0.02849838360640004,0.2120550991199498,0.19318909792092737,0.1199838412867602,0.13571524762698647
HALLMARK_P53_PATHWAY,0.06383251988143034,0.05526031439841316,-0.032477132536988085,-0.0435006672314515,0.008864143614890069,0.1742393051195918,0.16635676888341694,0.09518283752938107,0.10491454584248971
HALLMARK_PANCREAS_BETA_CELLS,-0.001710042993081839,0.1430334553374736,0.259645540836251,0.15506116558858046,0.03566897171784991,0.12437684527607495,0.1890042341302051,0.07448335075065853,0.15156976829021274
HALLMARK_PEROXISOME,-0.004266701083671211,0.1085570783232732,-0.07876394497377041,0.11872128987479258,-0.013729844578081978,0.19285804552309188,0.17339739237767027,0.0770796875918604,-0.0430502178489604
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.012660703204867617,0.12141047488998462,0.05980538846064189,0.06166220289202458,0.0630515481731459,0.12629529149957233,0.16435672778087562,0.07809496337273886,0.14073104630665867
HALLMARK_PROTEIN_SECRETION,0.0023699829192111526,0.0854534734662987,0.10659085923520167,0.05550315962772431,0.01206179243438225,0.1117105749381144,0.19184372095942437,0.10943394532976901,0.12771332638437105
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.006742252816910656,0.06511037297440948,0.011276934725897823,0.03952020831534236,0.10298928351921224,0.20410619143101008,0.18912582881035206,0.08627299609694278,-0.09017364037618911
HALLMARK_SPERMATOGENESIS,-0.02098428146432669,0.11640850722240895,0.07398788779133009,0.11719408080860422,0.05545586251905159,0.14541874437269395,0.1720067120800519,0.10359451667925815,0.10971280673326624
HALLMARK_TGF_BETA_SIGNALING,-0.048293234865204065,-0.038964976025286674,-0.1756747723552495,0.0941635052899836,-0.0273277870557262,0.14380591578326585,0.16489353493689168,0.043760737491628655,0.0026477420719628582
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.007501908569427042,-0.19590802994631434,-0.0870806599833311,-0.1236067863917989,-0.04578881646793987,0.0488706566597821,0.0230869537656564,-0.0114831285188295,-0.06150186266270488
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.013971600877337148,-0.08195201584525585,-0.1865820516907596,-0.03081973958129442,-0.015588149063928492,0.13697251418099518,0.17806847073046975,0.08481270358225217,0.10587080396241504
HALLMARK_UV_RESPONSE_DN,-0.007706839515949612,0.12053546281821602,0.15337397650513915,0.09867227253721839,0.03053719900401945,0.09503267948071298,0.13841328971955183,0.04046523103245825,0.09329667615120855
HALLMARK_UV_RESPONSE_UP,0.03881170627805943,0.07301921102750145,0.15612212185053517,0.028388479356367548,0.016313136066083145,0.09834371679610862,0.18199079210807736,0.0744375619998308,0.16975566378508697
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.024628661081283573,0.015967840314283308,-0.20513461963130095,-0.00823740269572481,-0.04985247833332219,0.07673965122080975,0.13988188264713902,-0.04580425689469986,-0.04713235756338284
HALLMARK_XENOBIOTIC_METABOLISM,0.028243619476686372,0.1253316571237756,-0.00017734559852991173,-0.05959973663370874,0.00159798679996221,0.13794165783424203,0.16037770728924214,0.08665700704035122,0.011181266578034879
