,UKF251,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.014845526227985899,0.04535404789818642,0.05186530812551952,0.029071376936881395,-0.008171194205523861,0.028542858909844364,0.011542866360033785,-0.002587547115010251
HALLMARK_ALLOGRAFT_REJECTION,0.05533467273202856,0.03318999760062647,-0.006380834779018352,0.024054678142843507,0.05307311529331165,0.028435891372903553,-0.01437924468763817,-0.07924810031053924
HALLMARK_ANDROGEN_RESPONSE,-0.00284993231356027,0.0902494683858012,-0.0016831405824142556,0.004715804558650887,0.017869018827313517,0.07303015929242287,0.012020142019162218,-0.009161577275200679
HALLMARK_ANGIOGENESIS,-0.04850934610604462,0.09606140751359968,0.05153260616451106,-0.02268422596574553,0.010111622550217868,-0.09614454276872385,0.05783923606344572,-0.01743074897141656
HALLMARK_APICAL_JUNCTION,0.03857053489985988,0.06408212159219497,0.037043409285628597,0.015847728650110127,0.0043105171672181645,0.015941161602077692,0.03592306616185641,-0.01625589607736612
HALLMARK_APICAL_SURFACE,0.03258327926990938,-0.021962033553652824,0.11151645110880228,0.01987809492880687,0.005285123088536842,-0.01505283807794854,0.03395124179127239,0.014625660260633938
HALLMARK_APOPTOSIS,0.013841500162588859,0.01479251955782792,0.03793233551762501,-0.05138307939881879,0.012352226315065109,0.03780886525493787,0.016212873903736918,-0.022455905562770846
HALLMARK_BILE_ACID_METABOLISM,-0.012189770437910105,-0.019241822839742767,0.09755968705781155,-0.003892609708064063,-0.02773165533738936,0.007960292139576393,0.0029851703837145546,0.026497050891007637
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03729218181531957,0.027198713189452713,-0.016886950711561943,0.0435883202391958,-0.028137307380154106,0.13701506200978714,0.08851853797708895,0.05370154196802782
HALLMARK_COAGULATION,0.0170529254715525,0.03005897922846209,0.1250686849786896,-0.008301324861042346,0.023070009753095883,0.009082910937680247,0.004645265162029039,-0.06770621793746313
HALLMARK_COMPLEMENT,0.03053390548858699,0.11530173801371787,-0.0020559362313114196,0.007110108239416594,0.023717861153101656,-0.0054224420506106385,-0.022445758606181632,0.005593074404709717
HALLMARK_DNA_REPAIR,0.030770255150898203,0.044584409922313675,0.025888910336303837,0.042420641170930494,-0.03280513469325864,-0.010093125903698064,0.03842986416409694,0.014231911486429483
HALLMARK_E2F_TARGETS,0.024737854002853932,0.05834033240895552,0.04154768926240359,0.05781510305270175,0.010931763008855374,-0.03163641843815798,0.09241965464554866,0.09751629485303073
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.008765368331066012,0.043438931951764015,-0.036352511829991864,-0.08945723958664227,0.058102725369173144,-0.02155416676962031,0.0311450212934363,-0.056564161328167516
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0041062426171153054,0.027522476021445256,-0.03488498829268093,0.004980080425180134,-0.001768063083619072,0.001164337634342414,-0.051048573433077025,-0.0230591386475763
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.017312017701209187,0.06340685538094136,0.014947210526660029,0.02960247496680177,-0.00019157449737030615,-0.011799324817379966,0.03983257509620548,0.05497543686240269
HALLMARK_FATTY_ACID_METABOLISM,0.05906143931236658,0.03272250100104866,-0.00620714589714581,0.011139760845413035,0.03228090542825867,-0.00028329759429891266,0.11269985257358803,0.038911330031645305
HALLMARK_G2M_CHECKPOINT,0.029724507137600373,-0.0018384276576889009,0.06532430525894868,0.046023689438590365,0.002566815538146291,-0.0021268497272870744,0.02539177864731467,0.0701327503479814
HALLMARK_GLYCOLYSIS,-0.005021025857781831,0.07087536635853454,0.044596908786923614,0.0566047946629117,0.016397198184687142,0.008405244261646199,0.07256055740350789,0.06104935051538942
HALLMARK_HEDGEHOG_SIGNALING,0.015838374307341165,0.04454394206386582,-0.04470151170565587,0.016502745096067074,0.037154844798714816,0.06876233533969076,0.028512375928091183,0.05435717973085983
HALLMARK_HEME_METABOLISM,0.01182029400566734,0.06721607972368665,0.03224585911164133,0.038464685164408645,-0.006571594506857225,-0.012050119781703169,0.005338011154196918,0.043251200568638556
HALLMARK_HYPOXIA,-0.0286006619877818,-0.0006778915311282385,-0.13210149607670554,-0.05745689530472319,-0.0019907406190324034,0.062304077567346614,0.08741980836509411,-0.01282705508489208
