,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.04867730447397188,0.16797021268566384,0.08182530553620612,0.08365638752534679,-0.0049542183400717475,-0.05848870584306236,0.08574716259184202,0.19773303814687265,0.088365861116869,0.06098672129981778,0.048477415526388665,0.06366772175603166,0.022800238878539526,0.30073695572508924,0.31391098746759477,0.15750048410271827,0.2659288767373248,0.11222750967765102
HALLMARK_ALLOGRAFT_REJECTION,-0.06622501985643024,0.046165359158143196,0.04908233156797773,-0.036083985052032294,-0.04576542925218194,-0.13312878410360462,0.06876658669736135,0.23369462930009208,0.03978756122311516,-0.04480379398439082,0.012738401126130726,0.11282194992816356,-0.05030570363912639,0.1353270406224582,0.21567888108771738,0.06006917758546308,-0.02949355359249077,-0.07625751908803376
HALLMARK_ANDROGEN_RESPONSE,0.12732685652879397,0.2268315656546076,0.020714104017726182,0.11358079755755315,0.04741412632247647,-0.026020866254265536,0.06513966994756223,0.2201985182926218,0.06666372978482811,-0.009655112136693395,0.03912220417260127,0.11706118103199521,0.03825712111429452,0.22958066760320192,0.2435313241707669,0.1693737990608367,0.2525469050873662,0.07850651447484436
HALLMARK_ANGIOGENESIS,0.020600311322854933,0.06387672070006965,0.08873811541177856,0.03992577201742885,0.02620843893177345,0.06805557830880506,0.06946080714208858,0.240530840743907,0.01901473479111143,-0.038569309515330025,0.0024744278320822885,0.01955394919481911,0.1050344479217647,-0.06081194647264373,-0.1557028008959688,0.09468030645758325,0.13382153878380051,-0.03097010789063957
HALLMARK_APICAL_JUNCTION,0.09710472329987695,0.1927654233905735,0.11475462385432254,0.12447796154938537,0.031678857368437764,0.04967542596137015,0.1093879779986496,0.24766845860800485,0.08682295772463207,0.07454110541501063,0.04463074288494962,0.116559952303527,0.04400240181507755,0.3135424229924422,0.2890164797703377,0.192039970123166,0.23619120325234258,0.0664939752458937
HALLMARK_APICAL_SURFACE,0.05367134483652238,0.11062293666248249,-0.025186259853816576,0.01663867246910332,0.016479040146606182,-0.021160860253403982,0.037773522427947806,-0.11058883920113288,-0.0035104818305883257,0.04596642824441853,0.03107116113573601,0.1198911325629136,0.06355633646649776,0.27161241166760675,0.3140363939890887,0.14613088460615947,0.10942020012795857,0.04214777325046205
HALLMARK_APOPTOSIS,-0.00849437706912618,0.11194744715531413,0.028198782432263723,0.02362162165404827,0.051377346933894306,0.10676971175182261,0.003729753859661215,0.06642262365995008,-0.005514142408516623,0.020518596977519867,0.027562092611947652,-0.03547175564423511,-0.06909751158819251,-0.02943715004834401,-0.09287306298170273,0.060197865641263594,0.04186836191528874,0.025530833114721815
HALLMARK_BILE_ACID_METABOLISM,0.0999846103691984,0.06880760246676627,0.07716989598951354,0.05811712668579687,0.0024903545724674486,-0.024214868047190276,0.017812276286316632,0.2350630498292286,0.07074599487188765,0.01577659176198501,0.057378824144184715,0.0062618273482191325,0.0754288522913756,0.23574567032499216,0.2639177964288302,0.12700339221944945,0.1999112215994003,0.07535223100180034
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11205596661404181,0.103419061838555,0.09949665682034546,0.12007259013077133,0.01926061524266352,0.01768754542080771,0.08536593313106702,0.1308048446938434,0.03238893109705388,-0.020504529513144725,0.05358635566456687,0.11429938203914013,0.07527355744117828,0.28831314026891375,0.2932992256126319,0.0902539414399923,0.26835141419587516,0.03728779871026589
HALLMARK_COAGULATION,-0.0035679727106348283,0.19709436916195494,0.0394261452787546,0.05471070475370041,0.0012359518908045487,0.04210802913111838,0.03908545732769163,0.20924658322904224,0.0652262798888076,-0.02951246355967995,0.04439519532995515,0.1291401114266332,-0.05838178589469559,0.21219569664738885,0.21470603116780718,0.11559396073048941,0.21403238509701863,0.0526112785838487
HALLMARK_COMPLEMENT,0.006799395961137129,0.12382303840214101,0.07089371635616792,0.11013737917233474,-0.02862354443374065,-0.056329938142238925,0.07085796642734521,0.23966063723713202,0.05153354750353298,0.013807084754636111,0.06186226479103242,0.04193238358604646,-0.05906933772597968,0.23583502271318643,0.22097953894286124,0.15040713149016677,0.16862057437854153,0.08214956937498664
HALLMARK_DNA_REPAIR,0.1745482980113702,0.16998775745332467,0.14987355332166388,0.11298860817964708,0.11737229326228672,0.05037655107957184,0.10851809224439546,0.27937727882710034,0.05837795808896751,0.03177830249661977,0.06095175757090008,0.10534116398247372,0.10345189923352685,0.31820683839383807,0.33986116256029364,0.20539701504699395,0.30869070898969747,0.10916428088490403
HALLMARK_E2F_TARGETS,0.06624071898794538,0.09710221395969912,0.14319167566613059,0.06739281405941776,0.00890278843239467,-0.03146296449565528,0.07606068890366695,0.24667490452489604,0.04227923728778334,0.02666729199745554,0.04195972426009112,0.11042274126990417,0.03320212067048457,0.19110042586000617,0.2499512723557602,0.11730986275502023,0.2624679459079036,0.06023662820082171
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06019469863081598,0.1715398659769545,0.0372904827403559,0.051324086740409655,0.0683854017180766,0.13284086320314056,0.06370725161840948,0.24468138879416307,0.052975017329692876,0.014114207470580778,0.0400232181279791,0.013743832058864,0.07346792662705456,0.0101654055669142,-0.01617680714719211,0.13092895608221775,0.229711715641153,0.1086325720356501
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07659424785810585,0.11154620125508914,0.012941091341173444,0.04075493405248136,0.0332590101626971,-0.018877123301256286,0.0580707859671463,0.17144618384545793,0.07940199059848771,-0.026479709050427867,0.053468847204868254,-0.036507519604465966,-0.018581689420933762,0.2812748170426929,0.1738966020753878,0.15182925259363578,0.24293817108391827,0.17278231653463044
HALLMARK_ESTROGEN_RESPONSE_LATE,0.056342834955263765,0.17056036854855633,0.010159027655839446,0.12934727091831683,-0.019160696792051467,0.06339930545825748,0.10720642212785325,-0.06877275693893765,0.007024725582849104,0.07881616792735188,0.033099305038545246,0.12347004878743346,0.11614803746645327,0.2545673587498117,0.26633861471505366,0.13974621827322312,0.12360145274977058,-0.0932696254929579
HALLMARK_FATTY_ACID_METABOLISM,0.020530487420271668,0.09678783327497073,0.014771587101462003,0.044808582001354,0.042647144338531014,0.010454531292888697,0.043165527319849566,0.1416590022600094,0.031692473861986474,-0.008345051828527135,-0.0073490808951730754,-0.043250821932849765,0.017959651272616905,0.06668987608930128,0.06270269348358076,0.05872198341265607,0.15508473734341433,0.1047094641756916
HALLMARK_G2M_CHECKPOINT,0.14595911551270696,0.15820396727860514,0.13519811869675374,0.025890063812814508,0.039791033081638644,0.05540630821971771,0.08436413583369541,0.24332280074337392,0.06459214892458565,0.01672792050249449,0.07238951796093945,0.12331164334157686,0.08331411581168138,0.20904574841834356,0.16287548121084208,0.15279876410343451,0.19208627097331105,0.06158335926352254
HALLMARK_GLYCOLYSIS,0.17322534256231942,0.09998481435779319,0.0699353327602489,0.0709848021211962,0.014497452388356482,0.04975370972356687,0.08042751998726032,0.20731829022703832,0.04142336782434185,0.08674825645259997,0.031713101516035985,0.075590421117486,0.10453328835697577,0.2504708253551224,0.2567461054179224,0.17798078096384246,0.2508709427181679,0.06306949890691489
