,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1
HALLMARK_ADIPOGENESIS,-0.0706409957900762,0.16291155393538362,0.05252199341740356,-0.00334671346540647,0.21250882388778108,0.04553844572419334,0.042534992468996606,0.06953293597514375,0.07787274347038649,0.008042226119046278,0.039049352903404055,-0.096315092265094,0.14714139656957115,0.07584579356936008,0.09849987923869942,0.05937735143971697,0.03432363606933419,0.17054272503143805,0.22681773681394754,0.20690663699213024,0.07333521517496408,0.04039879809919575,0.021240480986027172,0.09360498331146629
HALLMARK_ALLOGRAFT_REJECTION,0.06748562917204302,-0.003998226025014346,-0.0021460536745639192,0.040619829788852396,0.12445801829052014,-0.006266268529718825,-0.10103599747046685,0.30693610264639337,0.10533400793783802,0.1134250692466957,0.05135249800170412,0.1551579419432816,0.02571870054031711,0.07926655925704863,0.11539432302939778,-0.17641762148078813,-0.027214565784169583,0.022300673546019816,0.0871234006839632,0.10301374177291044,0.05911674702048939,0.03801816615149626,0.0636034282079125,0.1506727138748305
HALLMARK_ANDROGEN_RESPONSE,-0.007909179548236063,0.12526656610258147,0.08796024524594474,0.006541990701690681,0.17291062645575558,0.0479523548362706,-0.026622399807513335,0.23290069336096705,0.1190183576571904,0.18006841992099265,0.02532266443562139,0.0006003855541280002,0.05820429017250254,0.15429092787044013,0.13913779075091068,0.09029189979358246,-0.02661256034560975,0.0895498230956818,0.2672699759894861,0.21471946668416172,0.05671093876548062,0.07117226086231997,-0.0049444381346332505,0.0994898796791479
HALLMARK_ANGIOGENESIS,0.11480212803492153,0.033460935908777044,-0.0030311643555524966,-0.04405118211457199,-0.10661020924886293,0.035403454826504206,0.05310673698848994,0.36117811134455724,0.10284235177262659,0.1082611420769115,0.04785225956776456,0.049502659187549224,-0.1293296430562168,0.0977098857697211,0.1495178733820323,0.029037901322049788,-0.03189327779835196,0.023925618292989417,-0.03351504016965364,-0.1091353965905429,0.03698334634841736,0.0717863682199,0.03814026941384838,0.025433357839994623
HALLMARK_APICAL_JUNCTION,-0.04718348311008258,0.17876868792515901,0.08765861650573048,0.007783317217460867,0.19499249278048425,0.0754044177827516,0.12228002615075825,0.3379093054695621,0.11091440286240081,0.15034082829278939,0.024074154458803565,0.05462746809054925,0.07904967086574405,0.15433922504538033,0.11966703338971851,0.10358290972610708,-0.03070506721697746,0.1705546799199245,0.27564933144220044,0.2513319135317313,0.10193742008102623,0.16105242400145012,0.0687870000196758,0.12707282256453872
HALLMARK_APICAL_SURFACE,-0.03889262546840811,0.04802199000903447,0.08501839852536737,-0.028199976720974587,0.17466335119518656,-0.0012675260195800964,0.09196257081835613,-0.12404734907214625,0.01530362517449835,0.029514484482643055,-0.04659776826274297,-0.13218880084521414,0.025037057595544157,0.11725947837174897,0.011507016779553713,-0.03987438053272512,0.07592174512741423,0.13851587436988472,0.20183299819729256,0.2350611071485463,0.054085284635238824,0.048359968517242856,0.030480405003129814,0.14199196997277974
HALLMARK_APOPTOSIS,0.0025802938688664545,0.11691970803386731,0.08350267102260213,0.03462886490743422,0.1466876733099523,0.03401018630971617,-0.006629414503129032,-0.051580221100107536,0.045052285175110854,0.11868199212807881,0.04541065574714149,0.10418156356464849,0.1488944608422465,-0.08298727698131003,-0.08362209952991095,0.06973203112042063,0.046262716828442796,0.18354969366417065,-0.052330696532610486,-0.11447467891290809,0.01930436474844004,-0.0765308771474674,-0.007180947084422574,0.09985239497693187
HALLMARK_BILE_ACID_METABOLISM,-0.060508856178526665,0.11976813727735167,-0.004814465230286413,-0.02550309198675905,0.242673061420315,0.06684539106756365,0.10384647836003276,0.22094404941470952,0.09805459285615628,0.1874823455879076,0.007250471143492056,-0.008770586525965669,0.06078128459653878,0.14411736135867909,0.08089844795496179,0.03916133934403065,0.013177628213166788,0.06435144528355961,0.22679942226069183,0.24817705837770146,0.03608065856803204,0.031256375793392945,0.09335579729237548,0.019077438595300512
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01033934722836847,0.20012476638706314,0.07834999102456489,0.010537974067197892,0.25191521270193673,0.06539979451950531,0.12843867017700475,0.29558818127721076,0.07598168050183716,0.07657469275283207,0.10113346416534666,0.02693195560017913,0.15689525369592594,0.1786307661308372,0.1041144923614767,0.16837794088094357,0.07809906396477123,0.1669259434861975,0.28352874160425506,0.22732741915486962,0.0010761286006077287,0.1058713750947446,0.07978105287821857,0.03383190705623914
HALLMARK_COAGULATION,0.05280432599800845,0.1988939411899528,0.07479518934770574,-0.018615848616134002,0.1975127401935066,0.03826996342701046,0.06787418611827094,0.22577462037799317,0.10703860730194026,0.14099114403414398,0.09615371018849286,0.08517284305923097,-0.11015205858407645,0.14435217271885128,-0.011191934429495213,-0.08278377896684748,-0.03595022514762501,0.16397307978511103,0.11649925860377883,0.13968225071351606,0.037163643399890374,-0.12143239124160399,0.10508577538533088,0.14291287625721152
