,MGH258,UKF243,UKF248,UKF266,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.001986575424426501,-0.002916106806774218,-0.04054648854078922,-0.0029114794385193274,0.09542256984540415,0.06526590107381547,-0.09006768066203814,0.065281469490036,-0.13788736429580145,-0.13606448412146027,-0.017598622182434874,-0.07321183558486379
HALLMARK_ALLOGRAFT_REJECTION,-0.015466060500893181,0.08683736002594623,0.03329896276701657,-0.10384601418218407,0.11672723661405777,0.13903659028379647,0.036255193965870076,0.037817135946186124,-0.07848349828598318,-0.10227277986001013,0.03524735174312646,0.21731712996744604
HALLMARK_ANDROGEN_RESPONSE,-0.0012786262073727261,0.08348476443398922,0.022143840422424135,-0.04787257719562807,0.09134069404575502,0.08006216688795922,-0.05264544132145098,0.0356237488706284,-0.05440896051214208,-0.1266671505710587,-0.045212371049655795,-0.008895749573111237
HALLMARK_ANGIOGENESIS,-0.05165216990342827,0.1583999897391966,0.04796846195358958,-0.06932928103661835,-0.10119730097268685,0.03721738660761355,0.08147168381787817,-0.06452759137560288,-0.05458718541659487,0.03985250301633138,0.08490473261804453,-0.1322740987681977
HALLMARK_APICAL_JUNCTION,0.03364655846564402,0.07676633952740207,-0.016188823402154114,-0.04987690351460981,0.08416146879872638,0.07567744920202275,-0.10405104507813502,0.08573126258345556,-0.140336244138065,-0.1435827807926065,-0.07685086151126308,-0.0372703824207664
HALLMARK_APICAL_SURFACE,0.05331868202264023,-0.026698461331459915,-0.01927542248298921,0.039934084764591656,0.07015066798186294,-0.03856537905654181,-0.08042925301430995,0.01882788059954972,-0.1381787297775189,-0.11539444354444492,0.0607101437775666,0.0320967765378243
HALLMARK_APOPTOSIS,0.051651585572390676,-0.0030339149464434522,-0.04929980979544565,-0.02941122331146346,0.002170964522283148,0.13773277622829,0.07906162768943713,-0.015551426331205799,-0.1252663642330057,0.044417579386973334,-0.009482888907868806,0.0048541103890129365
HALLMARK_BILE_ACID_METABOLISM,-0.009139570006491059,0.10326774442648687,-0.010679580680111909,0.016898237862267955,0.05472954710809167,0.07935698428308618,-0.0548879301342468,0.041933694053015134,-0.1251906675798693,-0.11105494264472027,-0.013028343911530826,-0.14259003910768037
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.030131147891798524,0.09405159790573091,-0.004807333786694041,-0.07705390891269538,0.08004503657269031,0.0364960489582627,-0.06549330109643954,0.01313428681395957,-0.13127553407630335,-0.1224421437145359,-0.03304557442352662,-0.1293499832571328
HALLMARK_COAGULATION,-0.03461895232263696,0.03412021308531931,-0.03831185447265609,-0.0930464618553984,0.0139697548537981,0.0993906683489282,-0.04516629229657982,0.025004181301652245,-0.1509923117509595,-0.12293214926776247,0.005617906634952802,-0.05777117036479845
HALLMARK_COMPLEMENT,-0.04867016243270561,0.04460645038519398,-0.020418784821299284,-0.059406762663043504,0.055345596867871764,0.07110991384658968,-0.007955853761074636,0.0458853649122958,-0.08206008815190613,-0.10980196039366362,-0.020266962280708914,-0.007632575055463171
HALLMARK_DNA_REPAIR,0.02918703244052391,0.07591289745241102,-0.005487539477649559,-0.03316000293373456,0.09571010544217448,0.03957559997655304,-0.09141435529355625,0.022860323563744518,-0.12867569555245328,-0.14005822834367604,-0.01721888612210335,-0.10761863137962584
HALLMARK_E2F_TARGETS,0.00677388703787721,0.10196959675490726,-0.03698478685686346,-0.06446195342722151,0.07579449243967193,-0.04029725670363939,-0.09935103611171599,0.06788853052347171,-0.07888582546491579,-0.09895707471706125,-0.022636737050937016,-0.11514878004620464
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.026891777444445503,0.05232389881913074,-0.004203780412562826,-0.08785543018315299,-0.06823775035283366,0.03579260740798991,0.036847987717349984,0.09943670045932367,-0.14227193008838385,-0.050390777095948934,0.005784587135090899,-0.1476352253401474
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.007780689415647976,-0.01752890241589202,-0.016153639562120126,0.00028027386498150124,-0.10637677037270088,0.06827294514494964,-0.03013158920911975,-0.028874479233571403,-0.13784653548007691,-0.13317900979378255,-0.0075266624704914895,-0.1458277616546083
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.043023937802346944,0.09014747816891049,-0.03206934520019827,0.007207471451266564,0.11751660638428696,0.031775890398172864,-0.1399195878811537,0.0401821271561399,-0.09083079129388344,-0.07652113101958694,-0.012561775381981121,-0.0011872592677738979
HALLMARK_FATTY_ACID_METABOLISM,-0.07135831332064978,0.05324787873656028,0.006783012933013469,0.025075922108057216,-0.06102582986868711,0.14660351878118422,0.011096737360625266,-0.012924414911376093,0.0020557258346890297,-0.024509971076573267,0.002276348922245853,-0.055168550365845066
HALLMARK_G2M_CHECKPOINT,0.05142170759786796,0.017946314334713533,-0.011103623514500461,-0.09089360588024108,0.07616136446926791,0.007189237569170636,-0.035262922486537875,-0.03625943442566783,0.0024756567525692085,-0.03199765261864853,-0.013315695032346126,-0.20429750680962747
HALLMARK_GLYCOLYSIS,0.010301027119156203,0.03188440014659345,0.035518945132474125,0.03306524245536604,-0.07762549700337772,-0.01510355154637548,-0.1070228129987542,0.013745400271471241,-0.13502386689440476,-0.1201067496707504,0.006050326465766328,-0.06309851609353045
HALLMARK_HEDGEHOG_SIGNALING,-0.011136950194277802,0.026576760096655105,-0.015258610843910773,0.07050947397623898,-0.0018175057571338923,0.0522220448654015,-0.07688763005756268,0.0008395492331490345,-0.05811958747997971,-0.13693197732716766,-0.009337107089308221,0.11288457811948473
HALLMARK_HEME_METABOLISM,-0.05325233364569753,0.1094379361139547,0.005958713767775653,0.03158137682139814,0.04430831160735515,0.1369470473046207,-0.03328342604525088,0.03946174104172266,0.036994133631015634,-0.056555992361137404,0.02769177099516867,0.012418716212785934
HALLMARK_HYPOXIA,0.05167647056942281,-0.10737874786011187,0.0767336070901755,0.04765901567973588,-0.08502358696204958,0.009651699183476062,0.07139556636564075,-0.03798069830320946,-0.06717463015096506,0.017032338496658337,-0.015378674971683645,-0.20836329268229542
HALLMARK_IL2_STAT5_SIGNALING,-0.047315002261496375,-0.016760135160099793,-0.018123032411715784,-0.0053613169405988025,-0.007119380753908702,0.0994795245617925,0.04463382736647524,0.003696090233584426,-0.12899993708162977,-0.1250973204638209,-0.10423444308823172,-0.11297313864560868
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.05272751860057672,-0.021035537839566926,0.0029315705709922375,-0.07445700995441297,0.07217002852865735,0.09483092958859735,0.03986853863928409,0.02916711057685652,-0.024757108647818004,-0.09057386890439922,-0.026052547192699567,-0.18559785991300962
HALLMARK_INFLAMMATORY_RESPONSE,-0.0012790443525188928,0.04694374287032259,-0.057435309425775675,0.04454901810319002,-0.048407466916290554,0.07538454971377857,0.03302764025348174,-0.027849661006774204,-0.11682080065266913,-0.006910687626467593,-0.017406229517923342,-0.16560309400606626
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.029494977577752424,0.12236211571195506,-0.01711490679137174,-0.043681367017354214,0.11229285597356442,0.12364719364172039,-0.14431571621594924,-0.022394362647240082,-0.10650166791243684,-0.12340184737795017,-0.022530164701555156,0.19231180586734134
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.019263526058333702,0.081955394219038,-0.028941624575769393,-0.05782508833420753,0.07051778367690639,0.0469524483177253,0.0058124984297910015,0.0665262041382807,-0.14196125115206557,-0.02538129434794056,0.0028240881840811394,-0.09035439247577653
HALLMARK_KRAS_SIGNALING_DN,0.02878768774342914,0.07919173429588211,-0.019561197498852552,0.028296825501081653,0.06279962489594705,0.007024218888136935,-0.0869349403064374,0.044380705229889156,-0.13181178322478346,-0.13701462452519736,0.020292153990849337,0.14282492354469487
