,UKF296,ZH1007inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.0030780930170680046,-0.006852966974073769,-0.0271945238165379,0.009725316856019899
HALLMARK_ALLOGRAFT_REJECTION,-0.005518152693976813,0.09552249633289552,-0.05516337724305242,-0.0247396402288968
HALLMARK_ANDROGEN_RESPONSE,0.009611284234890629,0.05149295567476391,-0.012440956767590819,0.014104083267411787
HALLMARK_ANGIOGENESIS,-0.014312907284126705,-0.01594340583196746,0.02793158053803661,0.017332127894063697
HALLMARK_APICAL_JUNCTION,-0.042325088492004045,-0.04936551520760558,-0.045547539631640016,0.026983428540702462
HALLMARK_APICAL_SURFACE,-0.039469266932894695,-0.0647498775714349,0.017938954173365405,0.027802984759835826
HALLMARK_APOPTOSIS,-0.04787706426520017,-0.001278150030825523,-0.03720894097180684,-0.016252934436172015
HALLMARK_BILE_ACID_METABOLISM,0.022458421165744598,-0.08547088013154196,0.010349997993774297,-0.05299753033379455
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0036633023789810937,-0.06624564418357978,0.01587223143278568,0.015505463193403422
HALLMARK_COAGULATION,-0.01853870985894911,-0.02222814341201119,-0.05488350598973724,0.01981615023291035
HALLMARK_COMPLEMENT,-0.015366727004458116,0.03217434612140426,0.0037336424837020204,0.0026447486386235227
HALLMARK_DNA_REPAIR,-0.029832010765038785,0.001009087272160534,-0.007783729992853754,0.04366591464048985
HALLMARK_E2F_TARGETS,-0.03524997673554118,-0.01586599110869013,0.009478596079520871,0.054652583396582216
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0127898116771466,-0.011908013610605731,-0.038175495949518246,0.002720009925290502
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.04432095412225878,-0.01462219677352369,0.0017336836893513277,0.029999984975752177
HALLMARK_ESTROGEN_RESPONSE_LATE,0.010503110210223114,0.008078963577824666,-0.01644618098225092,0.02696183508354071
HALLMARK_FATTY_ACID_METABOLISM,-0.0691519934099036,0.024081304113680063,0.042929708471270554,0.03420158234226202
HALLMARK_G2M_CHECKPOINT,-0.05570186794103026,0.002088633258499103,0.011818009149831735,0.010230291121060088
HALLMARK_GLYCOLYSIS,-0.026447421356079016,-0.06517450198813868,0.012447563417035656,0.05933264260687588
HALLMARK_HEDGEHOG_SIGNALING,0.006237380024574189,-0.08954882382483406,0.004768346323827424,0.07540413429310258
HALLMARK_HEME_METABOLISM,-0.03807238260762676,0.032922333434789786,0.026565074416785482,0.027501964605595182
HALLMARK_HYPOXIA,0.013744394197238876,-0.045193981573704765,0.04002683093208227,0.012012062606225933
HALLMARK_IL2_STAT5_SIGNALING,-0.030868818005043937,0.049318187719858214,-0.01108264362405889,0.0140952245879638
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04053567044467383,-0.0006123368153642121,-0.031726154340188696,0.008560433453172893
HALLMARK_INFLAMMATORY_RESPONSE,-0.011685098781669574,-0.04561467867426636,-0.0352394603209016,0.013682633694309759
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.01483565407694004,-0.03879865509780129,-0.009975316576921932,0.011972754062207052
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.06294180976321205,0.058815436621870054,-0.05791293523901441,-0.03663627871783199
HALLMARK_KRAS_SIGNALING_DN,0.019077047796065717,-0.12074310487472176,0.03746970304506992,0.028760987665853794
HALLMARK_KRAS_SIGNALING_UP,0.02070231264756092,0.023953433362677693,-0.05055966948896298,0.036830129071897706
HALLMARK_MITOTIC_SPINDLE,-0.036173881443776854,-0.0521301044747383,0.014480615382868543,0.024044278196987297
HALLMARK_MTORC1_SIGNALING,-0.05273333938025865,-0.06545628692134055,0.008902126382094056,0.007849803320239927
HALLMARK_MYC_TARGETS_V1,-0.015458270026928365,0.016544010622415395,0.005612033268754429,0.022525765580495145
HALLMARK_MYC_TARGETS_V2,-0.03476927708176994,-0.0955564276787172,0.021453084112625843,-0.017860567776272082
HALLMARK_MYOGENESIS,-0.03446411764399876,-0.05274123480527069,-0.03746430486816148,0.015124485448207778
HALLMARK_NOTCH_SIGNALING,-0.02537079674611986,-0.045962870196728366,0.029980545723494758,0.06157487002799654
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0008874984540036246,0.01476456198367794,0.00824133326628059,0.0571179591126462
HALLMARK_P53_PATHWAY,-0.048459819746951,0.007251273380273881,0.012896515957994658,0.013991790019646391
HALLMARK_PANCREAS_BETA_CELLS,0.010844755293801207,0.024147261391347666,0.033234399641807036,0.05736923524846309
HALLMARK_PEROXISOME,0.02120558309923061,0.06051940923364614,-0.008314866989101246,0.078164622862416
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.005527152522902475,-0.020309349935491543,-0.049122993726152996,0.029046907849945347
HALLMARK_PROTEIN_SECRETION,-0.030874445733535864,-0.02567908941908627,0.015380755972522607,0.01744549581620173
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.02408626420192498,0.09860806880938654,0.01699691154630269,0.03619161799591216
HALLMARK_SPERMATOGENESIS,-0.031138303859402448,-0.009566534413698249,0.03478584034606924,0.08610462385267532
HALLMARK_TGF_BETA_SIGNALING,-0.019394808718264163,-0.026375780325657013,-0.008686054488799486,0.026288241455783845
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.06758198101151282,0.040306586405284894,0.02664364510640384,0.000528626189393493
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.017311309306685087,0.029171646671981414,0.016511420189026314,0.016119031826972968
HALLMARK_UV_RESPONSE_DN,0.003848566021403354,0.03601830664258956,0.016273737277908026,0.03902940132665683
HALLMARK_UV_RESPONSE_UP,-0.019206727809099877,0.019764626194219294,0.05462505266497,0.03971683848708273
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.01403746479332329,-0.07717713729189896,-0.05218816280164082,0.007389474618460303
HALLMARK_XENOBIOTIC_METABOLISM,-0.02744635654654721,0.004557833435878104,-0.012343952710385624,-0.0202498915361518
