,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.005173637275295874,0.04962225524289888,0.15227372531861855,0.25819771643497186,0.03351357388337477,0.04964155183281819,0.11756594341474319,-0.11903727789740123,0.05642984163954879,-0.06955501330676932,0.1867739000506819,0.0899610048825364,0.3696639451441862,0.4857053771339152,0.1444257314622784,-0.01438579633204938,0.06870278147448923,0.14481830583148836
HALLMARK_ALLOGRAFT_REJECTION,0.05098189226788172,0.04909601943450168,0.02230336439666029,0.17754595646905447,0.04133348525409511,0.022079721069907743,0.12636797515008305,-0.27207618392804683,-0.010250556567746046,-0.10461920765739108,-0.3432290833158693,-0.11583942327296942,0.28163122175745625,0.2988888509560962,-0.1342482093624567,-0.029891547134199174,0.050550865012940434,-0.08917268984249153
HALLMARK_ANDROGEN_RESPONSE,-0.06394140191459109,0.0027073816387675103,0.13439805774814217,0.07005754407122343,0.05154223761187331,0.14539973367111744,0.18449027794947465,-0.2677559550528149,0.014580259382881523,-0.04670804153487006,-0.10148421333249552,-0.10844271113470205,0.2390221680629021,0.37639299931661824,-0.13262824513299162,-0.007632785792530585,-0.017526766106956325,0.04740272405296139
HALLMARK_ANGIOGENESIS,-9.136435375118866e-05,-0.20487459769569988,-0.0628533666466687,0.12025715875351381,0.04419065026590069,-0.18393481807011713,0.17598452433768477,-0.32976585906678646,-0.10623970294733914,-0.15464644527339308,-0.32798310757950144,-0.27039687795559275,-0.08201516230427004,-0.3497424674924496,-0.38243137728110443,-0.014395525419117235,-0.07683624031070832,-0.16490509562952463
HALLMARK_APICAL_JUNCTION,-0.028432193874779098,0.0366213760589679,0.18937136677791783,0.25013777795001324,0.03467357462968993,-0.04854355728060279,0.25121658220976867,-0.24753960997682176,-0.035072067442663904,-0.020686243423647645,0.12624602616184774,-0.18811956311136638,0.2933476130713852,0.4754110145966004,0.04056807028771269,0.01577989648110689,0.05249645493729146,0.1833837914413786
HALLMARK_APICAL_SURFACE,0.010042949519269736,0.1519411292769225,0.1950467061337899,0.1745785521745401,-0.051373346579280235,0.01347571073262165,-0.08014354876819767,0.2455344606804245,0.006466825941457975,0.18481434786951736,0.11717069684310516,-0.05152787587851803,0.2153497251348106,0.4406413350169394,-0.0198071082660151,0.016855521426672564,0.13689713547298052,0.03245750558358072
HALLMARK_APOPTOSIS,0.00595467832439959,-0.008265410476423166,0.027441219224364287,-0.10322076442636674,-0.007352827826384535,0.010112932366706443,-0.07315681064399165,-0.019188395470346117,-0.10033020505615417,-0.024054980408426404,-0.026676000484741873,0.11544138903272423,-0.30407258701605017,-0.24646064069314513,-0.02855569938952093,0.040646004389606596,0.08529958261007779,0.11204035059249012
HALLMARK_BILE_ACID_METABOLISM,-0.011461189411916248,0.009858933257744324,0.06728344204585066,0.2598795277244128,-0.035893971138052545,-0.11085699261248254,0.11259480040023698,-0.324152588488758,-0.0219942743605196,-0.04551908017338301,-0.09389297175599186,-0.1186409346126821,0.2928143077225038,0.4096221515340174,0.09513240497449184,-0.0038744565267924275,-0.009119718724613533,-0.007699093619407118
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0012531907115782223,-0.10367405430063373,0.11134547342018991,0.16283262224666592,-0.01078337196793824,-0.11064468080302792,0.09192519266806108,-0.23050505422500578,-0.07215635052176121,-0.09047967047129052,-0.27743409360861543,-0.24524886772812934,0.3163842791859134,0.48585283810439367,0.3379752457622464,-0.010318513688633927,-0.032431269331491916,0.0423294345364208
HALLMARK_COAGULATION,0.10198265397224453,-0.08135294017844397,0.1168362349765584,0.13523975257903523,0.008546242349694989,0.015124182850183899,0.05161118833245052,-0.3247642672512197,0.017187515415208174,-0.19412678313049764,-0.349761639002218,-0.1646613616806795,0.1966595853682712,0.3094134969081702,0.04087176225515062,-0.04492106034356136,0.04344372416897985,-0.06512755263508783
