,UKF269,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1443887875996324,-0.017771313425084617,0.15949490841029998,0.24837150314885578,0.20506839672588165,0.10483963559191338,0.1071296383123352,-0.008179093033144803,0.055167200110059024
HALLMARK_ALLOGRAFT_REJECTION,0.18127711966684815,0.016970933072826745,0.21741300173154182,0.11442274882931117,0.10790653837375959,0.08349559005878064,0.12551043707093917,0.018377811997704288,0.0061589964233979165
HALLMARK_ANDROGEN_RESPONSE,0.13633919461188349,0.0567920515780392,0.2047044716194791,0.22031664622247857,0.07467382171319828,0.1328826741481757,0.12075270503451567,0.046840865798142145,0.06008983348631438
HALLMARK_ANGIOGENESIS,0.19643443682464254,0.08185856192808295,-0.05318267838764528,0.20760988071796885,-0.01667160882562497,0.01560211725955788,-0.04534054492950308,0.1052753567931345,0.032226422334041854
HALLMARK_APICAL_JUNCTION,0.16866865358035246,0.0386808132545882,0.1766964732526406,0.17415065676774183,0.14922601904296598,0.09411897914042823,0.1096955413650643,-0.016940744529722575,0.044288356610426016
HALLMARK_APICAL_SURFACE,-0.07768168629213781,-0.05423946828092991,0.20383077978913577,0.1278636306047125,0.16249034871897772,0.05274242820397075,0.09562580583808694,0.04593350595807297,0.09098027527687809
HALLMARK_APOPTOSIS,0.06221518239324178,0.03568013203030129,-0.037534306145926725,0.07799143153776689,0.036128621541521445,0.01110012014065406,-0.010025857081306749,0.04902130678153659,0.06148981470658004
HALLMARK_BILE_ACID_METABOLISM,0.15801438145542893,0.012342192374050901,0.03706800776253492,0.12399685075484286,0.12022102516024301,0.08286996004748805,0.10268888563802511,-0.03259729177084269,0.007039340243757225
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08768324321729187,0.021341831010625183,0.1663283061353668,0.2512218171926126,0.0743254037110842,0.12383416154625232,0.11065401570123046,-0.017045640091685407,0.007926424897691475
HALLMARK_COAGULATION,0.14449931780920214,0.07351073100839073,0.18772474145224308,0.0797968850850606,0.10209435009645414,0.09274041938675238,0.14648083322057345,0.011480270435022342,0.031067102705209265
HALLMARK_COMPLEMENT,0.1772923730541611,0.05738575247468769,0.15298012512828196,0.20242477519578506,0.15683883167016738,0.10896142161827276,0.08915438591857185,0.05700465501780436,-0.03367896290307377
HALLMARK_DNA_REPAIR,0.18194908355369135,-0.004552976695345836,0.19800263472514773,0.22044443034260797,0.19970042559283235,0.12837928899443157,0.11679821511824956,-0.0017718858626399234,0.0010918900118406275
HALLMARK_E2F_TARGETS,0.17431227742194216,-0.0419416565096146,0.2024721211259702,0.04186212369875128,0.13320071670105135,0.1358775912689189,0.11862419647691642,0.00415344611555293,0.0178098090157489
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.1565238863252742,0.05106280129592822,-0.04803851599127384,0.09698045950943505,-0.023853914536833602,0.055080593142320194,0.029552408918273102,0.07018053262577452,0.04706408503601348
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0754637723346383,-0.024122753384342374,-0.12340619346671071,0.13355035250615244,0.017394859294788168,0.09221451065835057,0.06496189507698738,0.0010346125653116806,0.00418012550368043
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.008957987440730045,0.07146430600182524,0.16109727242792918,0.08851508075740255,0.1985330010933384,0.09135273983917878,0.10885391802151682,0.05400366175659215,-0.05072875224379159
HALLMARK_FATTY_ACID_METABOLISM,0.06851763981793199,0.02926660068103381,-0.07590773648308828,0.1082847890867154,0.13333455669666627,0.06363574588057855,-0.0022648554401084884,-0.04853577937110102,-0.015321425247264061
HALLMARK_G2M_CHECKPOINT,0.15335141728734417,0.05808863415680827,0.18218360225907557,0.16118932204594524,0.09815774691393112,0.09662194836398194,0.07287482606163441,0.012396497474950051,0.050894562384896445
HALLMARK_GLYCOLYSIS,0.13643107509879618,-0.016507350714402402,-0.02479286942579468,0.2211128087650029,0.0879772988334337,0.07981683750820244,0.08935282373146869,0.048223350285176506,0.02060797053113016
HALLMARK_HEDGEHOG_SIGNALING,-0.08768156960815675,-0.08714810510797996,0.08333023692847893,0.04748178818659265,-0.04632778106562357,0.08479798094037067,0.046020581799680355,-0.02294563897937334,0.03598529362208414
HALLMARK_HEME_METABOLISM,0.17760023967332433,0.022654605594466703,0.15572423237492222,0.2369183939419302,0.20702565396659767,0.1196644993632723,0.0987203948393888,-0.015892857128259053,-0.014832113617979
HALLMARK_HYPOXIA,-0.07549428351656334,0.020269359933535583,-0.18631240498349022,0.14643701159639383,0.004205087967026195,-0.033293239840049275,-0.12167379152393729,0.020013572989788717,0.0263287728698271
HALLMARK_IL2_STAT5_SIGNALING,0.17992568683629048,0.0513633129027598,-0.07526155779731043,0.2005645196289969,0.14020734753774086,0.13477588923903475,0.11901065771520512,0.06657298184696676,0.0037135289406528336
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.1481517220873821,0.039987112465842814,0.052631964814913404,0.11878670554993624,0.08558464843185117,0.1066084614066984,0.11793422444312929,0.03573898568435559,0.07072938803465822
HALLMARK_INFLAMMATORY_RESPONSE,0.0879667857714827,-0.01232820170976957,0.006240646684330092,0.1219969990904344,0.1072903685238734,0.02513748400216791,0.0327598781999198,-0.029392357858338748,0.019146167301282165
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.1950165898594748,0.06495218603284043,0.20554625398518891,0.11813221728650851,0.1738763196376758,0.13795339553170938,0.14703090540868724,0.06903968551670318,-0.006022176654944888
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.17339928654439368,0.05982847242773546,0.0694764622144459,0.24075703019278483,0.1555593684499804,0.033407997553411777,0.06697958974532306,0.04357229872301706,0.06113884179443439
HALLMARK_KRAS_SIGNALING_DN,-0.04105253343778529,-0.03439683254198785,0.04297649459745901,0.15624115592389762,0.16257608794520326,0.09337854539339781,0.10714145264836178,-0.018727601519396377,0.001309179478652768
HALLMARK_KRAS_SIGNALING_UP,0.057121623906117185,-0.0385577311449643,0.13940755098596114,0.19645405830952314,0.12355570045955591,0.09118133042266542,0.11667689882076562,0.025758578861767634,0.03474928703575415
HALLMARK_MITOTIC_SPINDLE,0.15629417747092345,0.02546166531647346,0.18102676105388413,0.180360749174328,0.12614804019208115,0.1266481094826762,0.12495442138880256,-0.004533951854936779,0.03527938948668016
HALLMARK_MTORC1_SIGNALING,0.1341165718558004,-0.008674890839409118,0.0019075301446028622,0.19941562718423836,-0.008909564531456358,0.05127536005893239,-0.03133883823831927,0.03652475658091008,0.00884678543449429
HALLMARK_MYC_TARGETS_V1,0.16782534550297393,0.035543606017988665,0.2391194087070026,0.20363398832704308,0.13005628878302808,0.11415318368985061,0.10363943810980256,-0.01098059902481242,0.01763776613073478
HALLMARK_MYC_TARGETS_V2,0.11307022018806764,-0.01305793546121579,0.0573248769469017,0.10180049425737916,0.0746271005894203,0.12594754952164197,0.11363298041131284,0.015139434449370279,0.026492718242054274
HALLMARK_MYOGENESIS,-0.008210066355974962,0.0010183130905803879,0.11302540373810155,0.03983522362093865,0.10608728880810961,0.09972730261749058,0.11120228695756347,-0.008129833833930698,0.016494210582314626
HALLMARK_NOTCH_SIGNALING,0.19156790330759724,-0.04672298300238387,0.19380923110108744,0.2320461054844253,0.05201360242770921,0.1400451493088983,0.14934931796124926,0.04604622275627465,-0.007733233777901984
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.033701506430453144,-0.01900179502883151,0.22833660835662095,0.14936270646439184,0.18038728404585042,0.10023830561896664,0.10454192009372161,0.016372034575159573,-0.018385123466453802
HALLMARK_P53_PATHWAY,0.16620931659556612,-0.0006073878044894811,0.08598103341670689,0.2429682954190428,0.16783769702439819,0.10565367200338058,0.07638770067989262,0.006004838813288015,-0.02806687579189882
HALLMARK_PANCREAS_BETA_CELLS,-0.04874757222115608,-0.0696056453586492,0.23443044316377082,0.12573670535522954,0.1590304130951958,0.08390477131615533,0.10919709542228144,0.015399280990679158,0.032678928054351825
HALLMARK_PEROXISOME,0.11092701858622239,0.07899449962984337,0.06577525733717926,0.14914346098983236,0.14496014044118716,0.08267325489259181,0.11582195361179554,-0.0016872419367176294,0.019976800799220425
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.109419308411385,0.008622155147761712,0.19843619356573006,0.19543199370087275,0.11286034276852622,0.10230033262347477,0.12186153970994916,-0.036003117461959736,0.028570956603507506
HALLMARK_PROTEIN_SECRETION,0.1507309501463922,0.010049317259823184,0.2028009580386107,0.2587315316382267,0.13757795857202593,0.13493443632208751,0.08788617087627071,0.026045118493559737,0.028841454496983415
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.1057660095051146,0.07770469618010156,0.22056318689554802,0.06864508013797771,0.1742073052426374,0.10368276009757435,0.08428838281355276,-0.04798429937989949,-0.07179243664254482
HALLMARK_SPERMATOGENESIS,0.09416640351515179,-0.02186353091009864,0.2166643473146144,0.11869385517960938,0.18141645655803468,0.11235626213536687,0.08524831158725481,0.022699528437845312,0.032573402353055704
HALLMARK_TGF_BETA_SIGNALING,0.18582028440553783,0.07648877701746487,0.15821920071006082,0.13423795811397926,0.14266307361211988,0.09433119935849975,0.12688879816278995,-0.0062975454267999095,0.050943934867592154
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.10091699324248499,0.05524077815806187,0.08625893379352138,0.2258139277250813,0.051980117279015685,-0.009778924516499341,-0.02293026539939521,0.01926364921993503,0.014947769190724753
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.16606709254937613,-0.014412167438755324,0.1868681138949607,0.2500902660770877,0.1327759870510563,0.11550858314335942,0.10231730129779827,0.007413269627181148,0.033436556249752315
HALLMARK_UV_RESPONSE_DN,0.01064947168151117,-0.0017238571085603676,-0.051798682659650375,0.08584050393642494,0.10994749411490096,0.12006244011569348,0.08786037661518713,0.05230137203829641,0.028271630606854156
