,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0454430914094122,-0.003565599090877729,-0.014995559998965425,0.015850045347141503,0.10739575968424951,0.08184904829213528,0.06924741622046947,0.07511869917964908,0.12105998236982628,0.0665981999194126,-0.030643803981837272,0.0512806009779857,0.10605496071848194,0.0567251184587826
HALLMARK_ALLOGRAFT_REJECTION,0.088089148039811,-0.017147233846168883,0.032383550192011265,0.040963354764638076,0.13310284497374705,0.11919862419644434,0.0646025108450992,0.0769794863313882,0.07216880689278761,-0.03876127059111137,0.02707556032779691,-0.023917834171451536,0.05960644423591337,-0.10393215518398756
HALLMARK_ANDROGEN_RESPONSE,0.04897921027111067,0.03360986288762658,0.06296422704574912,0.03874677513777594,0.11021019498831135,0.09273568985849212,0.012912282465899233,0.08616769512450212,-0.023256526616087046,0.11465066493999579,-0.0199124333261099,-0.019326049148873398,0.10881345063783275,0.025047126573122164
HALLMARK_ANGIOGENESIS,0.004607749267096457,0.0933907446841096,-0.024699562604565694,0.04438580842449564,0.14564798187310876,-0.02476153742277892,0.06050657915710752,-0.049213831894994425,-0.10586116655478085,0.000457840524571092,-0.08563964144067074,-0.06755710421395021,-0.031568457071290267,0.015175243726874102
HALLMARK_APICAL_JUNCTION,0.037157730577993923,-0.018207251514164937,0.011381592889455821,0.028561846290171375,0.12872835726884327,0.05680707313757498,0.06358903864903802,0.10669569832956445,0.1242981887695876,0.08916261572428054,0.020243255556810478,-0.00841418607373425,0.13662334985470379,0.062107555164289306
HALLMARK_APICAL_SURFACE,0.030685809846030646,-0.03152508125618558,0.02156011270426765,-0.04372404589024411,-0.028377044077391902,0.03863537359546415,-0.0468017867258297,0.09740248003020166,0.14311551511530732,0.16210174200792934,0.008900328782844616,-0.013817596402250682,0.08224021963021655,-0.016424836372729335
HALLMARK_APOPTOSIS,0.010915117189697609,-0.07616381589217192,-0.010672388460202334,-0.040735507693166764,0.021124061919185293,0.04518578880273215,0.034354090480847366,0.0005528140773181274,0.019347271134476495,-0.03922211690740026,-0.00849461775257696,-0.012894632721189266,-0.04286140169978698,-0.02302858624964859
HALLMARK_BILE_ACID_METABOLISM,0.0007699547830961363,-0.020585754911431605,-0.0034440664983844092,0.05805426488818614,0.11914278414766218,0.02023369728256433,0.09866239345315428,0.04890358437830792,0.08081156744142788,0.07515719183584967,-0.0029681259014391155,0.08399101880565564,0.07413483989569596,0.06304413352656896
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.004665848912054414,-0.06738058457114707,0.008037923927008217,0.07918865401082638,0.09334295355906924,0.007260773641451369,0.04987828326745608,0.1003162108088699,0.039397484662511625,0.08981528999811517,0.012724525365232631,0.004900616319880141,0.09911933935493399,0.06665298429720638
HALLMARK_COAGULATION,0.06904991253609598,0.012709953864954172,-0.015611376967889806,0.04978942953967299,0.10113603348912124,0.107666909553257,0.09692135182980521,0.10133242253685167,0.18695556010665224,0.06988438608266602,-0.019370644739187256,-0.012719859316162482,0.06432016525577972,0.09631280871557893
HALLMARK_COMPLEMENT,0.0287766321037533,0.011592949155799297,0.008291469157310286,0.0782347854926643,0.14814226235925015,0.018437800047571767,0.023268989571493363,0.04990023796747806,-0.06656157764973714,0.030167879058348366,-0.040796412833533864,0.03863692398475901,0.10290181807869549,-0.009852579202422253
HALLMARK_DNA_REPAIR,0.02884370844326154,-0.03046483119637093,0.002898817290675827,0.029479243677112518,0.1129246120401329,0.11295343143324728,0.07261285404860603,0.09017638780361806,0.11264926564259792,0.1329791896401069,0.017773095003946283,0.015774874569816515,0.11526336214033163,0.0979916376463102
HALLMARK_E2F_TARGETS,-0.002856679806495629,0.02085171189980845,-0.020454315943142082,0.06817655980101008,0.11617532575138118,0.039060268674084554,0.0651874127674613,0.130178012390152,0.014189763013998049,0.058576284536996426,-0.02451009739214598,0.030720395089972583,0.10849158613366806,0.06355831433206165
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04468573877522709,0.020294868191462326,0.030886767302904423,0.04333838629461873,0.1348219882855584,0.005506187816260402,0.10526075636989304,0.04604879851281502,0.0739932459898953,0.04853802562432957,-0.03709990350664305,-0.01049206009715034,0.05832778158692518,0.09408398356606952
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06255879406693768,-0.05073896815698668,0.01746664699739946,-0.004630123790607877,0.09725191431088138,-0.01467651510745744,-0.002690840071189361,-0.011988948741954518,0.052147144780474115,0.08522694894089262,-0.00752666555773869,0.05286466811403535,0.1079394981078747,0.08421158235878277
HALLMARK_ESTROGEN_RESPONSE_LATE,0.008622282477649264,-0.013263830883523543,0.016467032494885448,0.06074160651205137,0.031965723570953654,0.06833278375291689,0.072954042786874,0.061956150793467286,-0.012655106256482345,-0.05694969199948721,0.006668138227806334,-0.019064735856874723,0.039953706870242155,0.039568574556738935
