,UKF248,UKF251,UKF259,UKF260,UKF275,UKF296,UKF334,ZH1019T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.0016823475345481272,-0.01869969592241522,0.013676237394170444,0.05259489602227778,0.009451398151921116,-0.011034885260869612,0.07605886666536549,0.08388547850431667,0.14075463740442992
HALLMARK_ALLOGRAFT_REJECTION,-0.006170490223197765,-0.011433522114880565,0.010765095320314144,0.006983353266390847,0.011422529164691712,-0.016412544205980588,0.11643892284013263,0.015039924071360632,0.02472828587534023
HALLMARK_ANDROGEN_RESPONSE,-0.027449482676838208,-0.043781196959264766,0.02495233826710713,0.003773534912996303,0.011372137575952207,0.0021880177880988392,0.10830349573079763,0.09373227976640863,0.06740724224633089
HALLMARK_ANGIOGENESIS,0.01615345773365932,0.011804914864016353,-0.014444618302706998,-0.0372984038509426,0.06188911304126101,-0.015498640974138257,0.0786583811088586,-0.04352546838717006,-0.08137917622466453
HALLMARK_APICAL_JUNCTION,-0.0024972968673760685,-0.0455308950474584,0.04103710316002012,0.09159452719880518,-0.00866731844047884,-0.009742704005378982,0.11545624315699228,0.006018809448103493,0.06909476349849128
HALLMARK_APICAL_SURFACE,-0.038207476394742715,-0.061360611641929005,-0.005595601824369382,0.08345846662667829,-0.042862237682569006,0.01917961004670193,0.002840822103804846,0.12715712284840336,0.042365211945777526
HALLMARK_APOPTOSIS,-0.008218195386429518,0.031024429479387456,-0.013090351631264926,-0.050773947987793645,0.007840045047702072,0.013314628101799371,-0.005473880573723041,0.018009553117611484,0.034358917075771406
HALLMARK_BILE_ACID_METABOLISM,0.01117769195081975,-0.045261328291172645,0.007139082209450337,0.04052284602415068,-0.010601440182357019,0.027051566903015637,0.041197888929781365,0.1678490065365836,0.1102517525117002
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.008947927227505037,0.012605030558918416,0.0667720159061981,0.09564283312136114,0.02552586278425539,0.001290007973510119,0.058384848751265615,0.04995297216617892,0.13226650313626775
HALLMARK_COAGULATION,0.013522281552376555,0.05761506710241867,0.03242858010388835,-0.01590216630490995,0.03446601408741617,0.021293816845055685,0.0928688081224944,0.0062537013607919184,0.028274330712763033
HALLMARK_COMPLEMENT,0.024498269457673704,0.04733952267860634,0.03601504079387112,-0.000850383462739046,0.00042183354797943845,-0.009339134742562,0.0383794872508441,0.08149664716984502,0.11210323729587336
HALLMARK_DNA_REPAIR,0.009209872375009623,-0.02533388071744899,0.04939919023075368,0.03153469717439701,0.020239815010648088,0.010671468577341412,0.11904790755268094,0.06547624202170894,0.12678511522880356
HALLMARK_E2F_TARGETS,-0.001516743807080109,0.0025779254792758837,0.0458264598057986,0.08260134174981684,0.0355209687933048,0.009478761868845883,0.1044939826169326,0.06499828157911826,0.1482797096298478
