,UKF243,UKF259,UKF269,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.014486939602693408,-0.01839517794425283,0.03422719902760444,-0.011820003830847881,0.05200194392947911,0.04417459907115806,0.02596189031005503,0.030287165264988397,-0.014320522496844797,0.01777189986627404
HALLMARK_ALLOGRAFT_REJECTION,0.002411417774962096,-0.02661776514746357,0.05662659262633667,-0.04865425148740665,0.024240489376064912,0.022735884700822752,-0.05498413090464653,-0.04820811874939636,0.04510801589434083,-0.07118830703625667
HALLMARK_ANDROGEN_RESPONSE,0.07432341819687546,0.02235595541191567,0.03567616056088942,-0.008841103086402367,0.032221830480374046,-0.007847958257940643,0.0401100507101403,-0.025963520177468957,-0.005395841472906858,0.04794256326376478
HALLMARK_ANGIOGENESIS,-0.04243357424353297,0.007881051291629896,0.06204150901658915,-0.025342701497705764,-0.010653062032685389,0.08818681513722977,0.10581602442982983,-0.02487526185513339,0.07289787487116164,0.009530649060317791
HALLMARK_APICAL_JUNCTION,-0.011872670390940544,-0.021842726949137338,0.09923888722937313,-0.02346125680992169,0.06840174190973985,0.03964207246557189,0.023374826020821818,0.01716117693919526,-0.02792308305518095,0.021235653762697843
HALLMARK_APICAL_SURFACE,0.042160351934229706,-0.04572855458997169,-0.028373261409847014,0.016986048693019125,0.051158175581203086,0.015581278282568655,-0.016200938182774748,-0.027068706819938386,0.014175778236902265,-0.00471999788294959
HALLMARK_APOPTOSIS,-0.0634396181029873,0.0054335940208223785,0.034717473531239676,0.03454057920006486,0.024787414943217515,0.017654859217022593,0.037706107177752225,-0.021337674811908295,0.02198654598187241,-0.04429497703631466
HALLMARK_BILE_ACID_METABOLISM,0.021718949723069814,-0.006205494031300753,0.07509407023899961,0.009181056293526807,0.030434894195147905,0.0530256947675173,-0.08042485521292088,0.04362389775362474,-0.03588208248681711,0.025640036250090904
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.026124657526788015,0.058238476895810416,0.029451682077950906,0.01312386409425543,0.06374847338372013,0.041488111952804704,-0.06820101564089585,0.03776065093544781,-0.053655751323875435,0.09595220289881466
HALLMARK_COAGULATION,-0.039217159324636895,-0.053886095112220714,0.07602638403897606,-0.05100123245451837,0.04436673970433794,-0.060968867504953485,-0.0025121325559885306,-0.052926367609137485,0.012643916563978876,-0.054283354754876695
HALLMARK_COMPLEMENT,0.004645200825899649,0.007505799612838522,0.0683086811266475,0.029791994739028233,0.07432333895490108,0.05349180138280781,0.0026553791391126205,-0.00243115927592857,0.04158032471353209,0.003624933204079317
HALLMARK_DNA_REPAIR,0.08613033175492468,0.0014957216230518891,0.051641725683330086,0.01252117426780395,0.0835076734887216,0.025719589106614756,0.0379071471700893,0.03488357768598169,-0.030510050361963425,0.07281774285273981
HALLMARK_E2F_TARGETS,0.014214993599404382,-0.028018948227891544,0.05681753303383655,0.01873507705818336,0.08601862876754701,-0.0026875873745608628,-0.042178756702155935,0.02607492183005292,-0.04145009340178695,0.056057310967483336
