,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0803141165453602,0.07567466186404118,0.038124479295387974,0.14984003724986236,-0.016368363108250752,-0.06189388015338484,0.008444389342967812,0.024242981212886056,0.05833292345963711,-0.00711629164072022,0.05968483326049269,0.1061949616869761,0.10384363779801925
HALLMARK_ALLOGRAFT_REJECTION,-0.045231588090113066,0.05427566423584781,-0.012836833626325863,0.10033863804872174,0.006145347110032856,-0.08356486823982136,-4.902902567593786e-05,0.014465536988555025,0.01424437532964758,-0.0471186425163553,-0.035667891045996554,0.05257013996865813,-0.06775917815273876
HALLMARK_ANDROGEN_RESPONSE,0.08722872187198966,0.06381051755330577,0.014411000008533141,0.1341299323919321,-0.021110208801860295,0.05107167266633301,0.027211890684993533,0.004112685931053283,0.02526195412774727,-0.002312345860037148,0.06823599586093618,0.07727761627932779,0.13689140757010987
HALLMARK_ANGIOGENESIS,0.03174118579798974,0.013674456009314068,0.05125044455268136,0.0817791951503329,-0.00986261679311703,0.036618960475306876,-0.008095668031001771,0.010843576481774647,0.08178356881161068,0.02536159159815308,0.009132541932965178,-0.07169231266774384,0.10444394355848965
HALLMARK_APICAL_JUNCTION,0.07121036758186206,0.08402051262653437,-0.0075340894479378855,0.1610852046725159,0.019903233207220747,0.03631719394956419,-0.006484815229775507,0.07281541341850076,0.0579219016676482,-0.03745351784431295,0.06835536975579934,0.057641612686919405,0.10560285618793533
HALLMARK_APICAL_SURFACE,-0.006123301052279818,0.07461274707115073,-0.07652720841280966,0.12001600970155331,0.016872458362281476,-0.0009051340059665668,-0.06175221112029469,0.08431973648310828,0.0846420943437263,0.005578016510170087,0.04517251331083321,0.09556483913233417,0.007747068503591195
HALLMARK_APOPTOSIS,-0.020368168441865887,0.028045337629089805,0.008476985019160012,0.0376320690390211,-0.023707004390719263,0.14374773175143857,-0.03662683112575763,0.0504869527395467,-0.05930098793555601,-0.058644205786258785,-0.053633571671812756,0.06614434633406524,-0.013982757817282181
HALLMARK_BILE_ACID_METABOLISM,0.06648177997081772,0.03313157765381089,-0.007617704794228084,0.17335462741736732,0.019558583070417933,-0.09371527893443654,0.04272115885369977,0.023034824689363773,0.02509639764744094,0.0325089847640434,0.06676484774440616,0.11087658851269414,0.1077907453178801
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09525411359878229,0.037562181377893404,-0.014545858736871925,0.1570166328328233,0.009383597963155417,-0.018143524614295175,0.04691734226405988,0.06983393223524081,0.12390039730512407,-0.025517477485796206,0.07598641124076629,0.1567398065504659,0.09682971441192335
HALLMARK_COAGULATION,0.033391093745743686,0.10301903303640836,0.04579161661593339,0.12350132684128005,0.007155927305995949,0.058075464969263385,-0.01046617168109977,0.02895067560775298,-0.004686802750151638,-0.028145640420846132,-0.015981714130957773,0.05255265583517642,0.12789116044422463
HALLMARK_COMPLEMENT,0.015926153879951346,0.0813492952572523,-0.02745000250436093,0.16860291352280413,0.004713330459693483,0.003468673847789749,-0.0016563353148996505,0.05094368251564034,0.004966066036688183,0.010609119004587105,0.058701537012140544,0.1192907431432327,0.07470975070133454
HALLMARK_DNA_REPAIR,0.12049947672775342,0.09494555567526776,-0.0189134610080804,0.13829781767833435,-0.04134866687716421,0.020680910647629537,0.015196743820556064,0.025752153726383887,0.10173042817161142,-0.01998682775787843,0.08326488418512662,0.11400963057205966,0.1669092120210296
HALLMARK_E2F_TARGETS,0.03787622786249334,0.05600887383782383,-0.009619341513560366,0.12712451859263307,0.0375892020678499,-0.059858867431310865,0.009062027933045894,0.0008689134466660897,0.06390844703187565,-0.06314248451669743,0.05789645318174544,0.07926254318182098,0.10095783798016644
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06508938827194641,0.08666227462334516,-0.011686954410349535,0.027896160605206607,-0.03721570509351215,0.09873007119891936,-0.018514726704562574,0.031307897510150166,0.06637563063564789,0.007416463387699791,-0.026829083067547985,0.0023199289639874807,0.15229949921035013
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06618038668244038,0.02959792483991571,0.01125607162731846,0.053928889126688716,0.02695862495099453,0.0693919542785233,0.00969577460030844,-0.1031666709433891,-0.003837718878518345,0.09984308277009343,0.08451710732650226,0.10706225349676642,0.16066947908415757
HALLMARK_ESTROGEN_RESPONSE_LATE,0.02156918890504105,0.10194058065109964,0.00012584196741179614,0.16726040560971617,0.02146559111576303,0.012777409485391907,-0.023057096271910636,-0.01936903350641686,0.10491652655436312,0.020008231070976906,0.06462180070198041,0.12605640245311986,0.041425934703925874
HALLMARK_FATTY_ACID_METABOLISM,0.01616983825141966,0.03428143999709171,0.028351741960335734,-0.026025886032703924,-0.06643047118630492,-0.011435427532473086,0.0059439135417729515,0.03732128367768713,0.020715746445876055,0.011847117315437496,0.025843589971026783,0.08484966171841678,0.08551422959030382
