,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8812bulk,ZH881inf
HALLMARK_ADIPOGENESIS,0.11523543918438738,0.05955938581042321,0.04122430687489308,0.029257911176436155,0.08563084670840497,0.058226525637198455,0.11684214755475272,0.08733585572442785,0.07165465105614993,-0.010115571820946254,0.03531444598157218,0.08002071951105529,0.07817673976771698,0.03841689848265685
HALLMARK_ALLOGRAFT_REJECTION,0.024591079532773584,-0.08119256143255854,-0.008480261354266817,0.05239275780545662,0.03247310988409773,-0.16221887151245992,0.09591712582126824,0.05498976676828051,0.017770460742979995,-0.07761557689262752,-0.06020161656175973,-0.005794932168684121,0.05892489480705665,0.11782695795886909
HALLMARK_ANDROGEN_RESPONSE,0.044360573270906714,-0.0007420391899566113,-0.04243963355736525,-0.030147265179302118,0.11619277484661988,0.03086630823717769,0.10713348052558265,-0.017741108201896987,0.03305410237296591,0.0051649501472669,-0.0920956194594062,-0.00038522815936171744,0.062274261733824755,0.050815735107957616
HALLMARK_ANGIOGENESIS,0.08053033638656026,-0.12082621143053714,0.016014032825495916,-0.05984209131749271,-0.08044483119658691,-0.10524677341606006,0.0643089645421789,-0.14359946219306763,0.008276977027437939,-0.15412120107406363,-0.22499287385546754,-0.09237822454604862,0.06410260193104757,0.03315830666126886
HALLMARK_APICAL_JUNCTION,0.10481523969900046,0.018177058394575858,0.05666435047569657,0.033724734725807934,-8.983085115340249e-05,-0.040141688762280775,0.0854821631544491,-0.11043378715681078,0.06637198637192322,0.008364196738492554,-0.15029989748002234,0.08913505565003572,0.11666339856610694,0.11452740563290155
HALLMARK_APICAL_SURFACE,0.14176317354498505,0.11737195083339538,-0.05787895892154202,0.06785291219542018,0.049930365919045414,0.13575825958172386,-0.024780688113257336,0.056962837806619836,0.01852289690043427,0.019112762967795186,-0.07889668801278481,0.11130116072937526,0.06367396788737029,0.05892536103687428
HALLMARK_APOPTOSIS,0.04407165285360182,-0.0696477898383851,0.0656645267718977,-0.009175767690368824,-0.006854065068968779,-0.014065377824745838,0.03088785675645722,-0.14410655526627866,0.008414342488880618,0.01688694296610302,0.07280783276830008,0.025444597221858697,-0.03991784170116348,0.03049945874651292
HALLMARK_BILE_ACID_METABOLISM,0.17397385282444475,0.09817791383552416,-0.04786929054879063,0.009359219988335325,0.07679524853810539,-0.010905344921002546,0.08163775111223144,-0.007362571386640473,0.07725155504754626,-0.05833685558108273,-0.07667525719655573,0.17689135284133267,0.035954352432590285,0.01964521105528133
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.13464400599888995,0.07382858289720298,0.015348732825955402,-0.04066865643225361,0.01410824161098988,0.001563259014675184,0.09446235033015202,-0.07916629273995708,0.05481404705676983,-0.08795794406997613,-0.18916779934698177,0.11525988133269427,0.04547906609799422,0.025699688685771962
HALLMARK_COAGULATION,0.10382100572386117,-0.05586210603786755,-0.005540016417203901,0.004187840086940053,0.0906436960117026,-0.15596293975866932,0.06128458636790451,-0.060564846408913325,0.059878629122123425,-0.08235055713113903,-0.0946089576383381,0.02608783866004873,0.07313469123817672,0.07123434009361891
HALLMARK_COMPLEMENT,0.10590770176643122,0.007620382912840202,0.010774942418702256,-0.006055474705743842,0.054954594852432426,-0.013867447123053905,0.09578759703165557,-0.025695959603824235,0.04901973053448927,-0.03644038585783002,0.005009938160339349,0.022664000743559985,0.08377582758487473,0.0012564038846253993
HALLMARK_DNA_REPAIR,0.07748843366075,0.07048110480267068,0.039313655851173426,-0.04379873857609322,0.11521512444315847,-0.0019486580107140274,0.14042102111822813,0.07079181511559983,0.11010401625394226,0.033742406115268915,-0.10730472123639806,0.12672167757101446,0.09676724290025,0.06625995954701211
HALLMARK_E2F_TARGETS,0.0821692024034935,0.08671785756755615,0.06622850755717832,-0.002471401112857006,0.061403822653532766,-0.04454055905787219,0.11974453051889251,-0.019681455191291847,0.06753877529954087,0.02297366404301571,-0.1274517870045879,0.04726553275109905,0.04978587092966146,-0.02668319006145439
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.02163147080885171,-0.1375931422087737,0.013489688886030658,-0.07097370968737364,-0.0390591936293849,-0.14093414677850435,0.1008650589327797,-0.11810557331377648,0.1166546421981521,-0.03930384565099362,-0.2146682760298781,0.01879128456651709,0.06429309399403232,0.056788004293452134
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0183032791657607,-0.0004181866801226583,0.0018244435862084585,0.07102973929155158,0.1312959971039482,0.09362497574020578,-0.0011715386374007907,0.007155257705182135,0.04348208579923339,0.015461982636907255,0.19275201639290318,0.06938974480136957,0.0885115049424734,-0.0055537663163845565
HALLMARK_ESTROGEN_RESPONSE_LATE,0.17848846738363874,0.03473167844031927,0.07398240854508448,0.001147341072215388,0.08233029758644522,0.01060366258275015,0.03553550676302513,0.040976814711731264,0.05880658586189109,-0.005899280180830232,-0.1437080139588538,0.09114754216052628,0.0567781429923777,0.04932878946642489
HALLMARK_FATTY_ACID_METABOLISM,0.048352892713901155,-0.054843227146496136,-0.02598054987373296,-0.07076327205497497,0.04733238146692021,0.07190468378208285,0.03577802632364065,-0.09588463111966081,-0.015958075617764182,0.03929177890885088,0.16427298760756592,0.0757719472736831,0.01816074647726912,-0.04312169061697606
HALLMARK_G2M_CHECKPOINT,0.015745184874527803,0.08196268016643961,0.05589472599579316,-0.026805036946314795,0.02762152323519385,-0.0922149151520223,0.10032814185936344,-0.06824088302661514,0.07328336943305759,-0.0116088811786935,-0.2076923981880251,0.10831472528441873,0.04873232322217869,0.08126042487325132
HALLMARK_GLYCOLYSIS,0.059792714982062255,0.021679502887324297,0.04318121848950301,0.017777368670005088,0.023073897520023864,0.09340727850185976,0.08010384638668588,0.10849153543004567,0.030567401582889092,0.038038181948576937,-0.03572134292437376,0.07336642565442184,0.0891361743073844,0.00512123743631137
HALLMARK_HEDGEHOG_SIGNALING,0.07534141584647816,0.10853166793115931,0.011871334291388253,0.0203222541285761,0.10320383290608139,0.16866454710467874,-0.0007109425978451551,0.10957583362888845,-0.005049099471384963,0.08455272194169285,0.17199096430963576,0.09618959431188863,-0.03410058479209849,-0.02735566896334753
HALLMARK_HEME_METABOLISM,0.12645587703210548,0.00962369893290279,0.08249791280874451,-0.01650145347586405,0.1405879610533188,0.05662716240018197,0.11381635881960987,0.04056128121701124,0.113332668543382,-0.0059389409988522155,-0.056981345218660814,0.11772709065056428,0.09748788973917677,0.08515792819291435
HALLMARK_HYPOXIA,-0.135913768361755,-0.0488080325704315,-0.037972305251108465,-0.09754366237900795,-0.018270032200985133,0.0494115910796774,-0.009625951632166375,-0.11083782446875583,0.03798072011803032,0.010444390544335734,-0.14197644914954388,-0.00010874269969136409,0.0480931689686481,0.06832358941981681
HALLMARK_IL2_STAT5_SIGNALING,0.025527877641071398,-0.019628259017921732,0.018667324408536863,-0.06696977186439577,0.09283286370182747,0.03748367493526033,0.10042303061201487,-0.01700266826586432,0.039791015676625775,-0.04882102272732333,-0.027655753637706067,0.04503248925457305,0.06212842256460994,0.028349976493053135
