,UKF260,ZH881T1,ZH881inf,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.18869226625171096,0.003495773525463227,-0.07808448290467038,0.20537164755815238,0.14789313798674877
HALLMARK_ALLOGRAFT_REJECTION,0.0811623450444523,-0.028490685831943037,-0.04016949803149761,0.12141409570345897,0.09563336885144379
HALLMARK_ANDROGEN_RESPONSE,0.07916806121648007,-0.020323595034360247,-0.043259688847764016,0.15812105557193373,0.05218632106264944
HALLMARK_ANGIOGENESIS,-0.13962303695194261,-0.08464180069390607,0.034643269163462276,-0.03604123629390901,-0.06659201852632897
HALLMARK_APICAL_JUNCTION,0.13501390208210368,-0.10311805116377569,-0.12079509676084182,0.18637755056003785,0.16323826666468402
HALLMARK_APICAL_SURFACE,0.13394736204238405,0.04170980655125075,-0.07621707055040391,0.16538372447737812,0.09475706161287241
HALLMARK_APOPTOSIS,-0.1629807047501453,-0.012045066770085032,-0.09899188723232259,0.10389976134857085,0.04142582196001889
HALLMARK_BILE_ACID_METABOLISM,0.16446364158476023,0.0024672580537983655,-0.07379350750951987,0.16609209909122885,0.12785139892723005
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.19451693585214344,0.024311349706103467,-0.15138462726646046,0.20124543957411273,0.13573900901325497
HALLMARK_COAGULATION,0.014497876079702767,0.017541433319643734,-0.2648654860641936,0.18992082020512105,-0.008570479129171032
HALLMARK_COMPLEMENT,0.0648885909418757,0.07565639390009611,-0.08754750050866753,0.20621673484825107,0.19777149969024854
HALLMARK_DNA_REPAIR,0.1515346372884045,-0.05497367029927142,-0.17991386133683956,0.16460766067490265,0.2299976623027794
HALLMARK_E2F_TARGETS,0.19755915648977387,-0.099113669764951,-0.011620877191341455,0.16045391774168058,0.1256210067177884
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.08697468114496276,-0.07441833666008793,-0.22867321611085223,0.11106206147731203,0.14306234955032596
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.13831851126624242,0.0013043066333870462,0.0016215398845412052,0.1362804800520323,0.14629057937428006
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04105740543950536,-0.006458808171066842,-0.09330110879298834,0.21218261831384772,0.05111571308687685
HALLMARK_FATTY_ACID_METABOLISM,-0.045278537592700834,0.016895496127643246,-0.0069830182273083125,0.07668874402853491,0.05378472539227894
HALLMARK_G2M_CHECKPOINT,0.010017830729081852,-0.10159071261341747,0.0051362776905700385,0.14954444574928227,0.14933095992145912
HALLMARK_GLYCOLYSIS,-0.059844319358675076,-0.08636139271184096,-0.09918452276496513,0.20040651411114868,0.13331597073859047
HALLMARK_HEDGEHOG_SIGNALING,0.17387835420981174,-0.03425590803931332,0.025986658685296548,0.17666516309610902,0.2222998906204822
HALLMARK_HEME_METABOLISM,0.12396566220267312,0.008371419628215086,-0.14817625965144687,0.19093474571049848,0.1060345664957139
HALLMARK_HYPOXIA,-0.1579383313421245,-0.012772169889436814,-0.1484935183746419,-0.03559605287333667,0.10502445086306433
HALLMARK_IL2_STAT5_SIGNALING,0.12255000204026714,-0.04064754966166451,-0.16174848449708235,0.14018759098657474,0.07897916580102779
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.07829078946712405,-0.13797797829761202,0.04291151494286786,0.17661490283023928,-0.05102923007166852
HALLMARK_INFLAMMATORY_RESPONSE,-0.09226017003439632,-0.008126446741772571,0.09217522187377471,0.13170990755195586,0.12563895286759602
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.16048526742022617,0.013068666644871062,-0.12436299746828047,0.17223231258643712,-0.0955213616408249
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.12858137110443982,-0.038765867064292706,-0.12059632684387267,0.1515245347256614,0.18861016184166313
HALLMARK_KRAS_SIGNALING_DN,0.1612056870601731,0.03337016720610536,-0.10761595903224554,0.13331597261910452,0.20872636994165386
HALLMARK_KRAS_SIGNALING_UP,0.0941143964902787,-0.07959475712767156,-0.03627493607040473,0.17528392383107824,0.21395985977008175
HALLMARK_MITOTIC_SPINDLE,0.16101161117265322,-0.03514128966623633,-0.1554852146404674,0.18466885470715427,0.09266738693316319
HALLMARK_MTORC1_SIGNALING,-0.16653666102647172,-0.055890967926601066,-0.045989823033632644,0.07474636832615558,0.13263790728533886
HALLMARK_MYC_TARGETS_V1,0.1320474334162876,-0.07810095738587701,-0.24420885113720325,0.16078943452627323,0.2089380887418611
HALLMARK_MYC_TARGETS_V2,0.05636125263815385,-0.06285193991080892,0.0027013607504194227,0.09130015486221113,0.051238097203147134
HALLMARK_MYOGENESIS,0.10618277595320046,-0.027118471811043855,-0.10584294216093593,0.14522102493730224,0.20158196281585755
HALLMARK_NOTCH_SIGNALING,0.13473810693891966,-0.08375703424157867,-0.1222023668314645,0.15948029178835094,0.18173309865917572
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.19424356460877362,0.0034438165983023514,-0.22226054226631034,0.1583094601653374,0.28452170041584857
HALLMARK_P53_PATHWAY,0.0950178746849081,-0.015005205725841594,-0.14343885972518983,0.15301054223179705,0.14502538901501205
HALLMARK_PANCREAS_BETA_CELLS,0.11138832686573104,-0.010006920256202501,-0.03393734959881551,0.17563756460512522,0.27225735092541464
HALLMARK_PEROXISOME,0.15703711809291981,0.0060682492479997244,-0.007266178234867126,0.15858771089849255,0.03677456543324595
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.1427349142481267,-0.024751363872086513,-0.0390605071104939,0.19308716040468893,0.176592208851408
HALLMARK_PROTEIN_SECRETION,0.10260032315530242,-0.04380533829911253,-0.11517978711351193,0.19875346439627253,0.22120580918637858
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.056235083055405,0.09104266142869194,-0.19509036517870415,0.17121786595999158,-0.022186537199868083
HALLMARK_SPERMATOGENESIS,0.12863894228139897,-0.017547144660908363,-0.01688808168118577,0.16621037782551912,0.16473734666837966
HALLMARK_TGF_BETA_SIGNALING,0.05606105459444209,-0.041254071987068805,-0.05742786913072943,0.1950069568188121,0.0609790543237196
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.17670030426614075,-0.041931943739111736,-0.07599731152016552,0.05705252637478026,-0.12398375280245467
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.037203801811693166,-0.08001570165450828,-0.07476855203344716,0.15328460681659212,0.20566763837811927
HALLMARK_UV_RESPONSE_DN,0.09571989272565337,0.0030068539457754327,-0.014982435190125007,0.1275554867318499,0.19853219112505677
HALLMARK_UV_RESPONSE_UP,0.053705955435417535,0.028594394370293534,-0.036150022025423,0.15843297086925207,0.19527976612414283
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.11917457960337914,-0.12081956868889235,-0.006276490512491241,0.0824594433160634,-0.2186293528944032
HALLMARK_XENOBIOTIC_METABOLISM,0.14520424780370106,0.03819340940380033,-0.17687080480290338,0.15622965524524146,0.12080819963695999
