,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.01664730888984854,0.04423946331255534,0.06182075138495299,0.10029200831270216,0.11033094787726594,-0.10262158845976395,0.07795681360199944,-0.017855956608212712,0.05461029689003227,0.06570442787508851,0.04112974305607799,0.0449250606764421,-0.04064863365207781,0.11156393463230636,0.0515575911923977
HALLMARK_ALLOGRAFT_REJECTION,0.04774823324780566,-0.005843075708566471,0.04855666094501726,0.05653523204189301,-0.10292267392085525,-0.21440237800827122,0.05586376964382992,-0.011560138418677021,0.01014330479815802,-0.06376841451825763,-0.0019265397694486713,-0.043588779917177245,0.07893528919668578,0.05841096008822192,-0.035781968458872646
HALLMARK_ANDROGEN_RESPONSE,-0.02128331752667857,0.06943297046705535,0.033403460218741056,0.1707330868259993,0.04189322028510873,-0.19664752821245657,0.05245119680360379,-0.062406733053964915,0.09230977514056397,-0.06383494077834452,0.02689769946913206,-0.01085326216380025,0.05781347234486044,0.12107455214327606,0.04231614933645104
HALLMARK_ANGIOGENESIS,-0.12436928225960282,0.03380419481237316,-0.04945876431887665,-0.23837996458689076,-0.05145143350839616,-0.27217884908683265,-0.13049540075967853,-0.0470440187118874,-0.005425923757981388,-0.19893356070661913,-0.006031378211436508,-0.025456280325041533,-0.010755417545675246,0.04618369332501646,-0.016988282905381652
HALLMARK_APICAL_JUNCTION,-0.020185063934253185,0.032345051874345485,0.030592982345038332,-0.010736391387673301,0.027130370732859795,-0.18610852977542913,0.017406436314048777,0.001989412386227197,0.0759304069173994,-0.12230453885592468,0.051408257501915376,-0.02437533906274938,0.04710806438202001,0.09524316298686582,0.08263576304439353
HALLMARK_APICAL_SURFACE,0.12637235658705548,0.04404766507848389,0.06418283015210716,0.02481803568074226,0.19049983910785376,0.18872264090749655,0.046686942624868874,0.013591364309211769,0.034172767240783615,-0.08110781179733846,0.041901697753630826,-0.031411600690099635,0.04917848036434851,0.1626844548032699,0.10948547801692102
HALLMARK_APOPTOSIS,-0.02852612186019039,0.014062894389212268,0.00564617114964536,0.029029433999935777,0.010323127185568668,-0.005306234038162268,-0.10628576368964386,-0.052239661711844014,0.085178640556498,0.10946221301406336,-0.029560903907458573,0.036202815444641955,-0.07160641852493745,0.025728600951259603,0.10828101210733705
HALLMARK_BILE_ACID_METABOLISM,-0.057499801236959636,-0.004365875686848921,0.02709059278555137,-0.056461407096344486,0.002300820211486308,-0.2759613917850702,-0.023369232383605065,-0.023409498476526486,0.06972147888798709,-0.03946716977128125,0.029068889490928354,0.02484540071950508,-0.018402876695559862,-0.02748409882097915,-0.0028906891767633337
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.080743082856594,-0.0057509586794664965,0.013994597383205834,-0.027401603481135982,-0.012702970000113719,-0.1411374171324299,-0.10097862426144161,-0.05330804956562669,0.049981809024449146,-0.16562818626019493,0.07081239499351559,0.033608049646033616,-0.003225738423891475,0.05022573332889938,0.10690836440327683
HALLMARK_COAGULATION,-0.08852673520071003,0.02661217156811537,0.02582167132058054,0.1183859115728574,-0.15389756278413985,-0.25964489278764935,0.006067282896763289,-0.07874850330346075,0.05745027365743312,-0.07363828144795156,0.005842835654949687,0.01574799013669949,-0.0012613701926513174,0.07299538279479915,0.022216965520178267
HALLMARK_COMPLEMENT,0.09089389355650632,0.0715937693110743,-0.0007222841734088392,0.2062711213571436,0.022154137118643308,-0.14419158268699794,-0.08701313260255536,-0.06552823904584634,0.0423110720803388,0.0002046328273101424,0.06415774188191702,0.030240559739898552,0.05247375809988638,0.08436655392764354,0.11883507688330698
HALLMARK_DNA_REPAIR,0.026690372942537993,0.06483398347149988,0.04392244413297152,0.13672702846828885,0.08818870103684714,-0.15754589313807363,0.03585564877184308,-0.02786726334045639,0.14952393438765194,-0.09034513284432401,0.0787390231673622,0.032390441530956514,0.0019556081310708267,0.04219591656481662,0.13687340373801074
HALLMARK_E2F_TARGETS,0.06277772184422854,0.04001638867815932,0.08038191871987817,0.07846406444203237,-0.05852492725127534,-0.21406366513024802,0.029010184169873655,-0.002432359526895862,0.1183962983936147,-0.11159812269391686,0.0064269891214932704,0.04685990788433277,0.015080343978039128,0.05096019534245047,0.012005065580787575
