,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.09728062911811179,0.08624185449403611,0.08824723280722585,0.08072794143570308,-0.018126053749998018,0.06615093838718662,0.10078500926154804,-0.02413770077517989,0.037528256814482075,0.05191736159325821,0.10982768036661224,0.14495929424991083,0.18178598634582097,0.22512052813174077,0.14803057594443278,0.09344657575110911,-0.0054483141905835065,0.0629697829983043
HALLMARK_ALLOGRAFT_REJECTION,-0.009924680922520804,0.04074549876408752,0.003024388331172947,-0.033000942325122885,0.014466782681839053,0.024660365103351106,0.04140302384567291,-0.03726209048048339,0.001314663375089474,0.05712924876881892,-0.02248131263279877,0.1041236082810072,0.09203530375447716,0.03459423009840528,0.025867543879484412,0.05920596611121185,0.05849195398601615,-0.02098005581791707
HALLMARK_ANDROGEN_RESPONSE,0.05773748118536692,0.0556405812769404,0.04370441080302524,-0.031692982533464684,0.05563869114283709,0.0677063760531269,0.08732244044842924,-0.022517001516782136,0.01683312790722058,0.0651345466243833,0.10374910602834955,0.06557675989927828,0.14916456603790879,0.19771165531417353,0.08220469406268104,0.11609998439995353,-0.06855864627758426,0.004073384420511857
HALLMARK_ANGIOGENESIS,-0.001252183032727461,-0.008660073384604816,0.0343090334394811,0.12177716007597446,0.029457228884473118,-0.16078134425723106,0.07701623303529251,-0.033000070288240396,-0.013979419022381666,0.009292873038600187,0.07107957439820704,-0.03279330593150652,-0.07182695368396312,-0.1001304616616956,0.08919859232739002,0.0036405428939881813,0.060861619640314175,-0.02989512910276859
HALLMARK_APICAL_JUNCTION,0.0971929399469441,-0.001574116524136576,0.043875346310232384,0.07778633426817953,-0.021618018100703806,0.01116422546958926,0.10136772288830097,-0.041303625672373424,-0.04170135459071193,0.01905270605991607,0.110464131517381,0.13668371464679016,0.17024520928700634,0.2579510960003004,0.14757304208719255,0.11492768474209299,-0.0732684147785381,0.024304350495179785
HALLMARK_APICAL_SURFACE,0.08460795214084312,0.045783164254788955,0.06000509164122993,0.1417397583456048,-0.07092719742580146,0.00996574482096127,0.04782581814649881,0.01902156149499641,0.020864010492937134,0.05313348357217915,0.04977858566817181,0.10400246496828637,0.17961627837534064,0.21171693689284865,0.10118468318189944,0.04207000556339828,-0.036837006660296434,-0.011237434670595892
HALLMARK_APOPTOSIS,0.00947565615463186,0.0009536629885030812,0.029891745962207318,-0.0038380275593821477,0.011646703446053964,0.046853368383573825,-0.007229380704666186,0.008387704723209256,-0.04438400210481524,-0.00520954552968447,-0.0028157517260696467,0.11362206397542553,-0.08121421662090068,-0.032216462820969106,0.04942439058151837,-0.026340508552095788,0.022291612586861933,-0.05760446932446506
HALLMARK_BILE_ACID_METABOLISM,0.07535655027610477,0.054143194266771666,0.047257509226286264,-0.022562191547039673,-0.03997188180022891,-0.014678614301401405,0.0444391594818338,-0.03972578496371938,-0.05065365838510687,0.03983995789123065,0.04721931665199033,0.17938533807012969,0.14179873961556025,0.24870342523486758,0.0627933992475176,0.06302149341621355,-0.05664203745683013,0.05146728620964232
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05724962062290581,0.04474726996802078,0.07247957515504795,0.07972651098738215,-0.015926132332427904,0.007954680072292691,0.03783727234264508,-0.004008478762624959,0.004914473385401482,0.06982445772863066,0.0587109905118539,0.13328017150891577,0.18047692400091042,0.1976776237321891,0.0875542488633994,0.05786914209396417,0.003638164405871058,0.07094451430613333
HALLMARK_COAGULATION,-0.04745628994539688,0.04165201197058759,0.014507873513003202,0.05924193036498323,-0.03913098156920776,0.07494860635445368,0.03859116840506622,-0.022647934434487968,-0.023895296480405243,0.06120318859832089,0.018943364926949844,0.09658402806449067,0.10456819554080057,0.16161385670958292,0.09817536385952325,-0.02783328367902993,0.07655592614021414,-0.040048410092900076
