,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08745605989101234,0.04623407598254333,0.02081412428545824,0.04963396032880308,-0.05763637290030637,-0.0035296198184977473,0.10445523343454663,-0.027883190234126942,0.11586945704069433,0.019172099339475626,0.04313809092515024,0.2247416865450631,0.3338837947102874,0.033068874157454874,0.014316868789885738,-0.004084470647158421,0.19697352980953403
HALLMARK_ALLOGRAFT_REJECTION,0.009323641574817357,-0.009758956129016045,-0.02830140375778692,0.027817184160372477,-0.020436187697895385,-0.08203661846733376,-0.154433638265792,-0.01566501354049521,0.1324183178434015,-0.08732711387719023,0.04568038725979549,0.11579095314284221,0.2648221545809423,0.1218646610250686,-0.04216656662659691,-0.04347672050510355,0.0469196004770126
HALLMARK_ANDROGEN_RESPONSE,0.1329088725668943,0.07509264154233435,0.037677794450145866,0.03363530499712468,0.04521400249857418,0.029542323739242746,-0.05458029023779192,0.010677660853045076,0.005873287051111119,-0.0022099556743822362,0.054174283376066966,0.18424572310073795,0.34410164803509835,0.11547952507088224,0.029157068292112533,0.04649731224431932,0.18806309317908054
HALLMARK_ANGIOGENESIS,-0.046287607356238436,-0.09332043934902585,0.035685700997790636,0.0038628264052905483,0.08276819186438714,-0.0997425945849689,-0.11642932638600348,0.21261021071412864,0.1688980505245457,0.0761457364159317,-0.011271464661083577,-0.013028848507323889,-0.10582042498237591,0.04816757493693121,0.05214461626940603,-0.020804489621000375,0.07459519109597462
HALLMARK_APICAL_JUNCTION,0.07462850937685313,-0.034205015818950024,0.0371175957159207,0.042119431727543115,0.08337174601719137,0.02655208234946158,0.03622232491691776,0.028103345494463545,0.08557437762916661,0.055104328651629925,0.05033364065117419,0.2788168305957376,0.31717514065565344,0.20183456750162745,0.023837956706672894,0.0018789395230866745,0.1958706945333525
HALLMARK_APICAL_SURFACE,0.071037598305627,-0.014590630080973213,0.05858342942702546,-0.007961637172882651,-0.05210577110424515,0.10669864889642806,0.1263495864793484,0.13874802305728823,0.07462291177160407,0.0035297784648250785,0.09225757147467416,0.2217493624161263,0.3084476706168141,0.04387928543487951,-0.0020977072337408937,-0.022083749722250395,0.1902116261845107
HALLMARK_APOPTOSIS,0.018493824060015738,0.03710422018899236,-0.05774417390473867,-0.02031991731316413,0.13310603160188025,0.005706923195011071,0.01726151589165649,-0.019392567805373104,0.0505729108140271,-0.013775977275216716,0.0031374866402738835,-0.026304147120757092,-0.020062526719774473,-0.001905841383586849,0.03101537048364894,-0.05949082763630121,0.05477137493571617
HALLMARK_BILE_ACID_METABOLISM,0.04731877534721779,-0.04961218835630466,0.03664701675978114,-0.006118867900623965,0.01561542900496157,-0.05670878844892766,-0.026293976250667307,-0.03729726399346695,0.08869446488548328,0.015540859515116539,0.09279524987658119,0.17302928004937934,0.26515804527523734,0.0027812254096203433,-0.022127575993401236,-0.011261790472904787,0.1459209069170795
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10190321798429143,-0.021923083709960788,0.014219211611495657,0.0034272103685785834,0.08973676166909315,-0.027885865321579602,-0.08328537375223818,0.10348872280156217,0.17145159066225524,0.12921710387509014,0.06720436886492435,0.24016603644718457,0.3413731946826725,0.06071095686897316,-0.025848550048151453,0.08383310532744503,0.07392148950161534
HALLMARK_COAGULATION,0.06773077102718593,0.054557598677513475,-0.0044122215000491245,0.019913949985645395,-0.0014061225268917027,-0.06188947558026464,-0.13065183982760162,-0.06812916162328678,-0.0001909812701933804,-0.08325622680821768,0.02612144624426374,0.19924068039588505,0.24938008751611285,-0.04954710776623159,0.013574348284110405,-0.07234561074885137,0.09955489568231311
