,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.06539622530266348,0.09864868237085947,0.03935852385280432,0.002344853948160187,0.023997971994720653,0.09501113552287459,0.07987266533173583,-0.08650199384318488,0.04912691373800899,0.09589831019985554,0.06350138447297543,0.06442428535714194,-0.003237692626839874,0.1509479350550148,0.1800777580255638,0.07644490074597375,0.12359855505965311,0.10414582790693522,-0.03990181601039602,-0.031188795368574322,0.007105585476320077,0.10508690946592796
HALLMARK_ALLOGRAFT_REJECTION,0.08410145795925161,0.0009028083147778376,0.0027825566058934186,0.11301074625183101,0.01661054123386412,0.09078095556629716,0.2505663098889512,-0.20938888767259498,0.04181688470605099,-0.03966845319420455,-0.11236876677770255,-0.04457716700151216,0.01652189394432412,0.07913808456296496,0.10504789332477506,0.06297816900028247,0.1278342156826559,-0.031736428863282894,0.027845000711722617,0.014960323850269498,0.028145702864343366,0.013379362199086631
HALLMARK_ANDROGEN_RESPONSE,-0.06746934866077635,0.05484622237688447,0.03283076952107186,0.06233664863184599,0.09338433502684143,0.1574346350848113,0.21764325887542252,-0.1940909187747157,0.009311804382122943,0.03924702403281184,0.04248365381419555,-0.07037754917917222,-0.014125712095256614,0.05329270782058951,0.056662144399247036,0.11744971528640376,0.19477869289930566,0.08989453665088457,0.01331159938027066,0.034777462826219775,0.013320803392887853,0.10825242817824512
HALLMARK_ANGIOGENESIS,-0.1911133850829761,-0.0727151040354925,0.021255472483714156,0.08211544223877207,-0.015458017905412381,-0.13092175815153242,0.2640462758671855,-0.32953661392238603,-0.11104263123033054,-0.013249606798068376,-0.11510802706154877,-0.07538494241414986,0.061816560069011726,-0.04389316370884407,-0.0949307265673261,0.16283610117964745,0.05917905984161919,0.04192004103961792,0.07044594249365374,-0.02825354741964808,-0.004132275948439803,-0.09493400411868747
HALLMARK_APICAL_JUNCTION,0.01358875654703264,0.12204484915515597,0.06631246288519917,0.036696633066588984,0.008255561411641606,0.0421696434357672,0.26398705389433624,-0.20829807400966588,-0.019425648019222398,0.0329487529097844,0.08909973057395723,-0.037288511885459084,-0.06810922710840261,0.13779920032428974,0.20353049280172805,0.08998224190367818,0.14069327530003223,0.11953564288577379,0.006579022289749228,0.04544793422109311,-0.005098656427817977,0.17696102863827662
HALLMARK_APICAL_SURFACE,0.08861597100482899,0.08501980101103536,-0.028701855744976384,0.01830685287895711,0.019867231222616487,0.02787371545907913,-0.12104202358027233,0.24033431509979578,-0.03479877504617452,0.09177298854928788,0.08344962764985212,0.010370024718091543,0.11074376958511258,0.10321654035336086,0.20613084272049015,0.13305994057544446,0.09669906468636447,0.0691431276489999,0.019015029663126713,0.04666310324986157,0.07561979649185166,0.09229086032460665
HALLMARK_APOPTOSIS,0.03980619343190899,0.05702965782269343,0.036149097156606545,-0.06184227522178879,0.01979034009032605,0.014208060304659629,0.000536809247459445,0.01827629020142958,-0.1732355733856708,0.018180079635573075,0.02567000800970462,0.05562388062711757,0.01717963687440716,-0.028905041001524533,0.05023294972947301,-0.022129153303726744,0.03719809835001354,0.035785032240455594,-0.05589195826996735,-0.041395345265783874,0.037420916388810704,0.03889127113898251
HALLMARK_BILE_ACID_METABOLISM,-0.03748816874874217,0.025979324667136303,0.01927149046345438,0.01624866023009085,-0.016815620738581016,-0.04942109810635314,0.18671082046800744,-0.3283387181114349,-0.03354193985196003,0.03419817769585796,0.010969849276445068,0.005162711105979432,0.08728119118079064,0.06311529715353391,0.1485126283114039,0.12576420344681108,0.09865860023462752,0.013034743346296923,-0.0032112003485054315,0.0067046650998883964,0.021343004277906814,-0.07476712854169344
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06247916275518726,0.0980977460421745,-0.012086862616130376,0.027245892671746732,0.006809777897203811,0.004632612819229064,0.24839438451211987,-0.1718918263299724,-0.09512055795345854,0.0475330547290208,-0.0675536178762059,-0.07272766933332941,0.03183260114739161,0.08178977078357391,0.19179551438588402,0.1435719032870788,0.14086377700868222,0.15077702167225907,-0.01606875703726367,-0.01453597342111101,0.03412747656586305,0.060844956024113515
HALLMARK_COAGULATION,-0.022687432232197956,0.1204760252376512,-0.015145925556476772,-0.026880572381136298,0.02292099301598991,0.08843034335869455,0.2500684589178475,-0.3106282245050902,0.050055064917829004,0.023712934132773922,-0.06436096788692157,-0.05984216474001158,-0.07971072668051882,0.11545909797514205,0.1552899264765883,0.07164984137315375,0.1246935411354917,0.06330535662940413,-0.06277688960757292,-0.03661755823945229,0.034595090373303425,-0.09338115373909917
HALLMARK_COMPLEMENT,0.07446407014671759,0.05691689384375988,0.007513628842174476,0.03438237592351453,0.004345148874422179,0.14492113015041633,0.10756737647061833,-0.16102415756718047,-0.07288256532492898,0.059652690673035476,-0.0689981389239214,0.025938063057511868,0.05961171490848216,0.0896060579897373,0.1514146384383869,0.1755258530316087,0.10905992393337431,0.09491621260717212,0.0052765890573201,0.03511815848519518,0.026672552150503993,0.16696830994457731
HALLMARK_DNA_REPAIR,0.02929651316015013,0.11981639900594215,0.032286799946384954,0.03833246267125443,0.10626564299312356,0.08643643432247552,0.2596083969754032,-0.13134568335381513,-0.01145447769049029,0.06821840118184293,0.09606935961984953,-0.021082260563960335,0.004799653730111625,0.11931349956933344,0.24721897296872072,0.10938020561539982,0.1710831100493419,0.11410206135981066,0.008235654936371775,0.044303435960202774,-0.019513238183544775,0.19227512875941982
HALLMARK_E2F_TARGETS,0.07756458747626555,0.12239105942567614,0.031047351565557185,0.05985583383412343,0.032170865967519585,0.022696295778755197,0.29365506359650595,-0.2335780214736174,-0.006055898926375823,0.059932927724308596,0.06288048235971731,-0.054946256370578615,-0.010887962066590153,0.09883413634906496,0.2107188874831644,0.16647760004731327,0.23382051378972024,0.11927642690604136,0.04378262572740449,-0.002144299020560389,0.016262541569341385,0.09079629164254052
