,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.02194560367970815,0.00479442104244924,0.012371798109981257,0.06253023176023166,0.0446503324718881,-0.04719058901059785,0.049029145368139786,0.08708363605314126,0.008658240384991852,0.034482924841621805,0.06791668895120606,0.09076184063671472,0.011790194889663092,0.027736999608742208,0.043099982014190595,0.04300238704958479
HALLMARK_ALLOGRAFT_REJECTION,-0.03085821576462587,0.03596823685506004,-0.008516766801632297,0.006029518751842905,0.007871459027276415,-0.016742108018617037,-0.0076919340833843195,0.11923719810172469,0.01728695637745701,-0.0544994723356705,0.0885824858566897,0.005718278306745269,-0.05583665269278767,-0.06000623300373961,0.030711350789802326,0.0015226387335870145
HALLMARK_ANDROGEN_RESPONSE,-0.02685229396412702,0.024162119918386,0.03072094629159814,0.014896804035264954,0.03866011404358103,-0.012318007690298768,0.06606653282640841,0.09007557394788153,0.007355231020994656,0.0006222218625616826,0.04136441941436848,0.08464586527783566,0.01538459458678596,-0.02137812719899019,0.07666722202908596,0.12868004100428526
HALLMARK_ANGIOGENESIS,-0.16935536654194241,0.023416486907247527,-0.06260784226562484,0.011482818526451026,0.026806424882340207,0.014456423485603494,-0.024581118090758487,0.08593311450834279,0.03509351080275936,-0.018439556135294903,0.014802156685361174,-0.06347716239995536,0.055834052074677995,-0.030762015519689,-0.0028584916548298474,-0.01890828160781755
HALLMARK_APICAL_JUNCTION,-0.024847580820781468,0.012341406361975364,-0.0027934701217747345,0.1138411868241857,-0.029148703444087338,0.025401324851643765,0.04344172783205227,0.10447400618190271,0.020747778400878117,0.009507028174448972,0.0725816869144305,0.10948488575909712,0.004997729055572012,0.09066026305591705,0.06467420199805918,0.06040403750112262
HALLMARK_APICAL_SURFACE,0.053995572313737396,0.008306000761504345,0.02653698343554091,0.06836165398853447,0.0010499653301347734,0.029498105595290418,0.03503613786908558,-0.012748428196778286,0.05654341127894041,0.011927675908027085,0.06888098238951137,0.0520503844663357,0.044901018354927026,0.08616640737430205,0.10123231631642349,0.020987726496543263
HALLMARK_APOPTOSIS,-0.039652077932305914,-0.03543203776412217,-0.03300657218489063,0.040208187912585534,0.011102811788724224,0.019359187681255923,-0.017107768818800585,0.0788887984353816,0.06018587337229495,-0.06226138701640102,-0.09199760140694237,-0.015237392139074536,0.017983613300320604,-0.06154079467886873,0.07009605972595684,-0.000723522295454341
HALLMARK_BILE_ACID_METABOLISM,-0.029467141304429935,-0.011357967037515383,0.04671790289637209,0.029327499197439377,0.009683435934421666,0.0070302028936324035,0.02453221167746829,0.10022196146451265,0.025380843744496905,0.0016084124516124864,0.08306123064755595,0.08265589204830509,0.036956936125547464,0.024410804833547305,-0.027720122656385265,-0.019274991470295873
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.053349094389345715,-0.02768094670541464,0.005796131795901083,0.06633894931807635,0.038121611775422254,0.03786233952080565,0.012148066794236537,0.08082843717200491,-0.022827538244581818,0.03181193180623994,0.04304109303164264,0.07573906949364025,0.07665879107852869,0.04400073603694169,0.04718335129636762,0.025932249989284933
HALLMARK_COAGULATION,-0.07048332210689673,0.007894188686002897,-0.04894204732035866,0.08509268384681701,0.012021529791995255,0.05128421575644932,-0.04464840983949837,0.12052594643316257,0.009324035185579614,-0.03878144739958024,0.02067194805861595,0.05799959554040443,0.046371506356933906,-0.09338961766863611,0.024698714293960894,0.018168246764162926
