,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.014191356678150559,-0.00688202237175468,0.013223975061915246,0.07090303397042115,0.03977353605561612,0.05237942598914515,0.03764587144750717,0.07827916442718318,0.0740977752610244,-0.014208461054615566,-0.014236779568016203,0.07205331193834355,0.0905655838792636,-0.0025969835559318108,0.03211612590008126,0.08057802120026436,0.10705880814229131
HALLMARK_ALLOGRAFT_REJECTION,-0.04606001945309174,-0.009539433522248049,0.05737603884482304,-0.003774739653101792,0.01519488071680018,-0.01001055036064462,-0.08049613999130532,0.10698468732437526,0.0573653840888131,-0.0022306143827564863,0.046102796193565526,0.10511687184056677,0.03625448716496976,0.07231038302814959,0.04856369923693961,-0.017846245994470357,0.024011125528239967
HALLMARK_ANDROGEN_RESPONSE,0.06248952689952214,0.010605700435247948,0.010320772547535308,0.09484844098664781,0.058254722000341916,-0.05391192240718738,-0.03958548159242526,0.0963036231487002,0.08448908550400057,0.013631865879674637,0.07340011615524082,0.07358720677741896,0.07162292363975574,0.07914243564629574,0.04172990801156069,0.09221880409258429,0.17256985106867312
HALLMARK_ANGIOGENESIS,-0.023407308838812098,0.06783645954994003,-0.049328795832873626,0.0031170771701176363,-0.0022810585814262174,-0.010920733280298576,-0.059442881334185946,0.11195384562224295,0.00946445259441778,-0.020013515025601263,0.07804093818021894,0.025495658651549406,-0.06973864868767805,0.0985376560643329,-0.07126466090634405,-0.042125424403415,0.14928324749793392
HALLMARK_APICAL_JUNCTION,0.05204083584361673,-0.02441111176976199,0.05472110442299826,0.08872890935572653,0.05163909898646142,0.018070095783000166,-0.028302834050764874,0.10797232629891378,0.06902684169182688,-0.02218920350057126,0.05746479070616535,0.12665232895845036,0.0383873196359212,-0.010483656935762925,0.03690323297727095,0.06853766975932192,0.1493847439731209
HALLMARK_APICAL_SURFACE,-0.07314782982177859,-0.048544014451812556,0.025317897020641418,0.06742371971137837,0.041577807816511166,0.06945475276705053,0.03217909215850544,-0.05086670826097813,0.05857646260259958,0.0009414056781989884,-0.05353481315383863,0.07088010789300171,0.09514766546475542,0.00947825803785749,0.020438126892653053,0.07864725534925084,0.14536158839391441
HALLMARK_APOPTOSIS,0.11784375605696017,0.02273294681310603,0.024275319090167436,-0.03578323678836831,0.045588400974299365,-0.031489802381345945,-0.0473512829125581,-0.016390499479442714,0.03881532054084047,0.01623533720078323,0.024390075388995517,0.03367230622793794,-0.04985951290653552,-0.0069514876734298806,0.018906881548771688,0.006668402137782992,-0.03166721362028512
HALLMARK_BILE_ACID_METABOLISM,0.010204416659436992,-0.025663684112286124,0.04136229413062162,0.0955801455698459,0.003644738118245416,0.07335428749422626,0.003345521203750978,0.09883627486158088,0.05505122565534193,-0.0019256351238219121,0.12223750902393546,0.05720254677111216,0.09694656293071889,0.016036967417544755,0.010923758633301086,0.08327226129955649,0.05527359576431053
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.016468443336554676,-0.016760368294474845,0.018406391970785623,0.0600276991305375,0.012201612865235049,0.034564246489125955,-0.01961698695160571,0.06405010099128203,-0.025392933704948974,-0.04497524604885641,0.11324097078423967,0.04466596526627421,0.07383333442232658,0.019354289334089173,0.056482343905093296,0.08519549723114024,0.12799385079243472
HALLMARK_COAGULATION,0.12176233355139149,0.007860572106321762,0.06756826812160713,0.027234645734775065,0.026445496492517366,-0.01714915314687503,-0.04972818708111876,0.08580097937360848,0.08103039920716976,-0.01378138860665339,0.10806310911822357,0.12201557513015789,-0.010473394406466508,0.012084487402540886,-0.004865012776505679,0.026459818421226515,0.11439007107630307
HALLMARK_COMPLEMENT,0.007221851072285332,0.05864581437510002,-0.003147609115416218,0.07702644756636846,0.025140114378931183,-0.032231213280878655,-0.0018896135191994851,0.09659817707100359,0.05362054081980707,-0.01564967516688683,0.05776283849068703,0.09989937189497036,0.04867727577650638,0.03716089266452335,0.0698838102687572,0.0682050753753847,0.07808369242260656
HALLMARK_DNA_REPAIR,-0.011357321249766556,-0.0217871885952374,0.07362651673627241,0.12652900045247292,0.059782812519962064,-0.008179117219100284,-0.03225451842271592,0.1084168048515151,0.07149755485661534,-0.021371839655875084,0.06023089585954018,0.09228238700042618,0.0905100716956624,0.02817797975882605,0.037922145653308204,0.08479262907798724,0.1443063693857303
HALLMARK_E2F_TARGETS,0.021363459248269597,-0.0284708835690834,0.0861407424296262,0.07107712013557646,0.020087568742485226,-0.02549572526335262,-0.018442369619792797,0.11977383618320325,-0.005112764258242062,-0.009268786543049762,-0.06589392795611426,0.08004854990237555,0.08070130990598527,0.12112128137687247,0.00736382275121567,0.0924374491200648,0.12196422595201167
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.12516851233481058,0.04721576878428181,0.050051317033009565,-0.04168155205648695,0.05969043229208817,-0.01222233017473471,-0.04967242706441154,0.09346921694325444,-0.010477685093906269,-0.04150735009793264,0.07144291053859848,0.11910259762839555,0.008675470961396817,0.0341615211148292,-0.05905233398810309,0.006929855733132166,0.14403988420487226
