,UKF313,ZH1007inf,ZH1007nec,ZH916T1
HALLMARK_ADIPOGENESIS,0.038038730779140544,0.1343813039912621,-0.0053744964389981,0.06664047908283441
HALLMARK_ALLOGRAFT_REJECTION,0.03810449898551372,0.15652968503813,0.04371029403471093,0.1557119860852887
HALLMARK_ANDROGEN_RESPONSE,0.08008176407450013,0.12181229777207551,0.08455964383699308,0.18753596189407823
HALLMARK_ANGIOGENESIS,-0.03263041823622323,0.1762734085792397,-0.10856848469509642,0.15853335230328883
HALLMARK_APICAL_JUNCTION,0.08527825595768038,0.13163526222860616,0.05648989584354136,0.2000803373299453
HALLMARK_APICAL_SURFACE,0.05946420915318912,0.048511643292028644,0.04987688157982703,0.20655563984256056
HALLMARK_APOPTOSIS,0.016198012548232252,-0.00964253210645756,-0.05715201634449256,-0.040096540319653984
HALLMARK_BILE_ACID_METABOLISM,0.03513100196691023,0.02985310657222129,0.015524272252281921,-0.04767637192942938
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07219085324157153,0.13237208546873902,-0.0047579284165719556,-0.09325638393107995
HALLMARK_COAGULATION,-0.00996127568627511,0.06491847902234614,0.05949735375041851,0.20475792700360923
HALLMARK_COMPLEMENT,0.04259927116299945,0.1146321988025212,0.010872599808127591,-0.01669989157642499
HALLMARK_DNA_REPAIR,0.0759074491597639,0.15074869532767843,0.034521719019990335,0.02772271877205846
HALLMARK_E2F_TARGETS,0.026125940414228416,0.09181589081696583,0.07530070795435154,-0.014660027943127164
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.018267526639218542,0.13945094219223114,0.03440063518757806,0.21059120343448648
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.02064436204517764,0.09065402953162609,0.034400622758525255,0.06098480836932484
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05910077143497997,0.061797445734512145,-0.015264256467631472,-0.09463007003128901
HALLMARK_FATTY_ACID_METABOLISM,0.002788169423144285,0.0768592689761865,0.013171937289627572,-0.022984223071460575
HALLMARK_G2M_CHECKPOINT,0.06107616791248767,0.05724952603756223,0.04322080064814838,0.011796941096677312
HALLMARK_GLYCOLYSIS,0.048376211516860654,0.14713578084782228,-0.009302586716087644,-0.029147555727177987
HALLMARK_HEDGEHOG_SIGNALING,0.06167411525265044,-0.044460068471399154,-0.04714659155046926,-0.0585155742589999
HALLMARK_HEME_METABOLISM,0.0786994683931725,0.1205227625025682,0.030233546654128887,0.037864696806374984
HALLMARK_HYPOXIA,-0.0387373659183575,0.12196332025872644,-0.13160836902568712,-0.014903133158733744
HALLMARK_IL2_STAT5_SIGNALING,0.010052277769654692,0.12282748113004996,-0.015801750856121375,0.09190476860984888
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04767883261599881,0.11375505330481665,0.003592219983178974,0.0008288765854285988
HALLMARK_INFLAMMATORY_RESPONSE,0.10984317129540268,0.09180454591134743,-0.07179940649243059,-0.06722167909806506
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.04407839156299345,0.13401020855473372,0.0713010511912191,0.13244514373728392
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.050450150456794955,0.15550685665728364,-0.04605031180603696,0.023540550290217108
HALLMARK_KRAS_SIGNALING_DN,0.028090038118830877,0.037150529664548265,-0.001977077000409304,-0.05572807553480346
HALLMARK_KRAS_SIGNALING_UP,0.022544357681131427,0.1353009981405509,-0.032476742104115185,0.16709320782114326
HALLMARK_MITOTIC_SPINDLE,0.07427893960758251,0.1014043681970859,0.018184922298781356,0.14993902193264702
HALLMARK_MTORC1_SIGNALING,-0.015824081111275028,0.17168141963495553,-0.10625659387026484,0.03540392489096538
HALLMARK_MYC_TARGETS_V1,0.06604583062628683,0.16635909626005219,0.12997811231470832,0.04596567134599576
HALLMARK_MYC_TARGETS_V2,0.045565039071911013,0.08571802156545812,-0.017756430703378664,0.04477523242643121
HALLMARK_MYOGENESIS,0.005719513157317714,0.08444470131238131,0.014324098055464671,0.19565141437473832
HALLMARK_NOTCH_SIGNALING,0.08504976065057478,0.17063831897989423,0.06841886570754904,0.10029321279145482
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.06660822435675838,0.11603446137078284,0.07023462603162095,0.0037266118158040167
HALLMARK_P53_PATHWAY,0.029191309446527827,0.15070885151461713,0.03579741214164201,-0.007482928079380811
HALLMARK_PANCREAS_BETA_CELLS,0.042101752117254115,0.1538759371308786,0.018893428024795423,-0.04200456452135366
HALLMARK_PEROXISOME,0.03891606140099826,0.1240891271318851,0.10665620034695206,0.013474333909292181
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.06790399588414832,0.1744131173446153,0.04417586149462664,0.11632294412504104
HALLMARK_PROTEIN_SECRETION,0.06460476746594528,0.1453488005474658,-0.016050145476400497,0.035815419959473106
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.0576855378327428,-0.034296847941914364,-0.13074692380492525,0.017992385519388487
HALLMARK_SPERMATOGENESIS,0.023576198248377603,0.09436498389690968,0.07510828135884684,-0.018942665850124378
HALLMARK_TGF_BETA_SIGNALING,0.06111006128228702,0.1665631854361708,0.07397158233469736,0.198718257400567
