,UKF243,UKF266,UKF269,UKF275,UKF296,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.021776126581554815,0.11213790604185156,0.1281935065326258,-0.005272644666078921,0.05622814666783214,-0.06785212284572564,0.06597094101469307,0.06082584861892217,0.058430438128327426,0.04568542051045173
HALLMARK_ALLOGRAFT_REJECTION,-0.022712103380803577,0.09134299193174256,0.13591486199758937,0.008355620827849254,0.05281789149032971,0.030390479166137505,0.01461993068103279,-0.0009405616599918544,0.0069330814797113225,-0.06126773963805089
HALLMARK_ANDROGEN_RESPONSE,0.07591410950232888,0.12128217725091285,0.13372592006324555,0.03124734627456888,0.0944646236132796,-0.05332781275426881,0.06522634538365614,0.043555532248722155,0.0360401529042065,-0.03205097998201799
HALLMARK_ANGIOGENESIS,-0.08675205269617645,0.09157370397507224,0.11019688043486409,0.05066276310536276,0.11987703729400391,-0.06109617479815467,-0.05895823277464336,-0.014970070944860307,-0.015433643183579333,-0.13079245482894467
HALLMARK_APICAL_JUNCTION,-0.004254828571272993,0.12919081510536096,0.11474487967231446,0.04821631449078116,0.07753573388990424,-0.036987040415639987,0.0472123459261497,0.04616890315431956,0.10266807372527789,0.08334081423295218
HALLMARK_APICAL_SURFACE,0.0451665614739347,-0.029861735637285662,-0.07771963073730193,0.011669441452739888,0.01486547536894161,-0.12265778640920977,0.07655771959568025,0.033894672999877834,0.03156852641509407,-0.0013080635006261006
HALLMARK_APOPTOSIS,-0.0737907916391911,-0.024490820446721517,0.10282723889183415,0.07743468350387098,0.013883801613880371,0.06518564327975576,-0.06554787370842777,-0.022718627558768918,0.013479601805332937,-0.07636275072517702
HALLMARK_BILE_ACID_METABOLISM,0.01083340795365212,0.09028642014048734,0.13244189610522725,0.004640342621612603,0.01623035074350366,-0.03700633100665086,0.06874877662691707,0.03384314649644052,0.08002312605375099,0.06560780592299358
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.045016922267360364,0.16204164792912915,0.09731821486620439,0.047417928879900435,0.04690320761926335,-0.05219732939595126,0.13145285185601763,0.05744709533983255,0.06907785368657514,0.08205261500789054
HALLMARK_COAGULATION,-0.03162175352786789,0.069883700541568,0.13525494926887072,-0.00706904984192239,0.07898661683104802,-0.14323715307484283,0.028583513159451148,-0.0024128592931021028,0.07191472716338594,-0.0875225677789483
HALLMARK_COMPLEMENT,-0.0588617629186167,0.03889477899133163,0.14306191197285117,0.045927476088261754,0.07831573243532028,0.012161007473572608,0.06934675511561897,-0.009702412701571895,0.033305610019025586,0.01736056640294817
HALLMARK_DNA_REPAIR,0.06686582142694676,0.13771812323307173,0.1536696965931031,0.06178670255147894,0.07630368119342933,-5.157838873117713e-05,0.12645922950712915,0.07377434221499585,0.08136911678912022,0.13096636218046587
HALLMARK_E2F_TARGETS,0.032160000198720944,0.13267044807612846,0.1434753452684293,-0.0034307771349300705,0.032838643051534,-0.0896591098882416,0.08094765091603627,0.006950108844763793,0.0310769862446158,0.10170087320548585
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.035376050030331584,0.09583726747171743,0.128497140692638,0.02276285489007428,0.09252328078820736,-0.013425840905455188,-0.05546000912591203,-0.0007575382762738174,0.029217991123548528,-0.09876626965505671
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.030975486543991425,0.036651601272609795,0.044087812720922645,-0.027771961759976527,0.0977668343452221,0.006101983331032443,0.023786676495766365,0.0549462758489942,0.07641680820449434,0.0900609359960661
HALLMARK_ESTROGEN_RESPONSE_LATE,0.02111050892324609,0.03502908517368465,-0.013805727671409605,0.02166002726533457,-0.024269028743217097,0.022847858080889422,0.04673154520372525,0.0679104840085505,0.06472997534973647,-0.030355158948481665
HALLMARK_FATTY_ACID_METABOLISM,-0.0015136126953558026,-0.007555524226545858,0.07918296517881107,0.08238121083437681,0.05419854243068162,0.05643387153242242,0.12745857047873016,0.06629371176106731,0.01954031114239699,0.00453045188363994
