,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,0.05177844561895729,0.06944162601387488,0.13269249808092937,0.106088810726358,0.00479302749424276,0.07702842036789466,0.25162682828537536,0.009767619639484111,0.20292518256663702,0.06875162458263073,0.042124297537190304,-0.06359401203135875,0.09680745919864786,0.17428468336506944,0.07389534853158883,0.06584115507708552,0.03443792367105991,0.07251386829398047,0.1809962859021621,0.07185852781567524,0.042514866013146385,0.028739082422408874,0.021174609407135916
HALLMARK_ALLOGRAFT_REJECTION,0.010002865665163774,0.02296902183345388,0.04031453697392111,0.11417130796030085,0.06911762398693674,0.09807770167463008,0.16231443569235152,0.025669643308346396,0.3332629340655434,0.17746729795914748,0.012167289717181838,0.08343180060428913,0.16537892556966607,0.214397542189749,-0.027413360091454796,0.06509529146881785,0.025785295359770654,0.0728581209602317,0.11167766336474036,0.09236423858049292,-0.02368436895141869,0.05910897308058966,0.001826938466878354
HALLMARK_ANDROGEN_RESPONSE,-0.006576600466571601,0.0010276895951546584,0.14313693382602813,0.1005833926250146,0.014532779544499863,0.08000387534133488,0.11493947741067258,-0.001622420626160056,0.3489639575895229,0.14773337002645123,0.008816686927308507,0.0431465696997956,0.1588885772370526,0.16805599946216832,0.042925402818554614,0.08029936493387832,0.07619672052090304,0.06497875770483902,0.15712660006984353,0.05346497643957938,-0.03029936732210353,0.02296123264974668,0.12730140330393175
HALLMARK_ANGIOGENESIS,-0.14144864269181684,-0.1511701806180035,-0.091512470882713,-0.0187721023005372,0.09717620997941867,-0.053632492183178906,-0.18446477024483549,-0.03899466876192905,0.3283190446075585,-0.0756351599610592,0.011750243267821918,0.129632626978775,0.03586712952776568,0.11442773502545153,-0.04767323143824798,-0.11473706301058088,-0.053587661237487726,-0.011767899746506959,-0.13975120270277347,-0.03188415207230134,-0.06103602144707133,0.07382507801641033,0.10626476327755234
HALLMARK_APICAL_JUNCTION,0.0826674564150539,0.04159854216709816,0.11954556532521657,0.10162066702310081,-0.03627296806735773,0.06607174387516501,0.1097100198134253,0.0036023684479447233,0.28318874522869236,0.02147770909284784,0.07340691943335642,-0.07808787983577238,0.1538306251290213,0.1349023602886598,0.12876492714640442,0.028996384488069855,0.002611963352935315,0.07974978718988078,0.17214156836362607,0.06534665503164098,0.048234895405571486,0.003721312113604792,-0.04155446327023609
HALLMARK_APICAL_SURFACE,0.01836954527192977,0.1162387627213951,0.11507893018055014,0.004817140506933942,-0.0030840129744035844,0.08184712611681785,0.2019566924522983,0.010837309173505722,-0.22073653788311398,0.12773346612000935,-0.023822139159586423,0.0089110250571557,0.05419585652533504,-0.014663330210175681,0.016742211513798514,0.059942050268834264,0.044218943837992845,-0.0034758242395425912,0.14890471967534916,0.0484017103430557,0.023949272572728896,0.004717814965250359,0.02243627085557311
HALLMARK_APOPTOSIS,0.040647311777533356,-0.0023271025799467345,0.001951506579060601,-0.04217742650507147,-0.037075029362274116,0.02552228154801646,-0.24070735276040908,0.03267998110405222,0.037777000758950983,-0.03452788733468673,0.01662245504875129,-0.049645817881597686,0.019065955604100293,0.11371052013300628,0.011238366481250811,0.026105833376624192,-0.04752581349329857,0.03573338946825204,-0.07809454710153754,0.07139234255573004,-0.003539269420820862,0.017917885168722093,-0.06944822207558855
HALLMARK_BILE_ACID_METABOLISM,0.021646844268255125,0.039195804636756176,0.052970466425881504,0.027563474337314584,0.07813185502651754,0.025184740577005364,0.24420286042622652,0.005985430089667278,0.28738757623008226,0.10569554685151135,0.1114618054517222,0.07501371449437468,0.10189959605574049,0.05945937296609505,0.11685049394212546,0.055206608415488724,0.031013676210336547,0.038572543934075144,0.16823178797594093,0.052278360839846404,0.058083833556847625,0.046042842541439026,-0.0645884392209267
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.026488754272068177,0.038841750307734145,0.04541190427695405,0.08492191179594344,-0.02097894612946907,0.08330472091237463,0.18144271058287556,-0.024206962559848434,0.2796500674077402,-0.07750037426560107,0.015254173257624832,0.12882058529656107,0.04544236451032195,-0.0031612593725325027,0.09189095567722477,0.054293236153292554,0.030912028703282336,-0.0029335005139162203,0.19333848247686872,0.026408671451357137,0.0566154650027858,0.009780156713353336,0.05801803071067685
HALLMARK_COAGULATION,0.029007770769735253,0.041435538640742176,0.08649066578056007,0.10103152232137745,0.05018381508822876,0.08765204397397193,-0.010004580250273731,0.009549579541980997,0.30579875226723086,0.06543451273975748,0.057656799882158334,0.10023299501138885,0.1875531336485608,0.16286763290498238,0.02382218196923978,0.01030145495862948,0.004711593405362576,0.05803816472048963,0.11065882496000032,0.05439624038690763,-0.008667440881993484,0.02643984787929738,0.019824018135617318
HALLMARK_COMPLEMENT,0.02206036007525705,0.019650611720022595,0.0679943061973192,0.0913143290038535,0.05508326341584055,0.06331347497200379,0.031945706980977547,0.01616741556047711,0.29863242148683566,0.01731623554177907,-0.010026658349230378,0.026412028538006792,0.08668483555238364,0.13062287517520305,0.029647649748477035,0.08084609443648194,0.05998804104420521,0.057964560470161686,0.1394335690177884,0.061710442302991234,0.02180082677046421,0.024499785472478136,0.07907032511123965
HALLMARK_DNA_REPAIR,0.07747305498515072,0.013990518041275175,0.1390983341645698,0.1361936019605866,-0.021679187392379593,0.03215493988492766,0.15207156076341782,0.020512566450454288,0.3512116568903335,0.1195546519094315,0.0767696236777953,-0.13628434759137437,0.10652403811532232,0.10817738261177014,0.12994900071433482,0.19537442377416533,0.038539388848036295,0.05510683160791291,0.1783220477063084,0.08309831405217864,0.06974894349012185,0.013552624427704994,0.019876756343358587
