,UKF248,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.06889819909471903,-0.014838674767318174,0.07958574957663724,0.017317026151510248,-0.012344487549544071,-0.002674427446963577,0.02501573909679887,0.03378597662646661,0.101992381450462,-0.04947148358198892,0.021494258223008014,0.07293533789033557,0.0297107743006421,-0.04602213722568858,0.03502967344430984,0.03949911324286773,-0.02540856759312167
HALLMARK_ALLOGRAFT_REJECTION,0.01728603064309429,-0.014071724402810694,0.07584313156410526,0.07662175706905719,-0.015551549153845365,0.00014909421198919105,0.09123125444192344,-0.015401689600624296,0.006780115214899477,-0.0067608435940162154,0.0035141004817911864,0.07751135416837747,0.029106935299858683,-0.02233483180189939,0.05437297090958289,0.030149317680279387,-0.0764327710973636
HALLMARK_ANDROGEN_RESPONSE,0.08566139264893007,0.028327242803373044,0.11323945713839478,0.1196630413350037,0.03769065326748722,0.07172875224987742,0.05276377527016302,0.03020917620560896,0.05686030752757489,0.09835062184824124,0.03227947512366851,0.06040768153302156,0.06201289898879705,0.052635257853236375,0.1078287672214343,-0.02076199213077182,-0.032539039411002633
HALLMARK_ANGIOGENESIS,-0.03366227662187444,0.07543443230600454,0.01567803741100569,0.021324266314259512,0.021959950646726043,0.08891642672617206,-0.04488642778861233,0.047807840568120576,0.008648524757313855,-0.04357988432169961,0.023194150945428166,0.016176034585829915,0.019722626874574243,0.10905368280704562,0.03452004890898894,-0.015762949953545765,-0.04144545333826
HALLMARK_APICAL_JUNCTION,0.06306731213004144,0.04466385305911831,0.042008472014946646,0.05915329676617069,-0.01493069521006551,0.04277979282000102,0.00283065471240593,0.025143572737522275,0.09688938891742094,-0.0582524269012481,0.02348307561346263,0.10641351299477174,0.014462928789905991,0.01520925111389446,0.08984713043296917,0.02680639215186917,-0.04494861559983665
HALLMARK_APICAL_SURFACE,0.11254098197024341,0.008808399143636663,-0.07468300802241912,0.005396504789912058,-0.011258470670825832,0.04384832786470024,-0.05321163076031805,0.04050976843052032,-0.029779790169873588,0.021656299948522743,0.008876494587751816,0.11392278947382155,0.025409375596352847,0.06289200010714777,0.06730096330849686,0.05975569066695783,-0.10032645168315794
HALLMARK_APOPTOSIS,0.03416323798961578,-0.013031442340803447,-0.004414175178062962,0.07192662582676818,-0.017700650400200944,-0.06667295424344487,0.00988428923605831,0.03985338710511476,-0.00897984205446466,-0.08068964901433028,0.034206679117988616,0.017973497658594777,0.018019416120658244,0.008171534937363775,0.01338554018703514,-0.02589361358127772,-0.06613715675010967
HALLMARK_BILE_ACID_METABOLISM,0.02438997936531492,0.08484008371212663,0.08372378744692369,0.05131030695971552,0.02255937419028393,-0.05387694963821801,-0.03248522814051549,0.08367716452502919,0.027665546747776857,-0.00493043204773732,0.004703715247574237,0.06888194095743166,0.050094832631699414,-0.05886235140682314,-0.029080628657748558,0.04836681145279123,-0.023446951102070825
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.013410716460753777,0.02476412071949868,0.11031990999979205,0.03275538416946612,0.022094909530051582,0.006578329655746463,-0.0028021317468647977,0.06837984493042365,0.04271576827598475,0.00412511777419224,0.010409868873832643,0.08955458327505379,0.035030106768935254,-0.046312176863918225,0.03720613623880189,0.013775472008689607,-0.039314782363930406
HALLMARK_COAGULATION,0.056302056072535744,0.03389693717702906,0.08006254197113384,0.09981797694071809,-0.0026965693002187186,0.09534495962461544,0.031569048520989816,0.042735518000933975,0.01975625299339255,-0.05825439554321257,0.03863655841632698,0.08431634256398396,0.029131326343767288,-0.040367086491170705,0.03682946927450932,-0.03925004988432806,-0.022024310107986788
