,UKF248,UKF313,ZH1019T1,ZH1019inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.07622508662294751,0.11411397792461633,0.09437885955686878,0.05590172187229725,0.09442165142958525
HALLMARK_ALLOGRAFT_REJECTION,0.06832279446719838,0.16671200545997256,-0.0011659618059983341,0.05919216027876819,0.10584260231214804
HALLMARK_ANDROGEN_RESPONSE,0.09244524479442942,0.13752566994353807,0.012671245039858685,0.003434403979176708,0.11579016269890785
HALLMARK_ANGIOGENESIS,-0.051677378743778896,0.014922523645890208,0.025007245482627446,0.07902259284884362,0.05348875012448092
HALLMARK_APICAL_JUNCTION,0.10383814186753636,0.15519276331513127,0.050453107279457454,0.09820804058490944,0.1562496896467986
HALLMARK_APICAL_SURFACE,0.07085145778229189,0.15044773675878867,-0.004419520813377881,0.054997415658496335,0.13222664506400492
HALLMARK_APOPTOSIS,0.05651152335962337,-0.001375971629091002,-0.0514649072250361,0.06261172032930729,0.03414142594689697
HALLMARK_BILE_ACID_METABOLISM,0.02674615154082515,0.023985998511020783,0.06513484388110133,0.040629108789654735,0.046232415839975775
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.002510371113583132,0.14630946181657892,0.05360609908505657,0.045907650883350595,0.021625641453677784
HALLMARK_COAGULATION,0.09955989005245804,0.13758595900859133,0.11614582732719211,0.05654075153335541,0.103422174078877
HALLMARK_COMPLEMENT,-0.013078483431403179,0.09169280170782661,0.03447643823061305,0.07193671443603554,0.05329166149109782
HALLMARK_DNA_REPAIR,0.07122350144346057,0.16094237667515232,0.022701921524860905,0.06724426550295004,0.0888792751329605
HALLMARK_E2F_TARGETS,0.056032144768489715,0.14912974077484314,-0.031691616279197816,0.041972983040424225,0.07624603979722748
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08151270322192798,0.024290592219182023,0.057226641896083036,0.037824369008655635,0.16729103384564892
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05494478989616684,-0.06885266652747875,0.07328853361788584,0.05515754527207034,0.06925573569584116
HALLMARK_ESTROGEN_RESPONSE_LATE,0.025513243998322496,0.13122450135238786,-0.06662694487537973,0.046262841746912135,0.002376571972589442
HALLMARK_FATTY_ACID_METABOLISM,0.014442946296851611,-0.04047247790563054,0.06592385164612634,-0.03011646104673701,0.029454305851912815
HALLMARK_G2M_CHECKPOINT,0.04668501193140501,0.1470948747839374,0.005947005648675845,0.03375903205676856,0.08787171931479586
HALLMARK_GLYCOLYSIS,-0.012714130555799192,-0.005463743154022779,0.049848196796217464,0.030681293066477586,0.04990341452485584
HALLMARK_HEDGEHOG_SIGNALING,0.010227460457470413,0.06469548253577559,-0.010882866150506989,0.005610939019408719,-0.0010640884861029796
HALLMARK_HEME_METABOLISM,0.0846515907132123,0.11854135041203011,0.07169035522870734,0.030909371790144257,0.082653893201212
HALLMARK_HYPOXIA,-0.07891244921003865,-0.12392373500945073,0.02768627419708372,0.03852652937016471,-0.028689893652681885
HALLMARK_IL2_STAT5_SIGNALING,0.04840422623489454,-0.0057099585398531945,0.06513306480529588,0.04010057985625617,0.07855507472874275
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.015939918636182188,0.03470529775340041,-0.00214966717948255,-0.010413030607203898,0.025568049494305693
HALLMARK_INFLAMMATORY_RESPONSE,0.024040329893316042,0.04884203832422506,-0.010720241325318314,0.024245305904802908,-0.006861307863267535
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08139992657646261,0.16501599824222687,0.05173078022040648,0.03996790124312219,0.14794338839865173
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06703885160022735,0.052969818985769634,0.05115241997262425,0.029483445230285003,0.06718404720210035
HALLMARK_KRAS_SIGNALING_DN,0.012446392512878804,0.05019214386588333,0.10485049974776132,0.07054117245935101,0.04048893683376762
HALLMARK_KRAS_SIGNALING_UP,0.02215221442321123,0.12730809660451348,0.0039960513529078475,-0.01617174152291667,0.11926102725968457
HALLMARK_MITOTIC_SPINDLE,0.09038302968019395,0.13688209804079662,0.041300342930980505,0.046533545427714096,0.12723908432369344
