,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09329956683523746,-0.0352722471732947,0.0513608435181381,0.18491170645397395,0.0523306784417782,0.12168702600889315,0.03439643758640094,0.05824936150661449,0.08693204134971087,0.08675667836632225,-0.016052983365713903,0.13329818177406294,0.06398454496195594,0.07014272328982848,0.04964176192526449,0.1572293744989089,0.28568920211729404,0.2648882989742855,0.2018799907683715,0.13912702584289155,0.05300218187942258,0.1542589940840888,0.08915529384238999
HALLMARK_ALLOGRAFT_REJECTION,-0.011774404235497474,0.0068410341273205,-0.004997221375679781,0.05467703029067346,0.03142695579223561,0.05639497760971885,0.10218802430047773,0.1153223471179876,0.04550278783955429,-0.020570581840038144,0.16597475913364296,0.016340628891644168,0.1464287792047874,0.039726364497223624,-0.03316114127368658,0.1369660263689092,0.182951278439619,0.1463279718934147,0.08468820973929986,0.006952138565051159,0.0826688281532158,0.07526768639311046,-0.06831513379015271
HALLMARK_ANDROGEN_RESPONSE,-0.004075401950075341,0.015186578446792609,0.03653475057018707,0.07918269703290252,-0.006182795685788436,0.03461978372158388,0.07964060707993932,0.07736002914691058,0.09374167461318206,-0.017562638479404848,0.08966404860437374,0.07928023253119745,0.08985935408300275,0.01480414202067387,0.02601161217295302,0.07546225396108285,0.2021790894265761,0.23452602894486835,0.11752246651223179,0.017070928323557975,0.059480596110571916,0.03943970321307272,0.013835931698152313
HALLMARK_ANGIOGENESIS,0.050975521366277324,0.11230979910358234,0.05401100296110484,0.003465223286034166,-0.025569522913605862,-0.05849633079038818,0.12898119025598903,0.1229229005567825,0.07015667554003117,0.07727475116373915,0.1279140188871324,-0.1650625743050569,0.048281171979464445,0.06129045319231853,0.007924408603967639,0.08445685869291715,-0.07931939481428174,-0.11155103463025647,0.18538222246977248,-0.10863319345069235,-0.025122363723633717,-0.12408215130980718,-0.005203267803605605
HALLMARK_APICAL_JUNCTION,0.0829708667510404,-0.021479512320839653,0.018394227621553873,0.1805065898251525,0.07530949634161642,0.07652519544873862,0.11063268699489948,0.11838439110788927,0.05033064299033677,0.08260800046862375,0.0446534986667089,0.104468480198822,0.15186554305615288,0.0500112288965677,0.046446169533130806,0.14586351350216328,0.262442654596565,0.27151168804438097,0.2093573088008193,0.13893411306199407,0.059878854215491384,0.07814157390461053,0.052772684408610986
HALLMARK_APICAL_SURFACE,0.010079120599463767,-0.03936737475666749,0.003437845094266901,0.12944861706017316,0.06320106447601638,0.1069526439471407,0.0016376446480484107,-0.013101779603686588,0.04077012821349836,0.05179711756363726,-0.10158896059946179,0.0027931426765150638,0.07762899564124488,0.16192071522030396,-0.017545635001704783,0.0890972830089778,0.21132624867122798,0.2250909320727547,0.10932512504283058,0.06725172825409867,0.07012422014913997,0.058824606008339636,-0.04465869272306129
HALLMARK_APOPTOSIS,0.08919532459831003,-0.0006349947714452022,0.021520552714014915,0.043771469294238564,0.05901063944544588,-0.054124722512432534,-0.05370209959700153,0.037298212930540066,0.02211198774257048,0.04065385304915869,0.13975834093728776,0.12910976978363037,-0.014082615908463178,-0.00013025415374365654,-0.10465907461485448,0.09111752040944475,-0.09287338347623225,-0.10347812319096937,0.057409302238356066,-0.012806340320971199,0.001202263079596571,0.029215160475952084,-0.07000586868200971
HALLMARK_BILE_ACID_METABOLISM,0.06274340762686047,-0.014520982654977234,0.0372500094941134,0.13503287592206395,0.04732626627899817,0.09776555159978917,0.11029609708116092,0.1064262000130863,0.06821950927418856,0.07011159571936951,0.07367977868449672,0.08049001859071091,0.05232410129427124,0.1407808084295969,-0.02081831102863161,0.12661355421396397,0.21831955857081237,0.2413579906226533,0.11089692040952026,0.09299076425210344,0.08840739949899883,0.1814889305273719,0.14534276527672202
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.12303712034028554,0.023230450866512823,-0.013269356144974811,0.1873230918554907,0.011437350109040395,0.046840330708398985,0.11966300538552173,0.0340236674405549,0.02216306812422382,0.02471131149512352,0.12450617083445145,0.14767068274336917,0.10064602544294768,0.09072461376736216,0.03917102245371889,0.09161367749989018,0.2948618507824726,0.27541031517822645,0.06487084044855712,0.11372568001356143,0.007126611701629852,0.13624971086028134,0.12379937475918976
HALLMARK_COAGULATION,0.15595478597291873,-0.03585391260645889,0.024746591349742362,0.16867526350896211,0.0801378889958131,0.038108978754093484,0.09350467096450464,0.14056648732872026,0.07629751252376565,0.07421217867013132,0.16353392821381868,-0.07672981723837911,0.15266166102085227,0.11585525184053935,-0.06008274904746291,0.16588580174506895,0.17363554277437096,0.1862777724882414,0.18028528829546756,0.029147877482601284,0.06395128573004291,0.03957571539967214,-0.002154641286278649
