,UKF259,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.03271179293639948,-0.037861326674507326,0.04960383007526389,0.12420642699265942
HALLMARK_ALLOGRAFT_REJECTION,0.026509202246213153,0.03440535908196627,-0.03627219271998059,0.16026692818185295
HALLMARK_ANDROGEN_RESPONSE,0.09420582676310177,0.03635307177682832,-0.04974885723187082,0.11678256690650367
HALLMARK_ANGIOGENESIS,0.0357341247933154,0.04009154559838697,-0.11124494966932703,-0.007150175973759506
HALLMARK_APICAL_JUNCTION,0.0477121143560278,-0.029846136915047252,-0.011143285544171893,0.14260612891545366
HALLMARK_APICAL_SURFACE,-0.02271538443854408,0.048633759975715875,-0.014369503143394413,0.11080868651631277
HALLMARK_APOPTOSIS,0.06963650145763789,-0.07012648705179485,-0.0260681955918247,0.08165854935541668
HALLMARK_BILE_ACID_METABOLISM,0.02740000228002766,0.01657361360066267,0.056680574968610065,0.06471835827943047
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.043487353694554136,-0.03543664363674505,0.13419180717684648,0.046337146839212556
HALLMARK_COAGULATION,0.06792780202412493,-0.01767798360594448,0.034433368706469916,0.12772282111887778
HALLMARK_COMPLEMENT,0.023525284055656397,-0.020465604781938953,-0.002692592911559902,0.04539639703102071
HALLMARK_DNA_REPAIR,0.08631349176113319,-0.007126339686896141,0.06645414380241713,0.09929357306389647
HALLMARK_E2F_TARGETS,0.03513202743725916,-0.018460496848130246,-0.023380817351661316,0.08413738270048912
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06003815837095286,-0.0361695971299787,-0.12894201974323835,0.11406779450435214
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.010725549085121909,-0.056340148458915114,0.018157595096283535,0.06330452679021997
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06055334208446044,0.01375377405469417,-0.03317420931409385,0.02694428251818235
HALLMARK_FATTY_ACID_METABOLISM,0.03976008553766439,0.027679917899801097,0.053570685390016845,0.0456278002391329
HALLMARK_G2M_CHECKPOINT,0.056627104060588365,-0.02768244547721869,-0.004791158655380102,0.07396657976893108
HALLMARK_GLYCOLYSIS,0.05711367835792939,0.02032675286597687,0.0007402524555530172,0.05982805013253165
HALLMARK_HEDGEHOG_SIGNALING,0.08922021701255511,-0.00988852848880947,0.01713766302350437,0.06186942937327674
HALLMARK_HEME_METABOLISM,0.07644898149063223,-0.07038796768301155,0.07532291728371861,0.0823442591009295
HALLMARK_HYPOXIA,0.033931786558600185,-0.05329411546037292,-0.02326766021191001,-0.0023801933000742004
HALLMARK_IL2_STAT5_SIGNALING,0.08942621480600473,0.04062763377919127,0.032370141685472274,0.0731071481316481
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0052840638369451185,-0.005364544047931799,-0.07213398110124733,0.037450633398170154
HALLMARK_INFLAMMATORY_RESPONSE,0.02218576569825984,-0.05795082518934178,0.023229206621184894,0.03855305070182733
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.03767968934169646,0.02018212049035542,0.03700299264438545,0.16989726467036612
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06812976386549235,-0.040140819621196235,-0.06594440113484425,0.0994692588671516
HALLMARK_KRAS_SIGNALING_DN,-0.00826718797606603,-0.02999716241311515,0.025237663881562584,0.04567475183182464
HALLMARK_KRAS_SIGNALING_UP,0.0665331320816136,0.002667558501292078,-0.031590583149031334,0.13700313314677534
HALLMARK_MITOTIC_SPINDLE,0.06443338730857219,-0.05077573897405396,0.03239399774832949,0.11242888477561364
HALLMARK_MTORC1_SIGNALING,0.045364584118650304,-0.03498458366824189,-0.04042590185612324,0.06221251334823116
HALLMARK_MYC_TARGETS_V1,0.09009020390140503,0.032908656861505715,0.00999235141736809,0.09731405641067156
HALLMARK_MYC_TARGETS_V2,-0.057324402614017375,-0.031856687382404054,0.02986307467793308,0.013321446323120911
