,UKF248,UKF259,UKF266,UKF269,UKF304,ZH1019T1,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05284450233042123,0.017814564994985065,0.03289299900768848,0.006472205407339398,0.06761802877062907,0.04661236752584827,-0.03379854394720784,0.09721291158969027,0.06749618390802943
HALLMARK_ALLOGRAFT_REJECTION,0.008032258854611517,0.010061784931154602,-0.0804262842978763,0.048029189808212726,-0.12996296994310827,0.040478375097434016,0.010461384169291972,0.07867362590540421,-0.008482863659057713
HALLMARK_ANDROGEN_RESPONSE,0.043653163662047884,0.008685402535799722,-0.02168256995711105,0.0689444142295425,0.014136011524832615,0.0020602204923445854,0.04208473230484843,0.06735902109634606,0.0681064493756456
HALLMARK_ANGIOGENESIS,-0.12062764559083584,0.03907837163030414,-0.022278317754186146,0.04715949633385441,-0.12912563641660982,-0.10227932444981633,-0.11685620734585918,-0.0032807795360187517,0.021215476746389867
HALLMARK_APICAL_JUNCTION,0.048767527087268704,0.016545613181888703,-0.015382911769766418,0.03842930359446438,0.0892410903756367,0.06002308467841557,-0.04217890318957985,0.0824354635487889,0.03502357249191432
HALLMARK_APICAL_SURFACE,0.08000507236920264,-0.001446127860094001,0.09172168312301104,-0.0836295518684717,0.07853142034747701,-0.002998459459703346,-0.020539204847781687,0.053022838481986675,0.04280007851151387
HALLMARK_APOPTOSIS,-0.015695156133175757,0.03814731999336724,0.01837913142307681,-0.03751187835254511,-0.019145164494659545,0.03976965957103666,-0.027419253033816055,0.04157451070156703,-0.03349443563901592
HALLMARK_BILE_ACID_METABOLISM,0.042119157273968075,-0.01161871538080294,0.008655597990188842,0.04967446556129968,-0.01799762188623074,0.03640405142232357,0.0025217690658565855,0.06882784881252046,0.03382797631040519
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07302965356732014,0.004342616594636035,-0.021893526537971122,0.06917056963969198,-0.05496911865079715,0.05881126388913222,0.015271082960338352,0.02554168222489406,0.06758802932324508
HALLMARK_COAGULATION,0.03992867753514478,0.0038994659294475987,-0.05857651586357611,0.05685225669535595,-0.1114575612678223,0.09845711860223942,-0.03460222159920911,0.09302549290152509,0.008705995424104733
HALLMARK_COMPLEMENT,0.0009930399668248322,0.0414655075352539,-0.015967956717512312,0.047287850178008746,-0.07055674832136674,0.09157187291308923,-0.026438220297886384,0.03753422803980156,0.051540167520281586
HALLMARK_DNA_REPAIR,0.0717672597125046,0.06175755188792342,0.0016920510307811972,0.0498033283504242,0.14025470429084164,-0.03771148455025788,0.020393012044086823,0.09941968335405897,0.09128392317277602
HALLMARK_E2F_TARGETS,0.08922922118171185,0.015388459923557198,-0.020981965793488155,0.07588478668966014,0.11229183660279395,0.02734348709410371,-0.04049101096147427,0.08526088653994791,0.03782511476180952
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.016317708048348378,0.038195845235168197,-0.05071028094040563,0.0642370399034394,-0.08058156536015228,0.03504120216341605,-0.06688058511003657,0.08822350989256605,-0.004988215975905303
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.024423756274641238,0.027124031545650084,0.02320254155993831,0.05343452503444876,0.14454801391069352,0.03763782065978984,-0.06933296692254488,0.08196660872782303,0.027168177837140716
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06757301617615441,0.0005106355808764446,-0.016697218903287223,-0.051675552013685615,-0.007948747760563845,0.009391634666782993,0.02577282078850157,0.06622386720846177,0.06750483980390404
HALLMARK_FATTY_ACID_METABOLISM,-0.006274897123251191,0.00470413704279798,0.03235512122785698,0.059785935988435894,0.09465770703672245,-0.02486729573616588,0.02724769627257474,0.05461881047360539,0.04747575755711387
HALLMARK_G2M_CHECKPOINT,0.0678222785603271,-0.011457785570226305,-0.030757252507066683,0.0741126797726766,-0.02028292157666536,-0.016136025415938865,-0.0376269902192244,0.08690670729840543,0.04927291369345231
HALLMARK_GLYCOLYSIS,-0.012249718986748582,0.05730855777391921,0.07415638516829744,0.03987658001954836,0.14676519247067668,-0.11020916017069665,-0.03195781356346917,0.07031135493132853,0.07484689111852666
HALLMARK_HEDGEHOG_SIGNALING,0.06916223884908818,0.05692737496110604,0.06068119381114671,-0.055867261218670534,0.14978674404848066,0.09227970027420142,-0.052398926003339244,0.0632770190165688,0.05409129548933112
HALLMARK_HEME_METABOLISM,0.02295174590327861,0.007757624931730763,0.03835375904250422,0.02673980877940359,0.13342136924994985,0.02825059990533303,-0.02636283963348122,0.054527692478309284,0.07229064584157209
HALLMARK_HYPOXIA,-0.10067142798163684,0.03135662415545662,0.04151061242091329,-0.02652032885766918,0.04175372574494066,-0.09818236601698443,-0.027398553910833442,0.038338494457790404,0.01292115058796525
HALLMARK_IL2_STAT5_SIGNALING,0.023777026415924548,0.04882275769654153,0.019120917313102857,0.05309759100022762,-0.030675442384547693,0.04518847708916161,0.07255812834043569,0.07089478206758826,0.09149247207624796
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.03180752960089064,0.05321131780947841,-0.02442917009488133,0.036731918108409686,-0.09657047712496637,-0.0018741902362557814,0.016104515292942986,0.03006335646776953,0.04136000401611635
HALLMARK_INFLAMMATORY_RESPONSE,-0.02678312953533332,-0.0032947924164171086,0.05767498191412813,0.03718814468898945,0.1453845133849574,0.09321165479931529,-0.02882515860548392,0.011207941379393852,0.011449521991686619
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08477758508721471,0.018804021070006557,-0.02464669488296452,0.06159372410248224,-0.07822395711652469,0.014768062478116864,0.12116127426107047,0.11494766037172845,0.027205376989448127
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.03548245459721928,0.018580872955868168,-0.017111590662079613,0.039936481803875955,-0.12563710482759802,0.04056771645088985,-0.09882067032658472,0.08741719075841942,0.013035614549227397
HALLMARK_KRAS_SIGNALING_DN,0.014281961643945532,0.022258816108540476,0.07726521796102037,0.005382582270079133,0.1654149573965057,0.025759242452298835,-0.016866031631811104,0.0808835489966541,0.06463363313388616
HALLMARK_KRAS_SIGNALING_UP,0.026171957206494914,0.04429857242658523,0.045012771759279736,-0.04188762517473865,0.1505859033817569,-0.017640658151275173,-0.004638816195943724,0.11111368865224328,0.0392605275227691
HALLMARK_MITOTIC_SPINDLE,0.07008373005830348,0.03801495719014489,-0.004304683005759808,0.06543432048184193,0.14512390123631788,0.017420958356649467,-0.01797350879557165,0.08727787839658135,0.06500652001669505
HALLMARK_MTORC1_SIGNALING,-0.06173917458518477,0.06929136754033695,-0.031038946019267627,0.05158163816406477,0.12634515682542288,-0.04248576321236218,-0.0020091311584407618,0.02614409883824517,0.050701127491506286
HALLMARK_MYC_TARGETS_V1,0.07139485086335924,0.03716211250479428,-0.032326186795090625,0.06815940192758059,0.11908998699571591,-0.02887542418343338,0.03497848532771876,0.08330855524228455,0.07927729797964214
HALLMARK_MYC_TARGETS_V2,0.0645173519261712,-0.014759606840796883,-0.03440205469467132,0.0034203387055503783,0.04513649745121953,0.01704665051715944,-0.009786859957041406,0.058596401924122556,0.03882531503222316
HALLMARK_MYOGENESIS,0.0806117331015576,0.005979295633225839,0.012502509315573066,0.006507575005440869,0.09787498287224113,0.05317876187763097,0.027696599550420278,0.10479677703462768,0.001454706973884885
HALLMARK_NOTCH_SIGNALING,0.08913047093272564,-0.06170973258107299,-0.05659407705506224,0.061089776140973565,0.046125518650372364,0.07589346793179706,-0.017948781962068328,0.03010091116924459,0.08278007155983369
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.09932942542202332,0.012395396951969957,0.04153922552634049,-0.03790508508185748,0.1546508165495691,-0.005038682776082368,0.05010195800683993,0.08447225633529089,0.0929834174385938
HALLMARK_P53_PATHWAY,0.024044644563492815,0.04611795236153266,-0.04174706097068037,0.05777261927681744,0.017282324274137558,-0.04773005625195589,-0.014981282891216674,0.06313605595969772,0.06025864836376147
HALLMARK_PANCREAS_BETA_CELLS,0.07197817732261055,0.014214627654345132,0.08712041383149212,-0.02620200974539837,0.12765916321708165,0.001069095319370301,0.03539642388317359,0.030880115182736638,0.055406856343420324
HALLMARK_PEROXISOME,0.05990416100892316,-0.007362379219912486,-0.019121270888347027,-0.009226012122660597,0.013004302179605931,0.07923109887402806,0.05767687639346342,0.033562074063944215,0.08212771741873863
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0319660940911806,0.01896194546634532,0.005521790346749891,0.021144663045868546,0.12662419020181132,-0.0024292935394721565,-0.027847336184500256,0.09709580857920551,0.02943305681812425
HALLMARK_PROTEIN_SECRETION,0.050614178380752946,0.04573692007896629,0.054604684216176085,0.028612148772943914,0.16763122982566608,0.07937009674115345,-0.0171941035940352,0.07449830860888397,0.08372660888432747
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.02996706016257954,0.04399915219360177,-0.053629668808329076,-0.0636269551037198,-0.11815364837989051,-0.00037430783949002355,0.1379942643436681,0.025782707783929285,0.07265099317746518
HALLMARK_SPERMATOGENESIS,0.06685263929734925,0.006276309977609549,0.04642519775062392,-0.011090258852511768,0.15659872323339077,0.008753568651704097,0.020560867065248095,0.09050199889085517,0.08630517726116918
HALLMARK_TGF_BETA_SIGNALING,0.04624484143615907,-0.043423811315904996,-0.04629506708852792,0.053046304927181,0.05878714549254633,0.12158679970031543,-0.008555691827884432,0.07704247428642079,0.06245649715160033
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.03564067554566511,0.06779953233870865,-0.011295013001985571,-0.04767510328983314,-0.10837724161446083,0.019617404563865796,-0.012114758103308927,-0.023735781100872197,0.029076347304025262
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.02215514164451151,0.03274787271035773,0.0006316258948157198,0.030426033840000442,0.11572660442965575,0.06419022162582379,-0.009840284536688951,0.0877614486728191,0.05659706232400702
HALLMARK_UV_RESPONSE_DN,0.018024843392690223,-0.005757185658720565,0.012723387885776857,-0.027020319512368864,0.16564614088728805,0.07441507644352188,-0.01803581606972748,0.06689312863380643,0.09478285820821025
