,UKF255,UKF260,UKF266,UKF275,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.1035600457970845,0.12789827470819684,0.09794026881217123,0.027558034913243094,0.03902013779569862,0.09799808841266748,0.19601371610271676,0.3068568440389328,0.06301031522755009,0.11621433467348852
HALLMARK_ALLOGRAFT_REJECTION,0.07413693170645737,0.08917646746950796,0.2556878504084438,-0.009111813219016841,0.029062329770643696,0.05091780265660156,0.1396776051385447,0.20575956494155972,0.02858253093657275,0.01554292267348172
HALLMARK_ANDROGEN_RESPONSE,0.02088016153403866,0.04059568646624106,0.2589707134239234,0.055822903173467754,0.07220199900584928,0.05894850032594382,0.16559528906706836,0.24627805482433635,0.08822716303818652,-0.0015358292803513392
HALLMARK_ANGIOGENESIS,0.048317747745167644,-0.13367552077971417,0.3054561271371907,-0.055768475205855136,-0.10350076532288803,-0.10570530089998595,-0.1252533073619815,-0.30101465386821785,0.019723300217052937,-0.048345112553049685
HALLMARK_APICAL_JUNCTION,0.12063026890232033,0.0664791116353901,0.3238268731938227,-0.0643924271349678,0.08846036955225417,0.07519494545685951,0.1829224447136848,0.2928082446714776,0.07474433403669126,0.032830491476358
HALLMARK_APICAL_SURFACE,0.0897734854838682,0.13229420104189168,-0.09959693263460996,0.02666400467931373,0.1178664774427022,0.126669722438796,0.08037534750966473,0.22554259503193597,0.021522883051559086,0.045870988470029066
HALLMARK_APOPTOSIS,-0.032785912131640504,-0.10066727887953955,-0.025071448743521442,3.0032497188349376e-05,0.02076783718491423,-0.0014140446950047074,-0.14048903300525506,-0.1710533392877012,0.039541211972014316,0.025295385130991516
HALLMARK_BILE_ACID_METABOLISM,0.07008696700491177,0.10465027430439261,0.22306640255175544,-0.0661215677006325,0.019585946869430125,0.03674665932553026,0.15932258886204928,0.2738917529973979,0.08059483316808204,0.10941441704473676
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07931890953190952,0.12042038623540895,0.31543132170238136,-0.03585627866863092,0.1487272727138736,0.06674859152595121,0.18059770083125223,0.3455035245810886,0.07276162641315716,0.06949717284488717
HALLMARK_COAGULATION,0.07548496976166448,-0.025090805885891413,0.21898995852582714,-0.042855424121172235,0.14948305852249638,0.07143653449334819,0.05774285571822916,0.15372058495241223,0.07908584535003699,0.09292845687821458
HALLMARK_COMPLEMENT,0.0437100533827115,-0.008766974024689332,0.07724229248491568,-0.015777104152084047,0.045369160401773835,0.07350539310717319,0.007347306914557472,0.1455710386296917,0.09451561350544258,0.0955992146843875
HALLMARK_DNA_REPAIR,0.08825711143721955,0.10682646081809857,0.2930871528958971,-0.011204574198394022,0.07766974624423206,0.10470054376822754,0.18038917909514507,0.34191143131370416,0.10101703797161996,0.04047521133656482
HALLMARK_E2F_TARGETS,0.1421067144860943,0.12257830994832002,0.3436988666623645,0.004692397891251136,0.05286151616237493,0.06539056902985045,-0.01613730396168579,0.11747073024944248,0.09853047147937052,-0.014527123952330212
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0661337405934156,-0.09397921423051364,0.2971380091012226,-0.04293764707194676,0.03147284929273263,0.07877249283685975,-0.17286718428313624,-0.2516907237677736,0.06327257565986734,-0.04449536840787039
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.005445869141437571,0.060420159109942174,0.011883159564825503,0.009577742839905107,0.11466422098360253,0.01832240987128695,0.062940011321006,0.1279699841497231,0.08063214752214812,0.07172321070150035
HALLMARK_ESTROGEN_RESPONSE_LATE,0.10425965931206657,0.07177910637587656,0.10080074826295059,0.06597332735693491,-0.07243368136188694,0.08885438808644087,0.14133064769177917,0.24288004657922635,0.11853688736021514,-0.01960540293998699
