,UKF248,UKF269,UKF296,UKF313,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.009126841464218305,0.08292162107577908,0.0002858627699763792,0.045240422891605195,0.05901786017853299,0.020301724895819624,0.12270233641647009,0.05864425894260666,0.02335116031744246,-0.004045824201386335,0.08974411145952867,0.06071046659880243
HALLMARK_ALLOGRAFT_REJECTION,0.03926006736329216,0.06004097852634676,0.02379047248673877,0.09345189742330419,0.11763715481912937,0.05884054464585521,0.163373065954887,0.0384581871475781,0.028551913263207773,0.02718176577493543,0.0856248747137087,0.05174435118069509
HALLMARK_ANDROGEN_RESPONSE,-0.01902102591969674,0.071606381311458,0.019023234373115875,0.0630734574696853,0.09100076013452335,0.044727383309377165,0.1406172030666546,0.05259353420407641,0.04446772736397261,0.047467861378798604,0.08067863269186652,0.0755156406043207
HALLMARK_ANGIOGENESIS,0.05457047473822439,0.06454122719168255,0.009321393175889932,0.058109656059119184,0.050216978107155405,-0.07811437024364715,0.03405328127828423,-0.05272585744718601,0.07133595398823989,-0.003696686940728666,0.02555405744253221,-0.046273168947023206
HALLMARK_APICAL_JUNCTION,0.0037922334108942335,0.07614638779084253,-0.057158971864688206,0.07818343759754545,0.12701125981039796,0.06089102732957207,0.1083004571000077,0.04245560258665385,-0.03251948658420834,0.047334345151645994,0.1407338423663414,0.0690862890044523
HALLMARK_APICAL_SURFACE,-0.03769915592323984,-0.05685685471481184,-0.0448542505986827,0.09664167466700622,0.0507777940305256,-0.023601106078890613,0.058928703279194646,0.06883159691217638,0.12128335733705503,0.08447257433531738,0.11783270378147255,0.04635319732203712
HALLMARK_APOPTOSIS,0.0360368127033499,0.01992664244944789,-0.04097088952743197,-0.012509587490934398,-0.0317748265060767,-0.01757128482366882,0.0023415416288549463,3.923914623507502e-05,0.04665541325856469,-0.01983012443417509,0.06459644528001164,0.0492627303967047
HALLMARK_BILE_ACID_METABOLISM,-0.04899037506049598,0.09059917166014267,0.044887277325186936,-0.010439475263378722,0.004200018430291939,-0.027585387703151155,0.06942285217574669,0.05765506843961831,-0.0007541864573320957,-0.005336428745590666,0.009617625997519808,0.03271084037903471
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02148292208130694,0.09108502859932746,0.03794927274208182,0.06414921888692429,0.0714640457518168,0.013798190867140021,0.12283424975246217,0.08671258991601741,-0.07036052522168791,0.047452218215821074,0.0035457690012615714,0.08888700987897855
HALLMARK_COAGULATION,0.060991815741543186,0.08117881536160719,0.035614976505505457,0.07694283315983694,0.08296546273081302,-0.004113930227786337,0.1187271880935358,0.015914268267789942,0.005945587328510189,-0.0024274631298693036,0.13325401648389681,0.10890559996479414
HALLMARK_COMPLEMENT,0.018223274696572592,0.07979344473436537,0.0007711725098546934,0.07063965668964131,0.07660976760627294,0.04448457714901891,0.08197893981301625,0.06242262580693179,0.06006440967590843,0.023313841133787302,0.026730896433635465,0.08854830669857156
HALLMARK_DNA_REPAIR,-0.024110823219069363,0.07331065896189845,-0.014780874854835249,0.07912748368147313,0.1330950014434532,-0.000239631527338474,0.13160324209453023,0.06517902736344519,-0.028817339323234215,0.04934854626024634,0.05509935198481524,0.04553665623797205
HALLMARK_E2F_TARGETS,-0.03958518499539803,0.0741418728382971,-0.02777084894402186,0.09642577384632633,0.04100832980379207,0.01564695651652979,0.13924256269513843,0.05799649630119329,-0.011556265489910674,0.046564708508921505,0.03178794320511524,0.059133174408408665
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05977032419480606,0.06355568307786046,0.045895536916937776,0.06940859269919991,0.10685631946952791,0.08359206102857027,0.020287260684438774,0.003295652782011181,0.07298397420812665,0.02211685141551755,0.11900838759946045,-0.01744962983729819
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.033992612646946294,0.0011443628713557284,0.05222729913411596,0.023663020590669128,-0.0041139320790192346,-0.055253166720983356,0.03165134478058036,0.009779115579246614,-0.03099715573515825,-0.027136527910092977,0.028353069121643114,-0.002932303810505048
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0036637260808830767,0.021354677324041327,-0.06365352437023893,0.041560473224405,0.07643300275696502,0.03515316951262179,0.10118798168222282,0.05254851366233242,0.0914800375068736,0.032821780006716345,-0.0023507126409103613,0.11500243517392085
HALLMARK_FATTY_ACID_METABOLISM,-0.026654561203626914,0.04174142187492505,-0.03397501677600995,-0.008316898892934205,0.015230223749621255,-0.019510144001408436,0.00948851471410487,-0.019406193763606444,-0.025109415346361817,0.027985583687934093,-0.013069451693542044,0.040203584923779234
HALLMARK_G2M_CHECKPOINT,-0.007387518075316582,0.06329006112220088,0.04887600150618296,0.05905695790195733,0.005236564357732868,0.01756545756104527,0.09352289193393329,0.027704540757588474,0.006324148374885937,-0.009941692216938906,0.038727968089363796,0.0006560844434023617
HALLMARK_GLYCOLYSIS,0.009982783220873509,0.04788314044121804,-0.061388574348781914,0.07901389504674969,0.06443341165659633,-0.012301159641958239,0.03699087589918419,0.045479283435330586,-0.021966213364725883,0.0404611718370297,0.020829300726095644,0.014084495709407405
HALLMARK_HEDGEHOG_SIGNALING,-0.014088133424429048,-0.05153213592091553,-0.06374347395205514,0.04171034701242923,0.015989190805793273,0.06120305753477097,0.014633191730551973,0.02316221696946582,-0.02129972809216031,0.0634675559325855,0.04927118377603725,0.1141276398645945
HALLMARK_HEME_METABOLISM,0.02437377459163708,0.09905534064579576,-0.029092176030074062,0.06294217160015964,0.04060969866375885,-0.008468706439838176,0.09727740752157006,0.05274597300839076,-0.015966833878287817,0.08574108312980878,0.032264902105320924,0.08779151681256325
HALLMARK_HYPOXIA,0.03262972899367425,-0.04504735540295065,0.02737435523134529,-0.033365505753890023,0.10183047724635923,-0.03964104594262362,-0.09994092453446086,-0.020434565125981477,0.025351142096995904,-0.008973263584492304,-0.011804489496209283,-0.11414351615089971
HALLMARK_IL2_STAT5_SIGNALING,0.03447308819326851,0.08682619349377288,-0.03910014382536912,0.018586681521897352,0.07820347214019821,0.03833566454303172,0.08334069418787285,0.02994259627164174,0.04694826320618799,0.022074822404619204,0.061440544653257954,0.016695766899497023
