,MGH258,UKF259,UKF275,UKF304,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.026509260686453907,0.058890649713592376,0.007058316994392456,-0.07053166070515783,0.0903292839346903,0.03396180928463211,0.09293789918415979,0.09329601877875361,0.057435834620456684,0.12593519690104082,0.05637663287353121
HALLMARK_ALLOGRAFT_REJECTION,0.030705169464458112,0.033635361166026986,0.028064000448719352,0.07886013265685403,0.17664985513578352,-0.009037241606697699,0.0796772709014981,0.06800067070628983,0.005354608090719916,0.17426657121498487,0.08557184322782127
HALLMARK_ANDROGEN_RESPONSE,0.00031267867621267195,0.06260753135692414,0.008489410548084156,0.02608426385202215,0.15155742326176538,0.03526141163917366,0.05451866550735216,0.0955120198884773,0.0032330875072139713,0.10079332411303636,0.05718753540505271
HALLMARK_ANGIOGENESIS,0.027488010116223253,0.04710434136822129,-0.012874715403105905,0.14069477222055338,0.08326435522954329,-0.040961959323486785,0.0059818852731610824,-0.05001673557586377,0.07150139575626935,-0.12352948891226281,-0.0038272610305951334
HALLMARK_APICAL_JUNCTION,-0.0024862576373722595,0.047817224992033135,-0.011791017229376278,-0.022308922776369006,0.09094536550250427,0.0810886905623047,0.05845606087211152,0.08931873742614424,0.048162746650383836,0.11659426172061511,0.0769452550054754
HALLMARK_APICAL_SURFACE,-0.0462057844071657,-0.0028508127161148453,0.01605395326997304,-0.10575966199474386,-0.022924861506854344,-0.021078784272993034,0.04437345205036133,0.09968752151121124,0.024288230891137134,0.06211185971349475,0.03830949500001734
HALLMARK_APOPTOSIS,-0.003942044912503128,0.03282098351043886,0.027006904049810126,0.03622204046034958,0.04145317177020726,-0.0020404112780546017,0.011062598715280954,-0.03184579548201348,0.032683056600206,0.12919214139165858,-0.0033511280297942904
HALLMARK_BILE_ACID_METABOLISM,0.017684869355324744,-0.035901821293236234,0.030476938135458268,-0.03700420036267638,0.036099951204054875,0.09086454017966798,0.03356623690953179,0.09480834563638836,0.10648239345249941,0.13773170477651822,0.119833579586715
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.00428947177575023,0.0018070870744801618,-0.015423562734356829,0.09892259334227024,0.014755476972502598,-0.007828225156769328,0.07062749820371286,0.11030497456193843,0.037523657825592104,0.08532775399502393,0.07575350358489583
HALLMARK_COAGULATION,-0.05432703427582175,0.047967700957019375,0.007555487324280747,0.0856853013215062,0.09011470152076707,0.014416235923997607,0.07470534199873026,0.06741726006695332,0.08295505719045451,0.11167662303239825,-0.02190658057620272
HALLMARK_COMPLEMENT,0.023116524795840164,0.021043092196739725,0.06738744495897943,0.019720550270668217,0.08053319969699485,-0.0184676212707721,0.0807516228419926,0.03276028336971862,0.08734131827060061,0.08704366915608652,-0.014325295921005222
