,MGH258,UKF269,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.07591136208140574,0.028085501862462513,0.13542952231207522,0.16267263904271015,0.14240585266809766,0.07843426351049115,0.04383219212664655,0.06775912870377764
HALLMARK_ALLOGRAFT_REJECTION,-0.003106244670531779,0.08207602096757355,0.13069105524089794,0.07860881863803165,0.04470897547538397,0.0745998997610538,0.04063132457690185,-0.017009553583816957
HALLMARK_ANDROGEN_RESPONSE,-0.019277379646839295,0.04853099043136215,0.14108410992054318,0.1058937087940966,0.12736121716663026,-0.020330117495980304,0.011125513425011451,0.04256376067093542
HALLMARK_ANGIOGENESIS,-0.044254697330897166,0.039495504136329226,-0.03399722127155252,-0.06580764849972681,-0.1174863700507317,-0.0734946913709511,0.018937284891397833,0.00569495208125799
HALLMARK_APICAL_JUNCTION,0.0027302475946798326,0.08182846961961558,0.16990235417968452,0.1595358818758997,0.13965259770282779,0.06418238591343156,0.04890452481741532,0.034700757943751666
HALLMARK_APICAL_SURFACE,0.03143276476363096,0.006047310161076898,0.2318413758253741,0.11115108187509148,0.13053327063293058,0.003923213409194859,0.002100793312737121,0.021988089505310532
HALLMARK_APOPTOSIS,0.004881117390128626,0.044362375493879884,-0.015817797383582195,-0.0365396450600795,-0.10026366539942724,0.021407374837445304,0.01733620616159399,-0.031612073011773836
HALLMARK_BILE_ACID_METABOLISM,0.058019038167344196,0.018676014448189622,0.031201830591883604,0.10902693293661499,0.187479924406465,0.03165423950416523,0.05023083231796927,0.0478498622322918
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.002280739195251986,0.03298000820067744,0.1386283110356083,0.15594111882022468,0.15004891381621738,0.06749161669758418,0.002971866233019545,0.050445086894521714
HALLMARK_COAGULATION,-0.011146413605915045,0.04770555191460928,0.17792428142581668,0.13064913856715124,0.05554442904281416,0.07608626026839456,0.04076598445439554,0.01200551585309056
HALLMARK_COMPLEMENT,-0.005736617446213494,0.08803689295435867,0.11474249609507632,0.09862424271417485,0.020906468679466373,0.06742861008222403,0.05560952006036806,0.013940605530884304
HALLMARK_DNA_REPAIR,-0.01136676057574553,0.06736221665176029,0.17378618841008667,0.1724765719236611,0.156356682043746,0.07223124191595266,0.031746333512781805,0.07587869519297757
HALLMARK_E2F_TARGETS,-0.035226214129380345,0.048107376643783846,0.2113463953745781,0.11995285736959703,0.07468256847278672,0.053733757411414826,0.018183323821446076,0.05115964233255589
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.006183015821010924,0.08031734468375036,0.06784100360048019,-0.03600462815779765,-0.11228329015806864,0.05739532878899229,0.03788111417842398,-0.027419348249054582
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.012103509615469505,0.0332117876054434,-0.028130708389418106,0.11486053670705139,0.07032589520313269,0.05572797100709585,0.08017713601467237,0.07509761329607519
