,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.07099477733188415,0.07407276447604903,0.09630240891973424,0.09140135323395311,0.15673629146698492,0.010096901083173073,-0.04180591080705784,0.0811875774902427,0.06769484954579215,0.15684940485254364,0.10267754286738445,0.0839931587935935,0.05694029659996874,0.1501915794089394,0.06241047384266211,0.0008896534191290972,0.04679015757264794
HALLMARK_ALLOGRAFT_REJECTION,0.09856778467803612,-0.010171963432379052,0.06737020083601201,0.1286155232829555,0.06388753163073808,0.0047004435767430365,-0.24366265834603948,0.033523914397791836,-0.05655784159174424,-0.2987537978536329,-0.053369581611896,-0.031182830352965152,0.03103204458613686,0.10343533602103626,-0.03783014111077712,0.01650787486916588,0.03178326193000859
HALLMARK_ANDROGEN_RESPONSE,0.05848801318250314,0.07040527760454549,0.07248300861158243,0.06760274840210573,0.24763445701831344,0.02962975945951941,-0.2471875785635971,0.022596118906849698,-0.03623760567963784,-0.12114589731790716,0.01873736890833466,0.08067145134216606,0.0729452239605954,0.12244354663482794,-0.010755426449886286,0.010765632905036555,0.01966784339783319
HALLMARK_ANGIOGENESIS,-0.14059077147334173,-0.00542823481052742,0.09364408114998539,-0.05448701585598216,-0.2523980424629414,-0.007847188954398888,-0.3150132633538768,-0.05765549354466125,-0.029439345298563225,-0.2806243462244583,-0.05472411058135157,-0.049839512732691695,0.05584091845144377,-0.13588770673578784,-0.12705547183494206,-0.10195823306586767,-0.19084489758304138
HALLMARK_APICAL_JUNCTION,-0.024368694638837285,0.07667504847029959,0.05249316050401712,0.0415525319082786,-0.018211431306488664,-0.003315483424091717,-0.19807732125232033,0.003671789613164936,0.030944854126097543,-0.011686666375590049,-0.0016231804434069007,0.09227933054860621,0.09337022593637288,0.12423870673651487,-0.01022459618759053,0.02166997120231884,0.14327481144719403
HALLMARK_APICAL_SURFACE,0.1766467175368683,0.1350825348423052,-0.006414323129417731,0.026988755016310397,0.030614179611478217,-0.0005248923684663944,0.2480852408885443,-0.042719831838219965,0.03863011845464937,0.11218188603829578,0.043620829040301005,0.040277078988816106,0.061062960279928684,0.10808224560262186,-0.00430104376059495,0.033896369058234885,0.12479062797090877
HALLMARK_APOPTOSIS,-0.05491446782974068,0.005359991340195884,-0.027262188355891333,0.01613072499514794,-0.041425727361736595,-0.007337094700430133,-0.06307006772804563,-0.18422449907871086,0.0022198200718387935,0.02122396278032595,0.02405629141060582,0.012469235479360477,0.0007478109705305559,-0.061034815233133775,-0.030244392263086162,0.02657171246836998,0.20759940940776897
HALLMARK_BILE_ACID_METABOLISM,0.002574998768755156,0.10019957753103531,0.04520378177792213,0.06197322102351779,-0.025474690394815456,0.006932438392884243,-0.2684287313880313,0.0020392087616976653,0.01639128734509196,-0.07417714679539064,0.012969848556596374,0.0720512996122245,0.06427736935699103,0.0912768375125416,0.046245799769605384,-0.018646926910306647,-0.013035302086359469
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06979522185251755,0.032238725738470767,0.0625942365310524,0.05433800169498327,0.025087887490180774,-0.0021183183911366193,-0.24448876514689372,-0.07880880855606309,-0.03055525275056541,-0.2212047744416506,-0.01888345513449878,0.11101724981660359,0.10389996668171252,0.14761840910037682,0.08623113547652339,-0.05679668528278241,-0.03584222419023484
HALLMARK_COAGULATION,-0.09327956203490523,0.02719189899354957,0.019623474372991077,0.05865264895172376,0.06169288870712877,0.014152823706493806,-0.29401110760325455,0.05087634685269504,-0.0439190843463805,-0.2953361626463351,-0.04809945323531505,0.012279161110836791,0.07165229059492091,0.09739700221606276,-0.02622902845961736,-0.06568448776517954,-0.13066137045702422
HALLMARK_COMPLEMENT,0.07824648718640179,0.0565739280891792,0.11765556756152434,0.060381101039992606,0.1810511919891076,0.04042349069917555,-0.18421959328953738,-0.08169716347492749,-0.03280366059069345,-0.17453794882143173,0.03390627056084322,0.06300569061376898,0.05778931179391293,0.12511340426164377,0.014221726840606606,-0.005501549790763287,0.12199597312666785
