,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.03708800049163728,0.10609531253016206,0.0876781936438409,0.058650587410927234,0.07818176202008482,0.10633121253839872,0.04718809288946162,0.019983787424251845,-0.00274953505309706,0.04357475421413982,0.025360588222658145,0.0408566572480907,0.06887708609411554,0.11502019435736764,0.1505788409293931,-0.026969056626717707,0.04312110009176135,-0.016131604286240362
HALLMARK_ALLOGRAFT_REJECTION,-0.04968524443023918,0.05517957680376269,-0.07420644977713524,0.01567712655764645,0.1610588245281166,0.16377748858842894,0.04478305976559123,0.1080338874235554,-0.04578905612811382,0.011926626076666827,0.11523762937153927,0.05447643758641065,0.05777571164902222,0.05244418554273954,0.08954357561665166,0.007561123523717876,0.047448459353814844,0.002949640142150168
HALLMARK_ANDROGEN_RESPONSE,0.020801669279530203,0.01789714451141537,0.0847399669174712,0.07338887378695126,0.1668814210982454,0.11937199449164825,0.054838320469529446,0.053113279868951466,0.029021874310575145,0.0433520099531196,0.001996539253187491,0.05570542613816208,0.0991659733349529,0.09243755064531357,0.1157080065171373,0.015418253624780056,-0.004898701064418641,0.0003760896572968845
HALLMARK_ANGIOGENESIS,-0.09846570846156256,-0.04589544492862479,-0.017575326977619356,0.042306922087101156,0.1925103665452018,0.12328402869086443,0.008841932977718922,0.13002706577985587,0.014740268613023858,0.13803166507038056,0.0863154178770313,-0.02227721684419104,0.03484126442403698,-0.09378195552828116,-0.05301253732432431,-0.07149295524204813,-0.006144297512353401,-0.0721568359562159
HALLMARK_APICAL_JUNCTION,0.03393219520334627,0.09099687005819872,0.07374167546697309,0.05781611177366824,0.21445747660030223,0.15357908368573683,0.027732516663332058,-0.004750555305538431,-0.036581809753086364,0.05227483710561132,-0.038305817847593036,0.03830669172155644,0.08228215816068266,0.11347781779440534,0.14139324865535563,-0.03509120373813865,0.059967670961272056,0.058188822772540824
HALLMARK_APICAL_SURFACE,0.060421480007527964,-0.023377556283805154,0.04383133859470563,-0.018598880924445692,-0.06288815821257832,-0.009924471196251792,0.04319716935858821,0.0343485148601,-0.015229335728580108,0.08438430377395555,-0.012746459344964746,-0.0019492392270890298,0.03470603341355668,0.09498208886286784,0.1241926030751647,-0.10649918914854234,0.03991332835997088,0.12680097400637055
HALLMARK_APOPTOSIS,-0.012659190394670153,0.016670361571238457,0.022238124840714458,0.04655526306199798,-0.06630186769865304,0.03609732019945843,0.05107944742943818,-0.03414088959321073,0.029091091213796792,-0.05862353957342474,0.055029713012912256,0.01048561176666948,0.08158523114486778,-0.07752465308700046,-0.06432981262499893,-0.007273005542100751,-0.06291887559900408,0.0861493635444242
HALLMARK_BILE_ACID_METABOLISM,0.04472032681510009,0.06264330949712071,0.020162616041580667,-0.002134912708749766,0.150742649841904,0.12588078315997442,-0.009718472777991588,0.06585211380854772,0.010008687899424513,0.011899716704857226,-0.001760118359258416,0.012359217563810431,0.05026953362514837,0.08937042821234696,0.13489778923002538,-0.048107340964796796,0.02297470330708796,-0.06739913576334663
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07067254239004338,0.003798703105850791,0.03992822970752839,0.05169580283097685,0.17812576353708068,0.07845583474055569,-0.011249843516677313,0.12731107501242536,-0.0230895443531886,0.1111343396662972,-0.0016323808508611766,0.07891168903749621,0.06784956498758817,0.12670970623307534,0.1447575153469634,-0.02972108993725234,0.03997775757892768,0.12036393604241592
HALLMARK_COAGULATION,-0.0381683488717638,0.031678723076489466,0.02148475162037242,0.02398893201309355,0.11302080653829301,0.16948569105806807,0.02104218480180776,0.1084946116457927,-0.0251076146787372,-0.014110312293564319,0.022616661400797284,0.02404301766120354,0.08070844104053125,0.09121875886405378,0.08383502972782833,-0.06375529177753897,0.0014000275214132128,0.0748722465935682
HALLMARK_COMPLEMENT,0.033300042651088706,0.02100536762758732,0.08751489718162211,0.010648609399202865,0.09865085373991118,0.15121725505652814,0.01870073638887869,0.0853506543042396,-0.01924607425561111,-0.011738457384000827,0.10103972845773564,0.04881254531608521,0.042286631142853415,0.05910534037492697,0.07428575416367061,-0.018247989468747464,0.050984055852106275,0.014417559431234019
HALLMARK_DNA_REPAIR,0.10672942540376824,0.0984415506236359,0.07736097327644857,0.09367307853800108,0.21563074062592,0.1341630484949033,0.0829085570189503,0.009497846713119583,0.00842171611426567,0.12706662281299294,-0.009296306852166385,0.058979377739688775,0.0939141220035427,0.12752789376642276,0.17305733998150513,-0.0034966731756666336,0.07527758202624096,0.05718898733582534
HALLMARK_E2F_TARGETS,0.07116339061138717,0.07779386251268788,0.007848943503714406,0.03404483045080027,0.2179650191700624,0.14966956542210952,0.007038884954698116,-0.02875126588741946,-0.0037390402098456945,0.032144967796788465,-0.08524840363772403,0.003860173781591452,0.0226388179563377,0.07071424061141576,0.07419168520763013,-0.07016976904759609,0.02786036836073773,-0.02861038905035735
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.07283801443195616,0.06217485628113669,0.1095042945077164,0.07016788689985898,0.20829537312268495,0.13838543652861662,0.010523550765755013,0.08193442935986225,-0.010671602612316847,0.12831317611535942,0.02742308469503955,-0.013161722749114925,0.1409323813165339,-0.02903070969939637,-0.055556225319256525,-0.06717139799616237,-0.027064343608110077,0.04406275087224056
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.058641262292421205,0.026891141442721797,0.03611790835057189,0.03362534627477778,0.09066042268034585,0.1260414326858969,0.05904825036746565,-0.010564650233073946,-0.040199784851711766,-0.024137472215234934,0.08121398850148209,-0.03542862517894374,0.06081171970687812,0.09205958801034454,0.11394008441048273,-0.036329562649726865,0.026309745415350857,-0.07261772986099695
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04699955025187765,0.0024443908388852827,0.05585549138726969,0.04517871036189339,0.06839320056497403,-0.03208684517835629,0.09760094942768557,-0.047295415832471766,0.01048343329239546,0.14129039597859908,-0.07876924469091874,0.05295244500561257,0.06504445744318814,0.08984923359499183,0.13541347858318267,-0.044324241565682966,0.02434446705522484,0.08753966811247371
HALLMARK_FATTY_ACID_METABOLISM,0.020376854673249123,0.030819475395390723,-0.019106905357128445,0.06035891061991258,0.024201383003348047,0.10132890242285895,0.050124246590471516,0.038473438027818795,-0.02734861602279423,0.012210065976158289,0.06822153127768955,0.03372031081652914,0.07774764249659305,-0.05526755781169392,-0.005833387322287783,0.0003524451360688913,-0.00021020075704898314,0.0026461408417396072
HALLMARK_G2M_CHECKPOINT,0.07599064164930887,0.04919403357039344,0.06937100935794822,0.028292160788908092,0.20916046854255962,0.13253456643394237,0.03313002592581789,0.051317022178458654,-0.011355310297694106,0.039331416802535504,-0.05005042139698806,0.005034696168105523,0.019280722045258335,0.030993566621671804,0.04523373303742515,-0.005045070305890906,0.04492227783313655,0.03544742471277906
