,MGH258,UKF243,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0031592465566044883,0.06476332463104904,0.0492741907041172,0.030587091551578703,0.09577895233062617,0.03235193755509644,-0.05173259585465998,-0.0019489576304506913,-0.03300364893103365,0.15600212670413344,0.1043304141685506,0.01950935383707647,0.08446060282341393,0.02850661178152126,0.024211939649890716,0.07921007699231788,0.07801626563635805
HALLMARK_ALLOGRAFT_REJECTION,0.09569138984826434,0.01794290361357414,0.060572913589019686,0.05824818647458559,0.08303490124347603,0.14765782450206602,0.055851053282046835,0.0332484782342071,0.11907690636187226,0.0751773594573318,0.12539058278364287,0.0617837471240743,0.1011467888551184,0.028044524062669954,0.09500447862510182,0.09126571125368942,0.0826247680807569
HALLMARK_ANDROGEN_RESPONSE,0.030665752184833077,0.07173170811025721,0.030062562209646936,0.01954471717804562,0.02335963238644092,0.06707447535594924,0.011920010594270938,-0.061807631277980085,0.06298077172143912,0.06060334670119505,0.041116737043583006,0.04063600904587387,0.07174192636463471,0.033377853155516723,0.024260620331800646,0.06791265555258985,0.09207756309033367
HALLMARK_ANGIOGENESIS,0.04135395638955525,0.09089288364802092,0.04411141662201847,-0.011617868673534815,-0.010474701780419236,0.11762754191505978,-0.006379540245299437,0.017601133995507143,0.09698190122875763,0.11545215819915594,-0.04276544843015888,-0.002482753396418748,-0.09322624838781629,-0.06627480389978285,-0.02174165563431126,-0.046014378250171246,0.011143579806201311
HALLMARK_APICAL_JUNCTION,-0.022509331902839484,0.05565420424355075,0.08721667288064829,0.03734559000242394,0.035041362356980646,0.11364078798697326,0.002654256975811256,0.022321108455011257,0.02352118044978878,0.10681439370172512,0.10977800397059471,0.016966343692278937,0.06209106719195809,-0.0049563260776555014,0.0319955112532265,0.078297739231947,0.07193709671370689
HALLMARK_APICAL_SURFACE,-0.019510415573078813,0.0689317000842249,-0.00526498011970941,0.038758546493085806,0.05937088194334498,0.01612269913548198,0.06961762509339499,-0.0012734591906844687,-0.10062715289176251,0.10603869969973741,0.09416355992297146,-0.0635447944755314,0.06041063743183357,-0.019191792700945974,-0.058293769274421876,0.03588709259055256,-0.010378401403709001
HALLMARK_APOPTOSIS,0.019624521328034487,-0.03370728307502516,0.05591659567433777,-0.017887877853138445,-0.08143548161109535,0.05484903538749999,0.03485667476339688,-0.0064174080808786,0.06078030539307521,-0.02509484005113314,0.027307333136783803,-0.019564346546363052,-0.03328413166429903,0.01486305655879049,0.041776179185350475,0.049653848453464156,0.0684710747677459
HALLMARK_BILE_ACID_METABOLISM,-0.06490414596784727,0.06909635781689534,-0.03494273232715447,0.05205851542711128,0.024133050848060267,0.11363213436266631,-0.016618941388514,0.014366473497494932,0.006743197401380053,0.04389880058126531,0.03744292033169828,0.024551945018483342,0.06488879522543783,0.0511697037093673,0.05358382735993547,0.06645074582031525,0.0743475927344943
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.011131260893684023,0.06203827116470646,0.09829040707624735,0.029385785675896434,0.06971420732822808,0.014571197148686163,-0.02451842904681393,0.03383719229530605,0.11821573907401947,0.06327113964609575,0.017783445396371417,-0.013286698656367365,0.0963961029798487,0.0036626822063007595,0.010010022510863524,0.07858070856284508,0.06177645273991571
HALLMARK_COAGULATION,0.09963537105996927,0.027555117838786506,0.07536867933228256,0.09674743757709771,0.007216040533615728,0.09779674273425301,0.047974244629106585,-0.024498381384014244,0.1253317590878354,0.08902863035603975,0.12220011529063841,0.06068743320105162,0.06056910151506168,-0.02676682749284673,0.030532992203889463,0.06747822637839092,0.08611537859966821
HALLMARK_COMPLEMENT,0.10633760436841995,0.07195195676994763,0.02555870571063512,0.022978865205507133,0.06833870030647635,0.12988423316751863,-0.0357663145069212,0.05314272031157448,0.07784936116895062,0.1397833358009463,0.13225529592749358,0.01994437717036652,0.05484856904211474,0.06402481092908696,-0.016110403168112578,0.09028822326813783,0.11276775351031292
HALLMARK_DNA_REPAIR,0.0010500300252935964,0.10000607205962478,0.07397017522212598,0.002085357967648997,0.016941595145609365,0.08246189873290005,0.0036746019702980585,0.052107289527777226,0.0049842561851450575,0.030546747590986967,0.05585063439395933,0.013274129388099132,0.09192865737501592,0.009682779573851424,0.0483965282970637,0.08523956430739883,0.08733050700854593
HALLMARK_E2F_TARGETS,-0.03143092928628079,0.08395898518192263,0.09195969418556599,0.03750307612634273,0.07624738341763569,0.0638593871207793,0.031974772928163635,0.0018265323122165723,-0.06453441148887337,0.012136999302355813,0.08798588351304601,0.005723178009961082,0.07779505818506557,-0.040757598147959456,0.0049428745418279895,0.035636957185657216,0.05191557093378518
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.006003205489260179,0.061860838053545204,0.04072092706450841,0.03250686888695339,-0.023350312603105543,0.12789410192452888,-0.008580953470898411,0.001282013504736731,0.0941063788643283,0.08521692464653186,0.11684776293620189,0.0005008253932976139,-0.0035272776069754253,0.0224375921174598,-0.033266536320227406,0.031039634059438395,0.04527169355330562
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0011096525662773276,-0.012532735439463,0.03297775854487077,-0.04854047276911271,0.0006735247326118703,0.08849178755683607,-0.023172281622832823,-0.026453485662398968,-0.11116999601524816,0.18650163006557838,-0.0014704352554632898,-0.023731106903608204,0.035016022032921174,0.006826696978822891,-0.004922428285792697,0.05997635886996271,0.09437366041410927
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0006073088548133354,0.06910097283627405,-0.016929759090284754,0.08103541496941347,0.029326877752245822,0.020921265176473823,0.055501756524315646,-0.0019416010425048007,0.04306735273901289,-0.1042058598978597,0.020065316183675668,-0.009428855683377322,0.09332487922728547,0.017839395478676683,-0.0073688413944796435,0.03808270048700485,0.023514407248679644
