,UKF248,UKF251,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH916T1
HALLMARK_ADIPOGENESIS,-0.054334165608266004,0.021470115636669992,0.08525993791657922,0.03180276426566446,-0.042012073491432246,-0.04137335556138797,0.08566263736275191,0.04086255583870945,0.09332208504378041
HALLMARK_ALLOGRAFT_REJECTION,-0.02464681183896569,0.04002561439453637,0.07580176689703809,-0.07362654125537639,-0.019357739213339716,0.0640110858496088,0.09679826417128083,0.05191864269856424,0.039797900278833905
HALLMARK_ANDROGEN_RESPONSE,-0.00794440443734727,-0.00921780333166032,0.05186295402308352,-0.04964900757686546,-0.04915851115044929,0.006828365219453716,0.05079315013333901,0.052262397522851216,0.10093877513484155
HALLMARK_ANGIOGENESIS,0.11851150664849232,-0.005502330595439792,0.08663635055601612,0.017386918299140516,-0.047798561815813295,0.028442616275227966,-0.026104168000254033,0.05710575698595625,0.00338075852479374
HALLMARK_APICAL_JUNCTION,-0.06797811138523172,0.016637359468113316,0.09660054361020977,0.05189411749914315,3.3286548603156975e-05,0.015726099719915867,0.09999499191635389,0.08635656377076663,0.08720084855907115
HALLMARK_APICAL_SURFACE,-0.047355299834620335,0.00693433490589631,0.026579261984127665,-0.005453797558730167,0.012915642195101308,0.02794888359555825,0.0971988556941553,0.004038829524392446,0.05604150616378646
HALLMARK_APOPTOSIS,-0.025529811474521803,0.059915254456577645,0.0011213344561841192,0.016351646706240147,-0.03366359111529212,0.049377419373253684,0.047752970184657906,-0.005767403613502152,0.052236459272323725
HALLMARK_BILE_ACID_METABOLISM,-0.048890677049175636,-0.047882027092369286,0.08975292177498684,0.052043376705209754,0.04258338205436013,0.006515111962593164,0.020603184042681452,0.033503839917183524,0.0830826276364214
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0202087816324,0.05052195767767198,0.02802020748985332,0.06315248628666252,-0.04900282623923157,-0.02175616815035476,0.10229621967445894,0.05751300842560354,0.10416597087847972
HALLMARK_COAGULATION,-0.029746130341981477,0.038603854394810844,0.08042836476621817,-0.02760722385797459,-0.035502267081197525,0.01486047898217176,0.026732536566878778,0.086862208423406,0.07610307460452256
HALLMARK_COMPLEMENT,-0.016478833393141105,0.032341271425506544,0.09632711494614628,0.010480027977521535,-0.044581763452791634,0.04118509182818762,0.09173512327868845,0.05609926607725196,0.11523702200212252
HALLMARK_DNA_REPAIR,-0.0638338054304878,-0.0071461521886412435,0.0957797547245295,0.04459009127969558,-0.0593823203921755,-0.013058487376933145,0.09404357273573419,0.061962557084592855,0.10600864136891622
HALLMARK_E2F_TARGETS,-0.10470624557004424,0.01219773207943293,0.08454243719582011,0.03815033721842476,-0.02805229398005157,-0.04927662322873264,0.08352805224902043,0.052986490483702464,0.06937891170195658
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03350662635892978,-0.013414402465101602,0.08148401004319147,0.022500080434004647,-0.03524509636316347,-0.000340889761536245,-0.010953332490623234,0.06693237530128722,0.058929546953111714
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.009562713548740765,0.059080166577160524,0.026602135085302236,-0.03528954148157575,0.02511659045476364,-0.06239189506579404,-0.09100206337322658,-0.025556994146287256,0.06900439180295302
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.035824031074654435,-0.055790757842345,0.052333770092407354,0.030912592988957384,-0.029705294645609583,0.08317228957246002,0.12360860872029489,0.04741299041439738,0.10129890566169991
HALLMARK_FATTY_ACID_METABOLISM,-0.010419844041639691,0.01601154792720519,0.06163320637399608,0.035975666906498165,0.011040545650137065,0.03836202033388815,-0.0668732924993015,-0.004725016708146634,0.0538627029319279
HALLMARK_G2M_CHECKPOINT,-0.04974528521119227,0.05228199365580179,0.07993635190735236,0.0243807555708611,-0.034218080706163105,0.043158988931424926,0.07180356344970623,0.07628013688458415,0.06793169827367448
HALLMARK_GLYCOLYSIS,0.008979483299839403,0.027457881186948,0.06404447289459586,0.024639575373339793,-0.05105533298379884,0.023725463123199713,-0.010723387384137207,0.018203974433092292,0.10181525730412955
