,UKF248,UKF269,UKF296,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.020369800054138194,0.06494329232491296,0.055212576118007714,0.041861359566573816,0.1697734501303773,0.12340823685642485
HALLMARK_ALLOGRAFT_REJECTION,0.0272961739751918,0.006650200985199338,0.08158519229216554,0.04268634587950073,0.07217931910234192,-0.05189708071579278
HALLMARK_ANDROGEN_RESPONSE,-0.0013632772513589555,0.034333511239265556,0.03738884990469053,0.015963071746010343,0.05476206002298235,0.08607881477861573
HALLMARK_ANGIOGENESIS,-0.06264998081853335,0.03240092582363586,0.0326007601511288,-0.03831620372271483,-0.14244934076483143,0.030976642056382717
HALLMARK_APICAL_JUNCTION,-0.001315077931923542,0.03647422565361387,0.08711349416364636,0.031636800592380054,0.07149363217684357,0.1233456457319252
HALLMARK_APICAL_SURFACE,-0.03370345308652272,-0.0005240909896527676,-0.021014811374645764,0.000544830282739618,0.004914751765970189,0.078422918221247
HALLMARK_APOPTOSIS,0.06219056686267916,0.025340287001210157,0.04901157745786198,-0.008889641610415052,0.022255671329092314,0.02836884146744451
HALLMARK_BILE_ACID_METABOLISM,-0.023338384635174524,0.023730068187960054,0.05575650265875694,0.062205913001724886,0.19388617003617206,0.17752129578346054
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.001946679143680914,-0.018080600786898167,0.08375375962097535,0.016049947458536065,0.16630553434661646,0.228406508424246
HALLMARK_COAGULATION,0.020270834996700668,0.01752591481877882,0.14457072239582197,0.012825685159469873,0.02936823046769521,0.12210519616808191
HALLMARK_COMPLEMENT,0.037664915039454065,0.03063781387164816,0.048522875778183455,0.029053977477784054,0.14381616742170628,0.06851350310470435
HALLMARK_DNA_REPAIR,0.00038796905886689513,0.04736166851896322,0.11971191752957133,0.027369067567920416,0.19643433011751948,0.14632807722771937
HALLMARK_E2F_TARGETS,-0.012090970037205656,0.038568829300768444,0.042524616310324816,-0.012402371610315965,0.14893623547240564,0.1993241664826808
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.008081060824726555,0.05516513268445419,0.11862776907588962,0.04142193909778072,-0.05322504874761788,0.0832009925221764
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.003438888829517244,0.037158388443447835,0.01034340748996961,0.07172539061741004,0.12845885747034338,0.10593484615231269
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04302010438879142,0.0011231274135093633,0.01831401700426656,-0.03884175788765473,0.14189641155235833,0.0995007954281648
HALLMARK_FATTY_ACID_METABOLISM,0.01214037806468874,0.04079048847166589,-0.0016004696204840144,0.05440256434399241,0.07037580622015913,0.07245451276463363
HALLMARK_G2M_CHECKPOINT,-0.001685861641753703,0.05745724953900433,0.05105040121621367,0.07833435383391268,0.10149182158280219,0.10885922408661884
HALLMARK_GLYCOLYSIS,-0.03480718710508953,0.05550904396835559,0.018224181929131878,0.024616110697871306,0.1460656176768985,0.14296634728732027
HALLMARK_HEDGEHOG_SIGNALING,-0.026111543534874413,-0.0049776633196254964,0.01933542930459763,0.06773928134784325,0.042321762817391105,-0.0006172835805684339
HALLMARK_HEME_METABOLISM,0.0020903079899134316,0.05965952441062201,0.12899111718700537,0.0305249148696464,0.17517640349092467,0.0810272108587145
HALLMARK_HYPOXIA,-0.03862933174729962,0.023117006673912085,0.004551217437476823,0.03279090786247705,-0.007545667972703078,0.02963409741003626
HALLMARK_IL2_STAT5_SIGNALING,0.027141024257873753,0.043691066026229984,0.03759954746874538,0.005032246361508665,0.10405108467917674,0.10551648343547232
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.002908679627450903,0.033820980555877435,0.05634830385317765,0.047062377961169875,0.07144295090827125,0.1581800441735434
HALLMARK_INFLAMMATORY_RESPONSE,0.05187422221946556,-0.003983269987720161,0.012584165016204588,-0.005152607941390924,0.06648830386030025,0.037296552677872435
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.020996884702983717,0.013831803818798104,0.11655784036238992,-0.019880467037278377,0.09890719504013083,0.006316126669032426
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.035493893006815005,0.01028949359036657,0.14112345776801702,0.028010430648146616,0.05877189559192518,0.09677675839319709
HALLMARK_KRAS_SIGNALING_DN,-0.026893043616859114,-0.04608439383177542,0.06381015864789633,0.02851580903440246,0.21810929656394706,0.010763119878092737
HALLMARK_KRAS_SIGNALING_UP,-0.007575689738625979,0.057976400524174465,-0.001816518025215591,0.04603788437261761,0.09458743783426259,-0.07083583439840375
HALLMARK_MITOTIC_SPINDLE,0.01051787108173738,0.04003169334650374,0.0527339007650569,0.0386415765458683,0.19708215378473445,0.08918726008844066
