,UKF248,UKF259,UKF269,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.018338501945144543,0.040042289877336906,0.09569117511163876,-0.00015443963058704,0.06178963605819277,0.09165829262500119,0.07739538331080603,0.08228251975561417
HALLMARK_ALLOGRAFT_REJECTION,0.0029846400702499935,0.0016080975591505967,0.1242616055630907,-0.022183802874942916,0.057794040661689625,0.0805786592339612,0.039644948456094155,0.0722973779279112
HALLMARK_ANDROGEN_RESPONSE,0.035878732945213244,0.020895080739748582,0.09897732808677603,0.025172039643031264,0.04357732204023576,0.11430052050913718,0.0649778684497783,0.049233060956825794
HALLMARK_ANGIOGENESIS,-0.02729194728773006,0.017000894486935293,0.129597808611941,0.06480082977238755,-0.00027843524211193114,-0.03850980706214012,0.023731434683671847,-0.02961305794354501
HALLMARK_APICAL_JUNCTION,0.02914110294415124,0.0276695306554056,0.09778330453063402,0.013473383635066817,0.07085646773937683,0.10442354519564163,0.06631437640865934,0.03655889424916301
HALLMARK_APICAL_SURFACE,0.005147479441290298,0.05266856603730497,-0.04284204424000378,0.03400645552473829,0.0061903960382492075,0.04311377841304118,0.03526751955353167,-0.05217853864913108
HALLMARK_APOPTOSIS,0.01803569483339872,0.043069967873141005,0.018952176771056862,-0.043382334317057035,0.11361119411482072,-0.042611947539490345,0.002626585035596883,0.027361128743509634
HALLMARK_BILE_ACID_METABOLISM,0.019717085933035554,0.003946909631612865,0.09614780263541194,0.058144894977587055,-0.021422498657340104,0.07301042964292077,0.09410789307834862,0.050947710483639275
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.025274326845197276,0.0412621209705479,0.07320726985659373,0.045912057338554635,0.043670838229672077,0.09424887102942428,0.09915774602384408,0.05254564065329316
HALLMARK_COAGULATION,0.040619774261091285,0.06287419578015839,0.09574953844104761,0.002497368317906584,0.09421198552928829,0.06417852841627768,0.0670012277926615,0.04210579382947371
HALLMARK_COMPLEMENT,0.01587691489005711,0.0007956291353111107,0.11111311104580085,-0.031156028073157833,0.06378480865609705,0.07780118449689921,0.07040247214494903,0.05538610448516511
HALLMARK_DNA_REPAIR,0.014750993691805426,0.029508689277650307,0.09675706843788999,0.03905781333766475,0.0699518497304766,0.11122044466943926,0.07750882051982774,0.07158511990198085
HALLMARK_E2F_TARGETS,0.023818634218409525,0.03636441525850339,0.1124971682701815,0.017161996392733907,0.022381719957638612,0.032422410996549224,0.03877333907753155,0.01443838292835492
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.062143317227118855,0.015224828582377354,0.10319688461557525,0.012312318253282982,0.1271378786181489,-0.04522187037770158,0.0006124600260544982,0.026470387428054992
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05890476536883703,0.018166079397422152,0.09216678146453594,-0.08487525773339463,0.1510264242377537,0.08369469657838631,0.040313522540533685,0.033801183113668545
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.010969456062526894,0.03146563820199499,-0.018277625104128885,0.05060400652091388,0.04284820643964606,0.08755458809648788,0.060514115579549874,0.03907687471049242
HALLMARK_FATTY_ACID_METABOLISM,0.026005587965561194,0.03230618146689922,0.08435502508375645,-0.055026119472638094,0.11874478255362232,-0.052088813665153236,-0.023494885787913995,0.0012977648709672613
HALLMARK_G2M_CHECKPOINT,0.025294035703252792,0.022433621818811575,0.10245721252192799,0.04538626531797246,0.07475227921832087,0.0664617007350141,0.02625693960702919,0.03808356511083397
HALLMARK_GLYCOLYSIS,0.006201645059953755,-0.0218774783882452,0.10759019987586235,0.009798267013472967,0.07936899382796078,0.041987540964713625,0.04189840762282595,-0.017398356058765257
HALLMARK_HEDGEHOG_SIGNALING,-0.011369959433421468,-0.038103563803651465,-0.05440283414891865,0.019605442582410235,0.156982909384965,0.02000961074136196,0.055963125398587714,-0.010098392727405764
HALLMARK_HEME_METABOLISM,0.04107998151120906,0.056731173255954385,0.10427621587999338,0.01345492274703429,0.11785766119978916,0.10077686653273384,0.0686974450456668,0.07670069629614036
HALLMARK_HYPOXIA,-0.016969599706948762,-0.002109026532763654,-0.015959328090057266,0.01986878486754968,0.05358679353924939,-0.06639665254746305,0.022612424154004742,-0.03250294692938258
HALLMARK_IL2_STAT5_SIGNALING,0.0343849996468222,0.02248377654098224,0.12294179375493214,0.002158425022642823,0.0667460663487859,0.07470430094321,0.10896422703724282,0.00448161328693289
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06509913301929346,-0.004577960553287573,0.07827365042919768,0.05446491881968248,0.07171425540309063,0.02072900424423672,0.03834643382913285,-0.016366991191764362
HALLMARK_INFLAMMATORY_RESPONSE,0.015852652712144172,-0.02349243093376346,0.021204354269614065,0.045370052299855405,0.1045377454949172,-0.02389732447306348,0.018924865016820874,-0.011470906723378832
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.012180832311311765,0.055462824203616416,0.08036104031570687,0.0922697573399119,-0.02329208789963901,0.10013742639155378,0.06447083082986288,0.09178036155031812
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.02020839668207974,0.02311559134886955,0.08584450750198112,0.05885208590955532,0.13223710593841376,-0.001170777890404488,0.020459624091850773,-0.0013927425301436332
HALLMARK_KRAS_SIGNALING_DN,-0.02343718118269217,-0.0059157870794132586,0.01040351808613589,0.03798616253234024,-0.002640580010125889,0.08671903461469548,0.05824831845274784,0.030606583501008932
HALLMARK_KRAS_SIGNALING_UP,0.04100782862281759,0.06523632756150466,0.0325397003735241,-0.035118962993052484,0.1074352842954605,0.06936606593136131,0.11058747600778514,0.02161216269764749
HALLMARK_MITOTIC_SPINDLE,0.038055840311950105,-1.8797312128774876e-05,0.10572214423066514,0.01617035584653492,0.09752780637416071,0.08162380335295526,0.06357831894280558,0.043060228105798654
HALLMARK_MTORC1_SIGNALING,0.033804513192982416,-0.022559675418371474,0.08549602713971377,0.05218570355751578,0.06740844660017958,-0.07173180614508,0.010429523641132206,-0.042770106304240794
HALLMARK_MYC_TARGETS_V1,0.037990725569743526,-0.0034148193358829,0.12804710389352503,0.02126433937199978,0.08114389883158625,0.10532549303837418,0.06817964389515989,0.040249645246497205
HALLMARK_MYC_TARGETS_V2,-0.003202211639088732,0.05829855924953508,0.03937489463266353,0.038030383421109815,0.08025749998243586,0.014279942745893722,-0.002985755022385885,0.0515327489337062
HALLMARK_MYOGENESIS,0.01982012134934316,0.10975509202023793,-0.005409544955292562,-0.04172083923594282,0.021084607300710812,0.09515402089729917,0.0494779251169647,0.064058999136365
HALLMARK_NOTCH_SIGNALING,0.03102938144477239,0.024511669315077905,0.12905466749490646,0.01948842673136402,0.07820122155098862,0.09731120150256797,0.09974301278229307,0.06183452284276293
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.018300245424375586,0.05599329867773157,-0.027780957723438197,-0.0023105035427434767,0.04620180825855355,0.0986716497765548,0.08580805409110001,0.05690968680276253
HALLMARK_P53_PATHWAY,0.03927013381708586,-0.016759010988583654,0.12066513534968851,-0.03792472105186993,0.09800633326728583,0.08294588957602678,0.09611202698457974,0.058401680913786766
