,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03885200412113136,0.047613152600766664,0.009023480654318159,0.07644404110756771,0.16863848383810037,0.019339088017008496,0.09116140692455775,0.03668775945573452,0.132199932330156,0.05875370515637941,0.016941559299665836,-0.033334876228349464,-0.09217936886280585,0.06769824351285833,0.1881995953954934,0.16449584803751516,0.10431571776818511,0.1415490719430217,0.14019399434982857,0.05152601619976607,0.09066410268945514,0.22152973883684904
HALLMARK_ALLOGRAFT_REJECTION,0.03042088574443669,0.059846239637509235,0.006998854440732623,0.024128781957551904,0.0034587441355734463,0.07396830562062327,0.032242522975924955,0.005399485992033612,0.15786491038508021,0.0700205865964268,0.04043434144594006,0.041757020694622386,-0.16189621107173088,0.018198380089649878,0.115334596609676,0.17332217138124653,-0.00976306437094048,0.11616983199091462,0.08003697867189416,0.011771830353481475,0.12412852815947603,-0.030521540708949028
HALLMARK_ANDROGEN_RESPONSE,0.007690595875071677,0.07388608424960354,-1.0872603501678077e-05,0.01994042191883589,0.10170847706006653,0.06282370029706615,0.047761902741204704,0.03333021333084231,0.11614062084636506,0.10183186140474002,0.03304472808842349,0.03533399479360567,-0.11254110398478047,0.08081884684136324,0.14182215365620582,0.11124173400156162,0.10405090102416321,0.15365935834486233,0.027430153653307796,0.04644945460161909,0.19086548625244243,0.17740556334863253
HALLMARK_ANGIOGENESIS,-0.019084907677209693,-0.07075674484170556,0.052823286130731305,0.09643143548489444,-0.009775460694123071,-0.014972105023442069,-0.06960633085367027,0.0010654116602564162,0.11210588533127808,0.010195328820097273,0.03700030178034512,0.0655127444838568,0.15038646174762424,0.0357323611123082,-0.01761546661630639,0.008214987784462377,-0.010623526781217795,-0.13799448683359639,0.026845959190945737,0.08147124857800885,0.12952510307325282,0.12143235555941266
HALLMARK_APICAL_JUNCTION,0.0113461881623985,0.04208075076929733,0.038108965734864476,0.05770551685831234,0.07916087113553728,-0.004096839686031337,0.10972652364168949,0.024174078680336386,0.15765288629852806,0.021959539774315147,0.03226031384586407,0.09080080417187292,-0.10294700163184373,0.0927701951371416,0.20675469540023556,0.1824975531835867,0.10565961426086179,0.1718180941064789,0.11346322354431158,0.04962414144762931,0.18676229789886595,0.19134499659360815
HALLMARK_APICAL_SURFACE,0.012907409737974208,0.09072818412480599,-0.02048762011094515,-0.009321258761979086,0.045937256721653975,0.02683547423499804,0.0700607625575456,-0.0343595600472162,0.020920555631534228,0.14234411744911032,0.047444540584088056,-0.06916342118341436,-0.10485846600505956,0.11024405604161963,0.06822093942246221,0.17568658348412228,0.09224451706809284,0.1152396900090979,0.012745212926603402,0.037895360951290855,0.18431209463597112,0.05343612925713876
HALLMARK_APOPTOSIS,0.023988857159064323,-0.008177242182790414,0.029165263581716876,0.030218527179077536,0.10151964164452638,0.08426772989981014,-0.031289024692712754,0.0023545642791638305,0.10430049831810183,0.05227485119807196,0.020645098555022154,0.08864477269608648,-0.0027072985310159243,-0.042831854764891826,-0.031060022814082565,0.07967863900746985,-0.028652776947304663,-0.027001219935957416,0.07593850431968929,0.03602222346786013,0.10138685996564305,0.06046526519619909
HALLMARK_BILE_ACID_METABOLISM,0.021821829085259304,0.046867223973371765,-0.04728922067433447,-0.016595961993555113,0.06162483821730005,-0.01477416011250816,0.07678892957645422,-0.022923113567462638,0.15575492972703242,0.0416523305851842,0.026533364639980333,-0.024797918828268338,-0.15413067211152975,0.08937563257878803,0.06618213316824792,0.1593585071071338,0.10818917458585299,0.1350635234731567,0.07029530448711077,0.037614079686044646,0.025393031591366955,0.12851066301861122
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09661525928971945,0.01938582080585165,0.002347340169176273,0.027378309399065492,0.11283043707734253,0.04245935479168535,0.0719781728498468,-0.038501920842966116,0.15902296573381858,-0.054325166472927226,-0.0027918621883215784,0.0032099596396603864,-0.1406558213625742,0.09711352853329652,0.15455820443179402,0.1526958888354999,0.0841347684831199,0.1765680002892111,0.056734930860486525,0.05754495416030887,0.058576745895489835,0.20073725129993783
HALLMARK_COAGULATION,0.03229677256406591,-0.003936816767460863,0.04413342113581604,0.02287696423154155,0.13550818665563993,0.07398357778361937,-0.04696081510562625,0.020480097506083237,0.17857925045862222,0.06525074102229855,0.026900538468579014,0.05044521504230908,0.012631382022022979,0.030552195282259623,0.18647958721660318,0.17276395495189442,0.06715362351023225,0.11925826551552951,0.11490644366305561,0.010311879847066923,0.1516805371795226,0.24061846676861937
HALLMARK_COMPLEMENT,0.054555668324890116,0.11914992959542439,0.0007796894686411357,0.017864255800538013,0.09664126255569021,0.038620565120626275,0.010445541480854222,0.04844536712783165,0.18045074745195502,0.08370993334277768,0.08467677213225724,0.06970864079496941,-0.08396026270745763,0.03222987770231024,0.1046420759684731,0.20703374187779403,0.03684354978159253,0.08916866687094725,0.15849271778399396,0.07043091028902077,0.04507950723853658,0.2636894154614009
HALLMARK_DNA_REPAIR,0.0044250587171989365,0.0782044477312879,0.008705406379478978,0.07398756787919811,0.16678237001172883,0.07310491965622541,0.10157992591907916,0.04535512495470431,0.1433812710231463,0.07129609897943243,0.03194886738570021,0.0020225127773317343,-0.07416497115556549,0.10319672165879397,0.2073839724148852,0.1715871252476754,0.08791104706594365,0.15812223362577965,0.13582158635409916,0.03910560162621275,0.10775082464147295,0.19984389917532447
HALLMARK_E2F_TARGETS,0.0070114900886689285,0.07393068210261328,-0.021929734497111747,0.047285319517159835,0.06938450159492962,0.023572447056063102,0.0921166169841809,0.007355946379843592,0.11318690192196491,0.038213107762266524,-0.0031420644278681424,-0.0046641857641488245,-0.08253720601789426,0.05480427456685545,0.08153177150966791,0.14647383679858803,0.0313087169035492,0.09835017626159026,0.09748906346807033,0.03897495914543237,0.06563979384306373,0.12539971704102426
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.002444362711604468,-0.036983818554889275,0.0698746476108917,0.022162525981517304,0.14648645032269564,0.06869643429028292,-0.060612301719335876,0.029502321034838692,0.1809189386913408,0.0032164871039394045,0.060721187285786224,0.08657608681580917,0.16854294909718096,0.07653384725854528,0.15473098609430805,0.1284113958755179,0.008435377591648757,-0.002829654424617613,0.140817524938249,0.031080489112223265,0.23358177144060205,0.19446820696958791
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.009785920801324798,0.013193615787643798,0.07022579984489533,0.043124439968830475,0.0728463639018606,0.050078787295461516,0.00010960042086226487,0.04789234912958333,0.14164215609244202,-0.014558715486441332,-0.0013946115703048613,0.004735325900202482,0.1258272470343762,0.02689959038550987,0.14467147050291682,0.22795746845903997,0.07117665186624611,0.095708758149525,0.11283068664256796,0.06910106982718436,0.07881009009708663,0.2012886975901502
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04976240252046219,0.07246665900333212,0.03236410187317317,0.03017817023612148,0.09731109450796849,0.033442449185031836,0.08120881894667653,0.03909758408570175,0.03379108324861892,0.0850455820911795,0.018127495692576188,0.057433090802118995,-0.13210692831848542,0.08173293651419596,0.10897726506520955,0.02786919621196528,0.07874178123614914,0.14104397674246752,0.09913140218607187,0.043113525853089106,0.03265641610170907,0.13884978176846022
HALLMARK_FATTY_ACID_METABOLISM,-0.054664277019508815,-0.05277072194836316,0.013314103181708378,0.029284319861421205,0.06433242771018784,0.04353918922878983,0.0008645613976727215,-0.014803381273317623,0.11277772791850586,0.030336885015080542,0.012244230745721136,0.03197286123924369,0.09403728707168964,0.05441277321744799,0.14500733582962627,0.090898254396117,0.0039171332712978,0.017839769603177937,0.035474442779525196,0.014118395382137102,0.05497579872044077,0.1771942570310306
HALLMARK_G2M_CHECKPOINT,-0.020338060233343964,0.058064406393723435,-0.028096483141214407,0.026080745793524006,0.15147072072476836,0.021828999189578535,0.09064031155857329,0.03312784259996045,0.12457468108003518,0.033613923664835225,0.05638058209992124,-0.023078237132603603,-0.0972052797879413,0.062918435706281,0.0276286626475344,0.11426654106486081,0.049897258922506155,0.06034020353400877,0.06883353772998396,0.011020785956872703,0.07832985331619696,0.08473583012490607
