,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.09289541112734762,0.11326450265507534,-0.0029578960625750612,0.08901442848235422,0.004809899071302471,0.1401070161752416,0.0793972312338173,-0.11084553307300445,0.02147700653723292,0.06988800874140065,0.23298960465908658,0.09419071004500407,0.17260170646604078,0.07020107747386582,0.019067798947611125,0.2087447680655979,0.2606545458704583,0.048655437235133485,0.1292252751532345,0.008022412226666267,0.22107246041966697,0.034182387055414536,0.14597713348596159
HALLMARK_ALLOGRAFT_REJECTION,0.06975643053409793,-0.041876176764655236,-0.09423986136693942,-0.00027915917906887015,0.047780849656882514,0.14803520450665977,-0.16060271441873133,-0.2850321475173683,0.03616917431475214,-0.06705608393974243,-0.36949744267343904,0.10961380563452704,-0.17933195991516063,0.12407652069490227,0.09945131361330051,0.12149151394397342,0.13234478558346555,0.02111391689558404,0.04625854251433811,-0.023015183179636408,0.17041542618427125,0.20599005305192317,-0.08225572598959825
HALLMARK_ANDROGEN_RESPONSE,0.020366264749596727,0.0994548251153426,0.009909997983816416,0.03243206635108355,0.029692713983083815,0.25989917614461444,-0.014510930398147439,-0.2748307835955435,-0.02082099693976447,-0.020649898677335386,-0.13553996613485567,0.11149926191023105,-0.13546062841796883,0.02323017136436922,0.02718253719466801,0.1547470340355055,0.21110718485091184,-0.010621485362803728,0.04776893901431869,-0.012453935453741329,0.14854971355213098,0.02914973568113575,0.10305859938383503
HALLMARK_ANGIOGENESIS,-0.1618096507664499,-0.06671609293386374,0.07289900017336032,0.010305072819043186,-0.04759366824715923,-0.2629992781435311,-0.13021043467883184,-0.34131255259034077,-0.18424930395710498,-0.1125556649966942,-0.389293585204737,-0.04468690541200123,-0.394777826542912,0.11191291660432799,-0.002616927602681883,-0.04951385174088023,-0.15067276172815253,0.10652862089233556,-0.04422932408220097,-0.03335795162301055,-0.11853225268211066,-0.15788637110887,-0.09573401986792396
HALLMARK_APICAL_JUNCTION,0.029181447213610698,0.11831663947117714,-0.0013790374974072123,0.06079336541031879,0.0627823831381911,0.037728155658642966,-0.04338688614386141,-0.2555608356410306,-0.1381183109103971,0.08524536064282623,0.09017969986147512,0.12235629608655246,-0.2268197327589283,-0.07016130590285127,-0.04614059337351992,0.2260851662231626,0.2386065374841563,0.03928305731845195,0.09063759091401714,-0.035872222771229624,0.15799661135313953,0.03742241534939789,0.08991958129569136
HALLMARK_APICAL_SURFACE,0.20499330564615784,0.18866895101784256,0.11713756954047008,0.03596319623965943,0.05646949337082552,-0.009590359461373621,0.10720389094420071,0.235485319211611,0.14847346790948313,0.07587447071152423,0.28438351562270314,0.15839913913910908,-0.10732441833811926,0.09934661703294909,0.012711801846343958,0.18244086947137264,0.22090303171512224,0.04902754956644972,0.09646009276208191,0.05115239214846792,0.16732169820891118,0.1372350262009242,0.14108381050020474
HALLMARK_APOPTOSIS,0.02157443229144528,-0.020555492186167236,-0.03083092601963631,0.03992925154057549,0.03819940768381827,0.07462890741284559,0.01150428557362097,-0.05077448084564506,-0.08455642139965441,0.020790609826482176,-0.1326007846371649,-0.013171910234921745,0.21842972216251605,0.0034871047522976374,0.055709451803849855,-0.05111825420670593,-0.11799767067741615,0.06800526468019273,0.015045734074953951,0.003353930421990408,0.16236646618165307,0.07852591305022229,0.10940977002714529
HALLMARK_BILE_ACID_METABOLISM,-0.0005937940073530198,0.1235470539715737,0.019363673070089182,0.0714079953683509,0.0742445217736187,-0.05658753713430273,-0.041675803871641576,-0.33042300329740215,-0.0823196662532024,-0.0027978976000860604,-0.040709726117766735,0.03942966804383083,-0.11281517863640263,-0.03407011837668273,0.04304923703804248,0.11558786898401245,0.22944601280803842,-0.01402421478890318,0.0740178638962422,0.008335125828366442,0.17298869098397873,-0.07000253074510214,-0.013690531884519712
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03333688936231039,0.1577908498367554,-0.057088499080655324,0.14516981313413754,0.07372635158411592,-0.0014784054109220578,-0.08634450383183753,-0.25615960605879445,-0.1942630052310392,-0.004481402181856029,-0.2852997804458733,0.14832278938791504,-0.29246494566003833,0.05485822648841376,-0.04392771351086728,0.2636294611304558,0.26078880652315684,0.06272094015261033,-0.007563114595605123,-0.018610073353715523,0.15826550842781242,-0.08658628612031573,0.015372657028892114
HALLMARK_COAGULATION,-0.0028388281500884268,0.02848822164746503,-0.03462521257626114,0.10324392504047915,0.030009900470169992,0.1455928430988573,-0.14141769439186513,-0.31435948471933983,-0.12740173066052152,-0.12053797415033395,-0.41266730527926854,0.07017707346061798,-0.22245021002571236,0.009318231210081315,0.05747330107513947,0.18491193646483375,0.16446289711427503,0.056239335705007186,0.02914125610217829,-0.06544268093565496,0.1660686462657145,-0.01727508902167276,0.052663357176268175
HALLMARK_COMPLEMENT,0.1402770703097922,0.09844662331457195,-0.032507410231114135,0.03133569085171636,-0.0174532010323874,0.27914139594877485,-0.020460870562573213,-0.23788665169501672,-0.08900809412303763,0.0032027332589026868,-0.24283236694887955,0.10916043622423335,0.06117477700542249,0.07529593041094193,0.030437894993196428,0.13327850444335096,0.11945831890716521,0.09346837467230429,0.13655115953621913,0.0058398494679947725,0.16656930104024315,0.037031622778526514,0.15143958222452636
HALLMARK_DNA_REPAIR,0.0770159064170879,0.16776650307907756,-0.007118713949825438,0.09641044745521846,0.07478150881031402,0.17916474998508147,-0.02821802290400772,-0.1837537044217351,0.006043562604567933,0.052562123024541,0.23627103227331334,0.1280977278918201,-0.156468710362364,0.030917945747543005,0.03270661514548389,0.22197036067028203,0.24796314446604992,0.06063878072456084,0.1120614247909824,0.008190193916136075,0.19182077719961815,-0.07316766178293693,0.12248168377504548
