,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.116053079139095,0.03295357803457097,0.07066211983782239,0.003077534283580252,0.011466106652402944,0.010174588347522717,0.06606065700679714,0.08671438819806135,0.1773653991854016,-0.009501409270914146,0.04904792117214209,0.07374657328321563,0.10843611190477365,0.08822167667184935,0.11800367973846455,0.09923493363864595,-0.012877342136713857,0.22838850718877754,0.17801594582051386,0.04986239052466711,-0.023771245888666182,0.1605083742688092,0.13901724420300973,0.02602272072757756
HALLMARK_ALLOGRAFT_REJECTION,-0.07405831668940131,-0.01088610985755027,0.067392197830632,0.024223307799052424,0.08781907353281339,-0.005640081993152936,0.08202893583106735,0.0959598885818114,0.20087361111621688,-0.003677340152728676,0.007293452603682494,0.04684657633188359,0.14025972300857764,0.06301047947481973,0.18490975331385223,0.012491144562282223,0.021418256551098712,0.14673002422587475,0.11682912155604529,0.024703165555590424,-0.013026680403344898,0.08803620204753468,-0.013324756342374677,-0.025626594614064427
HALLMARK_ANDROGEN_RESPONSE,0.16626921951914816,-0.03747272744185562,0.06895662482441249,-0.0010222174262342891,0.011351619528360179,0.0037935372464543145,0.07128706875968754,0.12934436248441575,0.16239972152659568,0.0335480446809161,-0.0008154258454858968,0.08541625238421885,0.08726374895064175,0.08503767899593671,0.11464243752906182,0.08626363197080038,-0.010401870731178613,0.21834901566477247,0.19353962033884523,0.045152077239681954,0.02530557533501922,0.12515393063897312,0.12538484991900914,0.09150414738440472
HALLMARK_ANGIOGENESIS,0.0361856617834504,-0.03422026175566537,0.019929079688746357,-0.01521444435973286,-0.031663525637325614,0.022559836647174026,-0.03349166427949306,0.08603714270993182,0.18154835060442612,0.0030684170273566455,0.027977758224221026,0.06656138974126129,-0.08047251272728626,0.028304787294692324,0.19710996409477324,0.008794060158410241,0.03235700511611459,-0.015967798056331552,-0.06537096583560827,0.077574770169788,0.0424440791125734,-0.07879578046165006,0.15332257739648175,0.06560216768862955
HALLMARK_APICAL_JUNCTION,0.15353849606527664,0.020221897691028667,0.08924805789354283,0.011849895639378018,0.03117360477819561,0.00459363971457776,0.028998765551133093,0.14846207008386078,0.18781367193575685,-0.07353302521566965,0.025581619982671375,0.0485943855063633,0.12155998786922258,0.03676912568146106,0.15438094758849888,0.15024794515387915,0.0034794195959485987,0.18192134257578269,0.2146304211726353,0.0731844012195789,0.09701869925680391,0.15421358359832238,0.17918286652043708,-0.003800264885752031
HALLMARK_APICAL_SURFACE,0.1427605358628201,-0.0016213381198029583,0.01111944713113018,0.008446238545394898,0.025770283660421597,0.0343813145281883,0.025655771988006067,-0.00478148522525629,-0.05537373258306378,0.07139479668787654,-0.03971849168717385,-0.0464728221908095,0.08631700560238816,0.0990609516974532,0.03184817199655624,0.030215974723283873,0.08761874450266849,0.21181335357549125,0.1713507449309786,0.02209263860161141,0.045354802962572896,0.11302832511649791,0.08138791603765198,0.0008191382806005149
HALLMARK_APOPTOSIS,0.017379873710004705,0.02211907373312311,0.14564177603399986,-0.012083065654252868,0.06111372261793348,-0.018083638642948607,-0.07164115779040958,-0.018995615086052277,0.060713588170332115,0.020232721714399597,0.021029463684464383,0.01192348457853536,0.03227055370937161,-0.01567006272381608,0.04450429655534151,0.0175424049208532,-0.09844247326302843,-0.056131177114547084,-0.0453594371962089,0.0005848511297586078,-0.04494314335060305,0.06380471802813711,0.03427313617063788,-0.013236383336904151
HALLMARK_BILE_ACID_METABOLISM,0.058547485002583284,0.05650040825777911,-0.05086212497587666,-0.0027158673300985026,-0.00826928147085834,0.06715805392793246,0.04386373525615193,0.07350520059977873,0.17470067606557738,-0.022246846711259937,0.039281129745588214,0.03921329946292157,0.03273262436163541,0.04830114214138358,0.11238307882779482,-0.0065603159575125325,-0.004284654709212482,0.1905703360334765,0.14261895469023333,0.038342137197697655,-0.02912127152277399,0.11397261433058066,0.14569562935503683,0.08113551127837601
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.18957681443827387,0.0112512749210947,0.04477044273778795,-0.025513519525529483,0.038966244383412105,0.030213977930397335,0.07765119136082449,0.11282507026741305,0.08921628328807861,-0.010600396426440995,0.041080907211306715,0.09338017462320707,0.1161649220843921,0.0758981423101069,0.03926273690156169,0.1312412490245066,-0.05129984221280934,0.21748417251366464,0.16635811779413567,0.003171156918441863,0.0176323507696952,0.13376927357399773,0.16065438293870687,0.08753370264306176
HALLMARK_COAGULATION,-0.04845464360879199,0.061509905017000474,0.1465106633639843,-0.010280635434020934,0.0023902702171615256,-0.0032114061871843106,-0.009173748415115186,0.08109141151948007,0.16921241828606678,-0.07342297900127412,0.017531582682713386,0.10152549957754274,0.06474721330934972,0.05220049047576153,0.11853089866809614,-0.001327111455715917,-0.04107826417194602,0.14845110589186594,0.1654015397170982,0.050273302888269526,-0.054519599877188844,0.09183824570544843,0.15115938370927637,0.11630306025578965
HALLMARK_COMPLEMENT,-0.010966913074258863,0.0442051917411844,0.08219304630568726,-0.01020838166395019,0.009888917839922467,-0.019146653693125796,0.02485613055130358,0.058687076346070066,0.21516048060030923,0.03136456207282566,0.02500091431976946,0.09003960008099599,0.11802098804265808,0.0547474958334705,0.1431602293121307,0.09470321320350542,0.01616211568693326,0.15650830651578382,0.10155099772312431,0.015043164031757835,-0.0068114855296274165,0.12335623527558093,0.1075687922907547,-0.028838025381426265
HALLMARK_DNA_REPAIR,0.15627615811597761,-0.046441496244410976,0.0692587510208598,0.02656694169284043,0.03737261510809598,0.02646762528728686,0.06724487126740074,0.16361420144286962,0.20032862117827624,-0.02721138207621459,0.03282370039167275,0.05952955512782644,0.1534497375026037,0.10293783141603327,0.07924387856041858,0.10545870551620357,0.0665164398888399,0.23706663415198054,0.2032664974126143,0.08245418542432877,0.10018973356571774,0.1602745053487227,0.18354415362559853,0.022081082472207008
