,UKF243,UKF248,UKF259,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0887068625665246,-0.01724173825864615,0.04642120755406237,0.10497101571628972,-0.04725132048277835,0.05264566492890036,0.03690179595250297,0.06523824892349293,0.06393263946400134,-0.02074805968982733,0.03195367811725773
HALLMARK_ALLOGRAFT_REJECTION,-0.0526178317861602,0.006618665633709175,0.08190179336172605,0.17199394313457558,0.07245588473273971,0.035732616318571046,0.011856592286556592,0.011350588720415685,0.11680734196207868,-0.010550061440132742,0.016514794582017718
HALLMARK_ANDROGEN_RESPONSE,0.055563492792681274,-0.022003370420216165,0.06692302751108291,0.13251169062949905,0.07844664182671182,0.06826889084764931,0.016536280147198285,0.057663002494908806,0.01601165309989467,0.02630893312482534,0.07204417153776929
HALLMARK_ANGIOGENESIS,0.04470800053138981,0.0863037562552003,0.06868532822435729,0.16627441830147055,0.032562120608988256,0.07018164884064322,0.0019845178954553044,-0.06219106644534905,0.07574011906168227,-0.025811608520944433,0.017377769607239267
HALLMARK_APICAL_JUNCTION,0.05966588653050654,-0.0043228275657315966,0.03364006215929932,0.16330602037729094,0.029338641912963166,0.03475963044553335,0.010140759622518246,0.011870796000024263,0.09258240714069707,0.011085682351769835,0.05827000576870959
HALLMARK_APICAL_SURFACE,0.1088551792796486,0.005750007168131284,0.057963678392073816,-0.0700664960747263,0.06173101890833861,0.023232975499102273,-0.0076277378467414945,-0.06874410700586751,0.01614461450496798,0.0362837931554318,0.13831673770678127
HALLMARK_APOPTOSIS,0.023220725094451045,0.03266508969396201,0.06736489858896179,0.06861520135513424,0.08118453317991728,-0.058581023023130084,0.04031416834679261,0.06548285086809967,0.005655068065879189,-0.020669344623176933,-0.0019197805665792395
HALLMARK_BILE_ACID_METABOLISM,0.09776504035767308,0.02522845470148747,0.005239410306544918,0.13649475243917936,0.07381848820361654,0.049497927651667745,0.003979780120795483,-0.02200505962006804,0.010108337996952361,-0.06575308389535345,0.038909631185176624
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10035207492747163,0.04774929853456417,0.035031446634119515,0.07048710607041851,-0.014021328165226006,0.05229287252579533,0.03522324377016484,-0.0397223481387024,0.0031679014711841207,-0.008899583406279988,0.06846158805859351
HALLMARK_COAGULATION,0.08408309152248988,0.017868196379967765,0.10279096298423139,0.14619979618068318,0.03256885799559824,0.06749562901341663,0.02143382686875793,0.006765677854942388,0.14102279307836266,-0.000989137266473056,0.04060971995463451
HALLMARK_COMPLEMENT,0.02637842246815373,0.045968054211612354,0.05107468924419048,0.15834528214651392,0.03670223149242401,0.1032662509360443,-0.0069894409729983585,-0.016723633171160626,0.1042309311364309,-0.04507675019065129,0.026600048709980808
HALLMARK_DNA_REPAIR,0.10759116503004833,-0.0200176465045936,0.10543263345343912,0.1592528160655904,0.0614792373446405,0.04756999021925173,0.008068462894903813,0.015141521099149414,0.07729896360091486,0.029389645224994588,0.04731665599582904
HALLMARK_E2F_TARGETS,0.11293065997276257,-0.028496645929956408,0.030960744819091068,0.13524617953600096,0.03563696654625647,0.047735709205680585,-0.015525181803596171,0.01967481120912526,0.04516553831758268,0.011123110384060457,0.07489252700122055
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.012280240369223315,0.029963658812900508,0.033436150688625786,0.1784090164460432,-0.024385829530571168,0.019206738664735996,-0.015698995606272678,0.05174009534765565,0.1365669328532991,-0.04181608639232773,0.007097028292061937
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04371814226818261,0.005983298503810574,0.025998253033564372,0.12516273950987175,-0.04331984720759462,-0.0011554102550690633,-0.04590867397498085,0.009984682757902387,0.0692433528640302,-0.058050867363307515,0.021993599474129818
HALLMARK_ESTROGEN_RESPONSE_LATE,0.1338527769149531,0.02494659953497513,0.058943237609776336,-0.03626467595443764,0.053872797572070086,0.03204177589002856,0.0042191209471966525,0.05490392172900728,0.03171690039386331,0.020826474611872342,0.038758766541026696
HALLMARK_FATTY_ACID_METABOLISM,0.0017677326694772683,0.0010843171953118808,0.025114572625745797,0.07301040083140381,0.04257920239756229,0.0009189540981631774,-0.005091429995260983,0.026854482661613496,0.023225481467803507,0.0015145189592866831,0.004272038345374343
HALLMARK_G2M_CHECKPOINT,0.05725829491026149,-0.0020280787886050033,0.004323304562609342,0.14327558288589035,0.06758977334066223,0.09723335727622708,-0.004012287576197942,-0.010345409304452253,0.1177843811999079,-0.007911848243892053,0.042954963775358755
HALLMARK_GLYCOLYSIS,0.09489015698302569,0.03448631446760514,0.037089920328742775,0.12367278612891097,-0.09554585868070914,0.005534651054358528,0.002429748198454085,-0.06478368353352698,0.0856804319178377,0.0015346372234071558,0.04058846292833387
HALLMARK_HEDGEHOG_SIGNALING,0.03956198421769289,0.008128633658423806,-0.0029554759176350716,-0.07063777730548,-0.038399891831294546,-0.02854462780991938,-0.016969156144401094,0.043662110050088264,0.10775347825175781,0.005365500735797386,0.03611506374374116
HALLMARK_HEME_METABOLISM,0.07657182228978263,0.0444794872756594,0.06638691172401134,0.14710671909967069,-0.011907274819381674,0.04931564632802829,0.041180837458453204,0.03943281006126001,0.1160683781190576,0.024466634817565606,0.02256964767471026
HALLMARK_HYPOXIA,-0.02859069142314911,0.03925495053758297,0.009652033464976398,-0.06213792854280332,0.046375536998789844,0.027328653990386326,0.021225634557593093,-0.02398781814222764,0.11551554339569856,-0.015493867580934337,-0.010024602754338072
HALLMARK_IL2_STAT5_SIGNALING,0.026036423245901656,0.036924252844733774,0.06913904158837678,0.13654789634855963,-0.07909290481844802,0.012582810030470768,0.017209638346656078,0.08441312770025658,0.03401275026114863,0.0076367314108225955,0.04284093316868526
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.011978108777877826,0.05963404460529426,0.023761731375997568,0.15883256049617933,0.05698473728784051,0.07098260542400539,0.029217842834603703,0.11708356354653433,0.136444838047405,-0.004556120073485152,0.09630648523489926
HALLMARK_INFLAMMATORY_RESPONSE,0.012784656866468005,0.011723568107026086,-0.024779339835258565,0.1040692589455957,-0.02183247822994427,0.02466128282910114,-0.0032655231777665794,0.05635431911217319,0.06722243216783912,-0.011488933060765155,0.015216609913061906
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06305959583124959,0.015815689664619402,0.12706587421833426,0.14453013249485733,0.09628083295121423,0.07170047897028693,0.02961310363577966,0.012296501498432122,-0.012169987380764751,0.03911485354840787,0.06971196593358167
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.034912476976190626,0.05093213918957824,0.08212828520623891,0.17822802558361456,0.08154959788932145,0.037138274188886496,0.009428119349686973,0.096811213365222,0.10990887662267512,-0.03184897652421013,0.04248076857326743
