,MGH258,UKF243,UKF260,UKF266,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.053665019444118625,0.1945928797207626,0.04716756824991008,0.055992576866851676,0.05339095213661017,0.046223135459941875,0.25096084135446217,0.16970249047110625,0.17902819041940896,0.13892786617497893,-0.003000657671191237
HALLMARK_ALLOGRAFT_REJECTION,-0.0013898294643811004,-0.025054539472814552,0.06068640090559625,0.05281349332780997,-0.13992174508693636,0.04990819763512016,0.08411813186433867,0.035127188324697946,0.1306735564803154,-0.049652121432936326,-0.014623029583768942
HALLMARK_ANDROGEN_RESPONSE,0.06462750605799192,0.11185897753039609,0.06768585492394942,0.10464029390356988,-0.04820187811422208,0.10429456955160137,0.2163475743551711,0.1669558725861266,0.06532875163390402,0.013600468810141061,-0.0026232302180770007
HALLMARK_ANGIOGENESIS,0.006030277497526424,0.07127828158004475,-0.07720614539485256,0.03791513113838041,0.16601430549394475,0.1118979516380019,0.1739486084117028,-0.12040354782094766,0.12829944942942728,-0.14629847030130722,-0.05008248632295708
HALLMARK_APICAL_JUNCTION,0.07215292671664628,0.17202849814252746,-0.007671240540257738,0.07589938686097814,0.14862256377301142,0.1650023862040702,0.14735846694934865,0.144694282657201,0.18489223218558315,0.05589700684695809,-0.02794208076183592
HALLMARK_APICAL_SURFACE,0.08320864071835937,0.12409922569168635,-0.007276468044562633,-0.018455999657581282,-0.08611399601666998,0.1252629530706512,0.20913313575718212,0.2517377283995569,0.10857159167617884,0.023946245928898192,-0.04314064440844147
HALLMARK_APOPTOSIS,-0.040728755087490326,0.08502252244240077,-0.04824765398162661,-0.01034248243474912,0.02451398949116919,-0.05758672406421262,-0.0022669629734014345,-0.02518084003631276,0.050352841956374794,-0.020106189844853777,-0.007224849996255691
HALLMARK_BILE_ACID_METABOLISM,0.03600719306923692,0.20946663155241826,0.04953896969656326,0.07400512726614124,0.19683515665525192,0.124945048355478,0.2205935215602946,0.26359714980796756,0.06560998477476826,0.21969608062015228,0.06596448610233636
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07111276030200141,0.19870263648703365,0.0060454148006100755,0.11995280049790405,0.17197526749056005,0.1705617920588374,0.21676857144775202,0.11561878937581076,0.05365757731498374,0.16106902185553212,0.044523544940330756
HALLMARK_COAGULATION,-0.007140136618615875,0.18634595366871048,0.028705100446236646,0.06595759073743103,0.029451752974978426,0.1376459261402555,0.006228060855588195,0.2095305897540841,0.16310170915198818,-0.06325218416001405,-0.08062035327232632
HALLMARK_COMPLEMENT,0.03935292574127255,0.06143584152000601,0.048900517319967376,0.014666045542091827,0.1514529856988668,0.06545567409780169,0.2803214451934582,0.046411802521973466,0.20517112015515052,0.10383522539493954,-0.04622797520967423
HALLMARK_DNA_REPAIR,0.07596713624910816,0.12238428037370523,0.06266577784797712,0.05513793397215594,0.04582788940604981,0.1601150681045348,0.3102332239266164,0.22659242083466635,0.18497562221641878,0.1862639058855973,0.09058379604663461
