,UKF243,UKF248,UKF269,UKF296,UKF304,UKF313,ZH1007nec,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0007090677875360316,0.03105297389717474,0.18920443462949052,-0.011307200304144248,0.03587789704157195,0.026218798967321686,0.03517663533043156,0.017354665024479587,0.006204612438629294,0.09879038208004791,0.07339003934140562
HALLMARK_ALLOGRAFT_REJECTION,0.006910611106036186,0.03337420761079389,0.17992091234819269,0.0015398215955852981,0.00546136458715566,0.0457644069331132,0.04197943053427127,-0.03879311930536955,-0.06379211408148427,0.058953300661712206,-0.04335138920184097
HALLMARK_ANDROGEN_RESPONSE,0.0711449713415664,0.006758271260758714,0.19240001512286303,-0.01838247844151227,-0.031472631695536595,0.02679161650686249,-0.02511693505176565,0.008173877436655352,-0.019570258963680906,0.11203672371791742,0.04387659605531581
HALLMARK_ANGIOGENESIS,0.056349134700042665,-0.07409867738740003,0.2046722619497141,-0.019779524035943557,-0.048397891542254066,0.04588183181483874,-0.08142420532459771,0.01013487351928209,-0.014276890742997471,-0.06437584117742594,0.04790650639094185
HALLMARK_APICAL_JUNCTION,0.012173145614822302,-0.002957094650258748,0.19767735705261277,0.03167665820935974,0.022799358997652494,0.05932964922473831,0.01963374867412135,0.029286023637196394,0.002424590088684938,0.08561885635342319,0.04236739835842159
HALLMARK_APICAL_SURFACE,-0.08521792711977921,0.05636990411389462,-0.03200733899182255,-0.00434326812525881,-0.014511156124424732,0.06427896928658652,0.029092058000782853,-0.028143532128702322,-0.05580589602682289,0.07514564962679213,-0.04904911328518441
HALLMARK_APOPTOSIS,-0.0307833473870396,0.02886352103314907,0.05648469695387136,-0.011921097873629822,-0.006696664785826357,-0.10384543050051159,0.011298914606099011,0.0939825365203035,5.733170960382393e-05,0.028546718775216428,-0.06054420655958756
HALLMARK_BILE_ACID_METABOLISM,-0.03307995624037046,-0.002505536173120791,0.19466046720650582,0.015246808149828988,0.011466226028332261,0.005209366434163792,0.0398325198681989,0.00557873943064117,-0.05076145380410968,0.09286115105122246,0.045083833113718094
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.014709839371227787,0.0006352713491893885,0.1317802170363587,0.009504315911937653,-0.007014961528802266,0.003079565075450434,0.039620729743972044,-0.002607478982675944,-0.058720786533265235,0.1158028585379147,0.09299389246613868
HALLMARK_COAGULATION,0.020233331966985967,0.03763297281415656,0.19068810037737755,-0.05573450510948269,-0.028208525963821326,0.11113628414397572,-0.024964422272208596,0.04464606295229991,-0.04929270519075051,0.03650222945773894,-0.006567682811914522
