,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.06462480317336328,-0.01721281386520188,-0.023503868895145878,-0.03343180075705663,0.09251258100127074
HALLMARK_ALLOGRAFT_REJECTION,0.07441345756889517,0.014466394193771605,0.028683624554743877,0.04916106709851765,0.02208630443482828
HALLMARK_ANDROGEN_RESPONSE,0.03945064062235609,-0.0030012746532507646,0.008966855300004472,-0.03478954030125142,0.014837188538905139
HALLMARK_ANGIOGENESIS,0.1138758183062807,0.041512213573655844,9.826439770633918e-05,-0.0639662143266435,-0.12554543549920108
HALLMARK_APICAL_JUNCTION,0.0759395938538325,-0.00017531831653326213,-0.004108861589856015,-0.006708131674496139,0.06574098780985865
HALLMARK_APICAL_SURFACE,0.043347354147677236,0.015375821572632207,0.014080640754853819,-0.017795259147475907,-0.03327141034806354
HALLMARK_APOPTOSIS,0.018548306892305914,-0.06353234238232855,0.017799472334474258,0.05088189489368857,0.08405984712149067
HALLMARK_BILE_ACID_METABOLISM,0.05150027708233273,0.01745253867012424,0.032971641285243505,0.007555914704721717,0.03956132428658147
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.004454927836729938,-0.0250710737504385,0.023846218392605943,0.03614582395107762,-0.03359851709256686
HALLMARK_COAGULATION,0.07299702017772902,-0.07319352284342431,0.03326769208876136,0.005857948385987218,-0.0715776974930909
HALLMARK_COMPLEMENT,0.11225291328397637,0.04011522941329983,0.004139106343645231,-0.02069980776129927,0.06495865427134026
HALLMARK_DNA_REPAIR,0.07315010769793666,0.004574430747025506,0.016730410339140446,-0.008279631925645991,0.08032066568053847
HALLMARK_E2F_TARGETS,0.06178068735360706,0.004171546923871757,0.003928355682487727,0.010609830211062604,0.07303068413028817
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10024857435244158,-0.015491715021369505,-0.004451676868945281,-0.027462968308078275,0.06578221648395777
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05729695065426997,0.008539555597901417,0.030176920457950656,-0.05231124870141915,0.06271431046129346
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0411462296197261,0.024243716163212425,-0.00014409731001936067,0.019187349929070004,0.02280207570516277
HALLMARK_FATTY_ACID_METABOLISM,0.018820988481363318,0.008954854074835596,-0.06710708454919957,-0.053063769021743534,0.07730438625544105
HALLMARK_G2M_CHECKPOINT,0.0890696737878258,-0.03574909723724403,-0.007345702339583014,-0.020298905605236364,0.07248602482245682
HALLMARK_GLYCOLYSIS,0.03332827330178767,0.06263704272771596,-0.01592235684275454,-0.02506084097115428,0.09815170420863177
HALLMARK_HEDGEHOG_SIGNALING,0.024151882555559535,-0.010895544038486615,-0.011491314099982702,0.019337287374786027,0.1169332322196037
HALLMARK_HEME_METABOLISM,0.042865540366985054,-0.013360719563355087,0.028433080616398612,-0.05229301067331539,0.041807016455781186
HALLMARK_HYPOXIA,0.04446074038075266,0.06778093224284262,-0.008616960140151404,-0.07028463849231624,0.05641762879702719
HALLMARK_IL2_STAT5_SIGNALING,0.02382222036511371,0.007514298973966695,0.02784470526239649,-0.00269019767942157,-0.03347306783137724
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07928749681785698,0.0041730673833498015,0.049173855256874135,-0.03189262529573901,-0.09894868818794639
HALLMARK_INFLAMMATORY_RESPONSE,0.00865327751257504,-0.0041574104445787595,0.017374182654908442,-0.0436207201016124,0.04708532393981573
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.04666624575237472,-0.06320590761193272,-0.03332895789905512,0.02876839402624512,-0.010896427404590356
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.10499431217360003,0.013216608604649996,0.05023371030200414,-0.06492346487398808,0.06694190907540973
HALLMARK_KRAS_SIGNALING_DN,0.03853042638213009,0.02417298415482589,-0.049757370955878295,-0.007389686981476122,0.12302444469295087
HALLMARK_KRAS_SIGNALING_UP,0.08815249205945319,0.005419523137031007,0.003655035022474707,0.024148388687016017,0.09206461460269451
HALLMARK_MITOTIC_SPINDLE,0.025358007347382496,0.008549559695964255,0.021522045693182584,-0.025376061776201136,0.07817309256969789
HALLMARK_MTORC1_SIGNALING,0.03046777994244541,0.07134323163753133,0.05107101488470365,-0.06138180507992302,0.08905222467515359
HALLMARK_MYC_TARGETS_V1,0.0607953136200884,0.013366013447219147,0.03968515374557123,-0.03299993133428896,0.10354003261354841
HALLMARK_MYC_TARGETS_V2,0.008878863797433844,-0.0024401900856721496,0.005964395866089591,0.0024405314694574804,0.05234501369554639
HALLMARK_MYOGENESIS,-0.018546995602571264,-0.03652071437143621,0.041264696880451056,0.026357649368598957,0.04742630322560396
HALLMARK_NOTCH_SIGNALING,0.03192027409710606,0.037964012719731904,0.02784669259734773,-0.01640531285893824,0.07403767504767114
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.05824949028550639,0.023888179623305902,0.019092978970863976,0.05492084098586649,0.09934419822947703
HALLMARK_P53_PATHWAY,0.04733780636798421,0.03310248799692437,-0.012683590862293525,-0.04172414224705541,0.11485712214386824
HALLMARK_PANCREAS_BETA_CELLS,0.0865035859644255,-0.011673730374761474,-0.01590270085800241,0.006549537559561503,0.1121868264914151
HALLMARK_PEROXISOME,0.016619041619171812,0.00706252406130106,0.021311496870731066,0.030427011848531374,0.03947012853387293
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0405549145030382,-0.005215241672532563,-0.008415431955252007,-0.05079371491314806,0.07763372297854343
HALLMARK_PROTEIN_SECRETION,0.0780380105637917,0.039537910073981546,0.017457930191838132,-0.0424691666788064,0.09886674943942238
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.08224428477590513,0.045545157921288555,-0.029113277055569844,-0.06712963669859982,-0.10381595357020793
HALLMARK_SPERMATOGENESIS,-0.00059165343437839,0.03658063389927349,0.03408634988023866,-0.008918395742738512,0.13844827318331404
HALLMARK_TGF_BETA_SIGNALING,0.020270087111758168,-0.006471091589476392,0.0076978643033648415,-0.02540014305602746,-0.014770781850623489
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0415364679630738,0.01795789153971393,0.014604567457429328,-0.016449855356917648,0.03926681153160178
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0649302225552874,0.06986338973149267,-0.005943420166721402,-0.06980549185106602,0.08918851266953405
HALLMARK_UV_RESPONSE_DN,0.04852348146057438,-0.0017509170678571852,-0.013778953993622679,-0.034085457980054815,0.09136792780037067
HALLMARK_UV_RESPONSE_UP,0.04713666538836698,0.038007569068503166,0.016820321719629848,-0.04169006644913123,0.09321567250957097
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.0463331880376631,0.002794229512887236,-0.01261884721583509,0.010654962936488736,-0.13800196630369527
HALLMARK_XENOBIOTIC_METABOLISM,0.06961695727733107,-0.0022651417163590776,0.04208200390520369,0.007518454936102991,0.05014218378941952
