,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,ZH1007nec,ZH1019inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.07896153191222038,0.1752635499699555,0.06619741687684806,0.031779792009650774,0.03899228792672928,0.06293006480008771,-0.020276601128237322,0.05162331365389773,0.17761418177875668,0.0005468123085998816,0.07133025936124877,0.05588160917660689,0.017825978236257374,0.11701124602024006
HALLMARK_ALLOGRAFT_REJECTION,-0.12623133940502124,0.08736636322408134,0.027943566909744037,0.04014152181258307,0.04987118035264702,0.07261854792501443,-0.15809371621941376,0.056773781909430644,-0.3368122616400125,0.08801535745308063,0.04480333928193602,-0.016558587269199662,0.033788722273398714,0.018398472304575194
HALLMARK_ANDROGEN_RESPONSE,0.1581518246681315,0.18269132595375587,0.04695381520723577,0.017650142353303956,0.059419426757422567,0.14509930574705937,-0.12514316684253207,-0.0065596827319379875,-0.1629758438610692,0.012758693653992511,0.013380359322218876,0.015683288404248225,0.02959018474063231,-0.076394324505665
HALLMARK_ANGIOGENESIS,-0.057213966934192,0.14397338483787495,-0.022872576328709624,0.07302484315525165,0.019790283385304742,0.09300048565721131,-0.1992200158014279,-0.1704005224794354,-0.334005876938268,0.0856443108642312,0.014306171896914396,-0.09273709606844828,0.025218174646522106,-0.14362685449718854
HALLMARK_APICAL_JUNCTION,0.14101239414237954,0.15911687630545102,0.052545946141843734,0.04098535969401998,0.005470016913816541,0.13590869599401365,-0.10294451584030767,-0.11072509218560563,0.017779048373619707,0.03839511989036218,0.05914764832355007,0.031043249816870625,0.006583274496254826,0.13102282022521664
HALLMARK_APICAL_SURFACE,0.09471011777958806,0.1510975779263709,0.028990895686697108,-0.04109461287558451,0.009397553227291073,0.007127534550889682,0.14330626033130006,0.03732394029206381,0.018879548796534643,-0.11571029671173345,0.07916272400860411,-0.017418306565538937,0.07384114863409874,0.07397169278121765
HALLMARK_APOPTOSIS,0.017553919904019524,0.03145797361474712,-0.037996840230613366,-0.004174394357929051,0.01785774521604825,0.01811770177422755,-0.020212472462495627,-0.1320092550653484,-0.05946170491121237,-0.019961936625733177,-0.04075427989642489,0.024236448749896566,0.04416029721067049,0.10769420568939506
HALLMARK_BILE_ACID_METABOLISM,0.17318417876121683,0.208241263297597,0.04604830476009733,-0.030144488064339982,-0.06251682385132498,0.10151679378400705,-0.1594128030738139,-0.07081401636754066,-0.07730576117522744,-0.08022673855603957,0.06738698440222778,0.06271479623265246,-0.07693804026599507,-0.02610065727275126
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1288181090768545,0.2461042803606962,0.05335018732640792,0.03158488566154133,0.00047027629714888297,0.10038997732532519,-0.11996528339211365,-0.14284992442886393,-0.26708337752219774,0.017690083361352315,0.01471783405501784,0.11214966403450102,-0.0473408277120835,-0.05585508710598573
HALLMARK_COAGULATION,-0.18398178667724696,0.12929711873087188,0.00906660833623551,0.013038401658945972,0.0007488175195689465,0.06026820083122779,-0.16896560871570393,-0.04436691609682482,-0.33748758531877715,-0.045766564763825006,0.06084668420071037,-0.025355473232053824,0.029858495515860783,-0.18621086503812764
HALLMARK_COMPLEMENT,-0.09830893117087972,0.12408611184960756,0.02597494659219482,0.031527733757948574,0.0428863460966857,0.06747858410964283,-0.09812924088095733,-0.1149711366252004,-0.1926313347655529,0.09100826187722653,0.07908690844516683,0.06885684186928169,-0.013515719077916667,0.03717215797448376
HALLMARK_DNA_REPAIR,0.15992068658761716,0.22790704997090672,0.09031629066686069,0.05376310973479889,0.09324193530985293,0.13652698102003338,-0.0957457559726846,-0.01606067902649267,0.1766325932106353,0.034085102286734455,0.09178737300178029,0.06308987797412646,-0.028696264866577597,0.15003324331272513
HALLMARK_E2F_TARGETS,0.1390703145450155,0.21598552771747206,0.056832587001460044,0.03505280986031233,0.05250052343326058,0.09577895975909924,-0.1060181090573744,-0.03485326694285372,0.2617286295356044,-0.02299128826476339,0.09305289434779021,0.08294114846476787,-0.04858245555318675,0.1300133737361996
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10349150457835651,0.13075457648366814,-0.03200442885207437,0.060151976871365885,-0.015199404871464432,0.10554528011285173,-0.12098696423972707,-0.14265094948012225,-0.26363676645664996,0.06157338011229982,0.03460080406180776,-0.02651588782063181,0.01920474269581074,0.0012188540013448918
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.015032467601976574,0.07238347563283434,0.03607539163426789,-0.01294481404751736,0.01842023222255534,0.04330528161812024,-0.017350754400035723,0.05119195648789735,0.20793458135883447,0.06466226856307823,-0.012237192028376628,0.025642938035765138,-0.019602318324833723,0.11081931228155298
HALLMARK_ESTROGEN_RESPONSE_LATE,0.02922795484804313,0.1814833514547114,0.07059129866820853,0.011863183483623172,0.06500642086273355,0.06321220779391253,0.1256139936161698,0.0013014844592576758,-0.00844466878679575,-0.018488140321627333,0.03129440721124138,0.07752500932867071,-0.030697256043207378,0.08070703668985915
HALLMARK_FATTY_ACID_METABOLISM,-0.02623280350924132,0.09074709154997293,0.010308473460641829,0.01769388594960816,0.13164059929165303,0.008355404887378579,-0.11638486358850178,-0.12758237540780223,-0.07855009547212123,0.13427434993785092,0.019532721636557168,0.02684148890435912,-0.025392958072601092,0.022031788945680995
HALLMARK_G2M_CHECKPOINT,0.09507712623315458,0.1268136984772636,0.06216234286281428,0.018535924659775556,0.04065004723282139,0.13100437892769332,-0.12183173951041001,-0.0999627946513866,0.0018223197863669,0.0696312504240098,0.03404930817274085,0.06737488858946165,-0.016954687219495824,0.07152186398214354
HALLMARK_GLYCOLYSIS,0.15024904333511868,0.08937202590438258,0.03145073455857884,-0.01058620507756263,0.0604087484059159,0.10453592613364587,-0.050081125538369194,0.036674774963817554,0.31324562356140556,0.044810124618450624,0.034459372188782963,0.06474776284375104,0.050365082531496394,0.17145533959644307
