,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.06763848276209207,0.045178813246694295,0.04027283290345992,0.11094773014462536,0.02463629460155043,0.056447907803606395,0.022320096264440068,0.07999202302712112,0.0066566469953242575,0.007681680470549729,0.10561229463653164,-0.001137374482793966,0.04699054640836103,0.233010201133351,0.17912275151144672,0.2135232650622166,0.0036580524763786012,0.15509386166536931
HALLMARK_ALLOGRAFT_REJECTION,-0.08301407328542594,0.03815072817495808,0.056424621891314766,0.062404277479575124,0.05140590263935731,0.020281919756163915,0.15754505266655333,0.1385849792334148,0.007306870514870915,0.0003336409254452547,0.07697835825499569,-0.01279714044997896,0.009144857063632656,0.09940298133821991,0.042468768767634744,0.10897757109481482,0.07568909388511985,0.20539506516180767
HALLMARK_ANDROGEN_RESPONSE,0.06653230703885214,0.008090211366521053,0.009001745697713132,-0.010493419665856199,0.05505394680779861,-0.02733151626998752,0.12857641567365216,0.07346224936369218,0.02762489629325461,-0.026131934256547994,0.08755846150914674,-0.048110391352613045,0.07110003396800033,0.14345862364849457,0.10652184476294523,0.21027867160994804,0.04423309817680411,0.18171066383877316
HALLMARK_ANGIOGENESIS,-0.027578347694653803,0.08773403243990625,-0.07711595263958744,0.1178294506824916,0.005902588017055808,-0.026364707016866804,0.16663562227337594,0.13108113344624375,-0.010240375048922787,0.05015345679896766,-0.08500635723793175,-0.017613316729150168,0.054011040666922264,-0.13099320163823988,-0.0028911481912554837,-0.0706940269093813,0.07799406061972008,0.02590989026221201
HALLMARK_APICAL_JUNCTION,0.12865881967004672,0.023277390782891053,0.03168250848873791,0.10259021187218956,0.013921594971973872,0.083196917368224,0.1674163592148291,0.10829894793152865,-0.02075716060974004,0.005963846981786596,0.05661419643838675,0.024572605680509937,0.06970676246831083,0.2300869540774332,0.19887445001674386,0.2250044761870395,0.040024730659772204,0.23732771474722225
HALLMARK_APICAL_SURFACE,0.1525566975409216,0.03906477474467516,0.0039410456919160754,0.06626862853700832,0.039675446578226456,0.05514277318549643,-0.07716916233874858,-0.04181886390925904,-0.0204710462779773,-0.018937522301757187,0.09108789795983208,0.03348528949737254,0.17051287627396736,0.20139112297469783,0.15096465190369943,0.18457521221656814,-0.03611388353132758,0.21530227063503052
HALLMARK_APOPTOSIS,0.024036498117547437,0.037702564087474,0.009569204574809097,-0.03976933741810113,0.052977374651201226,-0.03229807287919266,-0.03225915444624428,0.034188820374191915,0.048492339872110914,0.0185038347404475,0.01686084719826311,-0.11715407409577173,-0.01045504674588557,0.17630649074830007,-0.011726410573281023,-0.034122605795382364,0.002611083019245498,0.0725411922351165
HALLMARK_BILE_ACID_METABOLISM,0.11294423902995647,0.008506750997817879,0.04529604744869128,0.12384123517780012,-0.010690228617112522,0.049440450709038276,0.07672013449705953,0.09901286924257612,-0.005859509309301574,0.02474870824875137,0.026998276451437403,0.05876753987045027,0.07570107883978403,0.11601753304803897,0.13791979831147505,0.19835814905364477,0.02621824451805723,0.0430240834310867
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07156498504388333,0.07567273350444839,0.06524834410531612,0.058019715448322025,0.029837015848698002,0.08381607277517951,0.14696056674844224,0.045389102720054815,0.025648869042878074,0.026969729727936494,0.10704781495746021,-0.013642184681296698,0.11891937843316067,0.24450140679679666,0.1839875460837285,0.2061232991656415,-0.05157202662446563,0.032005118042640106
HALLMARK_COAGULATION,-0.06609651936948886,0.048092252093526515,0.0032684146719223375,0.09915681512648242,0.00999850701800099,-0.005354737334989236,0.1296668865137495,0.1174987913342402,0.0012413016873834717,0.020544186033717327,0.021682427246319944,-0.022741649137742147,-0.023889772879213136,0.2712395431882168,0.12752416525892282,0.20354296127626145,-0.006902452707460253,0.2623492281844291
HALLMARK_COMPLEMENT,0.0187893774107992,0.1270152223445884,0.032904622800374525,0.0549680438244232,0.05270538212716231,0.030388322384444607,0.05601631335088374,0.10661651101804119,-0.01865538030454257,-0.016240141564624794,0.12899207070414054,0.0028883608541450815,0.057311960584211,0.1850023264460811,0.16506170547495802,0.1330221765129931,0.00510188008041948,0.0928463251623574
