,MGH258,UKF248,UKF259,UKF260,UKF269,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.03483147144815858,0.0486731879271717,-0.02262318738537669,-0.017539501203586792,0.13239673195721266,0.10485479486055323,0.14098500099164424,0.11247427957385144
HALLMARK_ALLOGRAFT_REJECTION,-0.023159435490191192,-0.06590254177370622,-0.07092176067047597,0.03577150431207464,0.15137345392479143,0.0558799663648606,0.10798986250504164,-0.002587346019153642
HALLMARK_ANDROGEN_RESPONSE,-0.024833888470434332,0.009992289414753951,0.09912425645641958,-0.001562332672658058,0.12754911531708904,0.09564211288709766,0.1181756400203356,0.07720517247951163
HALLMARK_ANGIOGENESIS,0.06870959181493444,-0.013016672441714592,0.021824823946567894,0.02594392777552073,0.21431117940670052,-0.0527656316158654,-0.10445902037964391,0.0010977329792125484
HALLMARK_APICAL_JUNCTION,-0.05508345403799669,0.03838369527202719,0.0289540108076203,0.06226192508417988,0.14798283304111856,0.05600722576169689,0.11861680447963908,0.05726556882981623
HALLMARK_APICAL_SURFACE,-0.023341210279657795,0.08563497228121097,-0.05771085767821198,0.005659826772894071,-0.04936004337365531,0.0827275742506902,0.11859493429530438,0.02405680778398663
HALLMARK_APOPTOSIS,0.018957274832138337,-0.07702563079868455,0.11054196642739185,0.1024411728342965,0.04403056714215557,-0.04176431383379756,-0.07141465133313643,0.002109565390422411
HALLMARK_BILE_ACID_METABOLISM,-0.06403160801848548,0.0800253707274754,-0.01660216417602746,-0.05338288130301401,0.1904783701059376,0.0830388285721256,0.14362740000746246,0.11854877605687252
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.001128154437791578,0.10014486432753648,0.05937289386131803,0.004712962481479674,0.10099705308032372,0.10326397901193372,0.14467636201715903,0.09238359176903432
HALLMARK_COAGULATION,-0.028593591451363136,-0.03928477056427315,-0.06186338818101867,0.11836221417855801,0.11142205947836933,0.045447952963771764,0.10774508015655286,0.06735713596755416
HALLMARK_COMPLEMENT,0.029578298760036204,-0.012515875582235195,-0.08117501513158691,0.10499279477958455,0.17593529553658224,0.02089633917998289,0.12210335604305077,0.036638027067789666
HALLMARK_DNA_REPAIR,-0.007842953518791319,0.09437283892768292,0.2048576584596208,0.08217621888399597,0.19245100838201362,0.13413670763967284,0.15362685153673744,0.13854440352693886
HALLMARK_E2F_TARGETS,-0.020320266102277162,0.05278580472349217,0.014479206589026803,-0.03104287086695142,0.17634312080704767,0.05155865530182979,0.11311703686114769,0.08363732707790246
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.020446634742551133,-0.056106679496186806,0.08012411931950862,0.07428086571935187,0.1445858016382078,-0.047921574487771304,-0.04107113598749824,0.02839508860832646
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.007683736947210284,0.00760642092218106,0.05183947832998734,0.012982948064324314,0.1201171224951914,0.02340128018307084,0.04169819198139086,0.11498697869363055
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.00841652893469156,0.044792890673663446,-0.045681273099633914,0.10487026155488657,0.00777486511750662,0.10812043226465941,0.12231136769735322,0.06612183785072778
HALLMARK_FATTY_ACID_METABOLISM,0.0026005880740554146,0.0021723831747992558,0.11346789541568413,0.04310127748665177,0.09138544092725684,0.025209163117460597,0.018140542938231082,0.012201854854043825
HALLMARK_G2M_CHECKPOINT,-0.020358319776173205,0.053149581557418356,0.06726468595415919,-0.015592059506635595,0.16048589068538677,0.07504316198212262,0.10062651296197968,0.07063294287185737
HALLMARK_GLYCOLYSIS,-0.0426013619130695,0.07864985387619608,0.11415800360581806,0.0021876712121584223,0.11497274454646768,0.08309178029238727,0.08223479000053575,0.07884765722034053
HALLMARK_HEDGEHOG_SIGNALING,-0.007020507075610972,0.14128427685992107,0.06900510120230302,-0.006644350888977743,-0.06779113574802731,0.0021673187452952774,0.052033254724115165,0.004260812075988617
HALLMARK_HEME_METABOLISM,0.017144215150096263,0.048183926511329626,0.07380618489261824,0.07605510796516063,0.17406268578673728,0.1150136618246523,0.1311691345463172,0.10144105805986285
HALLMARK_HYPOXIA,-0.01101857826982458,0.009389572676384133,0.12586717979924592,0.026036491637236536,-0.07097921774283732,-0.018186224290971522,-0.09414399440267189,0.03803065731809948
HALLMARK_IL2_STAT5_SIGNALING,-0.037528685410970826,0.008890146501745817,0.13732594574750873,0.08197970634756777,0.174246102767986,0.035527310462012504,0.1373665254838107,0.0818690423984801
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.009722043935777802,0.00809202410171327,-0.07297628107803136,0.061287256477854456,0.15115100685686855,0.0045527946064737755,0.10990437756944493,0.07676089709146881
HALLMARK_INFLAMMATORY_RESPONSE,0.0480290944140878,-0.01812066050944168,0.020735681624825007,0.03589221965811477,0.07232185201125661,0.024807967281612033,0.013336672574952814,0.035493935944133304
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.034856008457086744,0.020919807403635863,-0.020997953776248458,0.021178422594944936,0.18449270399665266,0.1106956122180586,0.15104061752951556,0.038777941387744284
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.009753187062494322,-0.07614393892843369,0.04821195253425709,0.07012525370150906,0.14477576553272078,0.004753992580579074,0.04655707999891014,0.052748696444045035
HALLMARK_KRAS_SIGNALING_DN,-0.08000806246699918,0.10217365865043974,0.01246611225348948,0.002012004953876726,0.025478139355124378,0.09431735288354473,0.11060372359739867,0.07694776307858482
HALLMARK_KRAS_SIGNALING_UP,-0.04115036010594392,0.0012285751288882271,0.03939592036644476,0.05757542072060352,0.07347114373575231,0.036741174471277005,0.13582636664879197,0.018481477834939468
HALLMARK_MITOTIC_SPINDLE,-0.010319943260032393,0.036989090365183164,0.06862590452559104,0.011145217761376381,0.1465612310887705,0.07968403749715329,0.14497825879319903,0.08025280591222624
HALLMARK_MTORC1_SIGNALING,-0.0004932973854491535,0.08473045566237748,0.12146343439651536,-0.004639993916142609,0.1452256420621169,0.0189130930644037,-0.018867752567349422,0.02145389100454326
HALLMARK_MYC_TARGETS_V1,0.013297049605084791,0.07986684125697494,0.2013757740136951,0.0355904005311677,0.16882488060436449,0.13857523039622108,0.1494965603735585,0.09155410026839418
HALLMARK_MYC_TARGETS_V2,0.0035652639287896025,0.0164152208937707,0.03915087685780967,0.0023665572103997853,0.0694066151228336,0.06520613018621924,0.09380572280324656,0.07638931523124792
HALLMARK_MYOGENESIS,-0.02253395486309675,-0.012015787909862125,-0.012940350824315022,0.07159355912745599,-0.07353227767787128,0.06465345685874652,0.11826060798453954,0.017176901077250013
HALLMARK_NOTCH_SIGNALING,0.03729899343533432,0.07228341661127749,-0.029428974903496316,0.029727410803548394,0.16043716770820035,0.11234927639697566,0.14032572681777641,0.13825283120339082
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.024396880079412202,0.07104648199706218,0.16094127361201435,0.03876684978336015,0.04277482389169182,0.14587071992046988,0.1440942256172455,0.0979704395837254
HALLMARK_P53_PATHWAY,0.024733670314861716,0.05777466526395274,0.15253586437568153,0.05114488517442504,0.18074266524136537,0.12397987611794323,0.14976987561325245,0.0774966520530435
HALLMARK_PANCREAS_BETA_CELLS,-0.0779497544674319,0.08872527894172369,0.03292735404601664,0.05233786328287467,-0.04078695494934136,0.10712802568027373,0.13539207792852728,0.036226053980831646
HALLMARK_PEROXISOME,0.011596994113044398,0.00701992010851365,-0.0509622031162328,0.04936789047575722,0.0974632648251353,0.10081473746838236,0.10266353158767677,0.09236574160683216
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.04627649440913175,0.06791195190543096,0.09811222683399697,0.059409403937647536,0.0900691467522769,0.09325227258851622,0.14054490840285694,0.04807071446958655
HALLMARK_PROTEIN_SECRETION,-0.04002269275517821,0.04552222038601529,0.1567390560408325,0.06836449979307453,0.1702790958838992,0.09056268695971229,0.15984317046625673,0.07845749444021434
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.02732463842015621,-0.047497001880509114,0.17296538793207705,0.12833236162084186,-0.09670818927825477,0.15676245621981127,0.15612065809902695,0.009788738334955182
HALLMARK_SPERMATOGENESIS,-0.04445911182973509,0.0779915297922027,0.09600945167838319,0.01239421465760471,0.09509315385263224,0.1041006774927715,0.12404091716226115,0.10967352982053201
HALLMARK_TGF_BETA_SIGNALING,0.03823124755990908,0.014209105949599498,-0.016061774766154824,0.06640834223954463,0.17778735971044674,0.08725833298107759,0.10030222432440541,0.07729777353353069
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.04616108522693984,-0.022416811390636292,0.12167276035192548,0.09068651894333883,-0.09871201721315104,-0.03770532877021897,0.012279653923489118,0.05892180305789013
