,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF275,UKF296,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.018546071781348636,-0.023423807856366163,-0.015263327729451374,0.04110180789374724,-0.08637663345822398,-0.03434098276066271,0.02034455399032068,0.05404857477012514,0.019077411709572088,0.02972319834851455,0.04095589133804121,0.036036217350310616,0.08446514883579782,0.035919341565427504,-0.010821148307130626
HALLMARK_ALLOGRAFT_REJECTION,-0.056123378754148905,0.037057678942761005,-0.010236413084433533,-0.01628859824207959,-0.04110285650894041,0.0011370830712895787,0.00452420663144416,-0.0046473218668859504,0.05051683459308389,0.07136448642333955,-0.015867799225361256,0.050972999333905006,0.05190435079677274,0.07352671918566352,0.0277139405127509
HALLMARK_ANDROGEN_RESPONSE,0.052986346750867205,0.04467514690399599,0.002047198182241193,0.008895456844153092,-0.0676986895722231,0.036941983646102836,0.016659898604376316,-0.01781506622948952,0.055102041638370146,0.03698561610305549,-0.013203951946212196,0.019538457836519783,0.11066665910937155,0.09507347418122951,0.027188130423978784
HALLMARK_ANGIOGENESIS,0.026847082551081296,-0.10860968936738737,0.00755806035741366,0.015619875702051264,-0.09069945657770026,0.007708822623379362,0.04281689479651127,-0.008401006994973608,0.04403738669001024,0.011821475014178373,-0.0048445665071178865,0.026228472699491273,-0.05969306504235408,0.000739203890511597,0.042801937617490675
HALLMARK_APICAL_JUNCTION,0.08615036615496179,-0.033199036786720586,-0.027661363535585872,-0.006058864493555862,-0.13260637422445212,-0.06830826555542516,0.10393363346169424,-0.015829380086003556,0.06336626655685555,0.05110400275651396,0.005653885051300798,0.03702970498350319,0.08058480895980441,0.12596988667979817,-0.028703515889995073
HALLMARK_APICAL_SURFACE,0.030565612937621806,-0.06834766296718821,-0.03311039459857963,0.025529095243982346,-0.0968604615365552,-0.06342784437163558,0.04607054920461429,-0.06757263437584547,0.05590681676586531,0.09301238443224931,-0.01932933849819713,0.01871133933711931,0.10387121057036264,0.06286236705417861,-0.021406188460872465
HALLMARK_APOPTOSIS,0.011151735900701952,-0.04647013984964142,-0.02709801624907004,-0.04459143883378544,0.1204318910438916,0.045898647348316245,-0.014832298923554378,-0.04821684689689269,0.06637916272964545,0.013930843161370198,-0.047900302620888915,-0.023669070270117304,-0.029427839837567502,-0.004115478913713725,0.032630817483477
HALLMARK_BILE_ACID_METABOLISM,0.08297351021476501,-0.07933941117951883,-0.027001458882618595,0.017855048330896156,-0.1314943376539998,-0.0785478241673328,0.035667209535083795,-0.004289418248074016,0.04227497284520655,0.021530389500250522,0.04093734521575076,0.057566790034276304,0.08963036339520832,-0.0014478718615039408,-0.02739733408123413
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08135058465231149,-0.0481828625688397,-0.01084972830404211,0.021754885014452784,-0.04929948289720895,-0.03229140617244985,0.04345461657008988,-0.010594408739511797,0.09027768241371871,0.04446597946482255,-0.008679470427572559,-0.009812864778507437,0.07574800331797056,-0.013648080009027433,-0.02047150776353762
HALLMARK_COAGULATION,-0.0652147471931968,-0.10675998037604684,-0.03952228360490361,0.03981314814652341,-0.018543557527705926,-0.06702743057099127,0.030881420294657336,0.01703194049950594,0.05918017728115277,0.1099875594796442,-0.02181305773873567,0.022048923361592233,0.04333286378974314,0.05844731867756736,0.00735489457092101
HALLMARK_COMPLEMENT,-0.03898093509340006,-0.05458839493790831,-0.01112798724537627,0.06584908550743407,-0.07375742854096468,-0.03243348523779286,0.009776457282617777,-0.04800982499979688,0.1074564551392422,0.058897589283065266,0.022589510926085365,-0.02200420783916121,0.04858664602938949,0.0003558063965112421,0.04508588714736081
HALLMARK_DNA_REPAIR,0.11423473424058463,0.03257048280905915,0.013116995698765708,0.023547290931296847,-0.05488669717077848,0.08830342488102232,0.08940188279825749,-0.034375802046280046,0.11238212319867852,0.07452175492922283,0.09387570143500273,0.018498134263274603,0.11122010441728412,0.07811791818456526,-0.033564486371322595
HALLMARK_E2F_TARGETS,0.09678579749572987,-0.036691472151123984,-0.010263837635522377,0.010593136022759665,-0.0983727449083978,-0.03401839913806944,0.027189448156237393,-0.075205948252102,0.03358321120781739,0.04466006654366072,-0.01008956018019961,0.0032097286779030057,0.02467820320663541,0.023123569685276714,-0.04227266167970614
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06624330871392471,-0.0636874795810298,-0.02011098695369662,-0.009354367378068504,0.10450763229728292,0.09866076274899256,0.07188765396893405,-0.02005874452543898,0.07501820543591703,0.007668075510795371,-0.01118977209550208,0.05482437416544941,-0.004238195535812577,0.10699552179411587,0.02030864498089033
