,UKF243,UKF259,UKF266,UKF269,UKF275,UKF334,ZH1019inf
HALLMARK_ADIPOGENESIS,0.07649299783891234,0.01160795140672716,0.022157403581480908,0.10931827783274246,0.03359560059836918,0.035156635661508874,0.09119425152963972
HALLMARK_ALLOGRAFT_REJECTION,-0.053275294728110933,0.011935179318147495,-0.03847190668234778,0.09489145110759002,0.007591315725368648,-0.011092445448102242,0.12419427423001375
HALLMARK_ANDROGEN_RESPONSE,0.0244603754905317,0.07369168578378897,0.012162327543928077,0.11317566966716279,0.09512939963277013,0.037764327800661954,0.12799624267903814
HALLMARK_ANGIOGENESIS,0.008005355459790694,-0.016502625686943106,-0.0799873275997927,0.06482811821852777,0.08711392150962355,0.05694227395022242,-0.051024733462920725
HALLMARK_APICAL_JUNCTION,0.04055819678702906,0.02807068505201014,0.010913867956756746,0.0952175288064019,0.1323170989544585,0.02118407773964507,0.11349856718300114
HALLMARK_APICAL_SURFACE,0.06157776137759487,-0.026928466728896934,-0.002953482447427224,-0.05304128457375893,-0.07336238185640177,-0.00353640832347537,0.08955684728456458
HALLMARK_APOPTOSIS,-0.008311662437224357,0.04431912844997501,0.014346126282585435,0.04481336115648055,0.040108211428474955,-0.07288301086688233,0.003274895183396842
HALLMARK_BILE_ACID_METABOLISM,0.013058289192962575,-0.012789707879293732,-0.018434266594824618,0.1297893963957847,0.10690500278002156,0.008904296906365234,0.06897222944055266
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.012633939280155828,0.015500517767337374,-0.039154269750211815,0.12842033030246738,0.0871755965771143,0.02973806976694563,0.0287237266018021
HALLMARK_COAGULATION,0.09348347771905982,-0.03059703509322309,-0.07834845477594422,0.1226815058323354,0.1185381764209804,-0.0349801105285656,0.08967930871973394
HALLMARK_COMPLEMENT,0.08877682534655851,0.010154389317944625,0.03995609667240992,0.1096939200215153,0.062048935465602334,-0.04586548776216543,0.15495024224380222
HALLMARK_DNA_REPAIR,0.04865564542500755,0.07512228777515692,0.019590367313182453,0.10206401908205355,0.10569476764654664,0.06119034673369304,0.14726523271136785
HALLMARK_E2F_TARGETS,0.045431180478015254,0.007135021382565108,-0.03615798100166501,0.10450321225232238,0.10519089928752726,0.01791953586611293,0.1076559986481369
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06502911174204865,0.02042600590249769,-0.04880285863846767,0.09587845145423557,0.09223158334415386,0.05515021564805744,0.12391114131126423
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.09417899839546305,-0.013301742590688644,0.03082085929158023,0.09566688472077299,-0.0062641320106064016,0.010196486838934662,0.08166805082727281
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06413670976333292,0.04935732210604308,-0.010721676334565543,-0.0006230100613983786,0.025906656822283478,0.10204211753403591,0.01601709023257657
HALLMARK_FATTY_ACID_METABOLISM,0.0324047942767163,0.05786388206923265,-0.03197460700031378,0.1024309520818761,0.07008883284779681,0.03276772901019157,0.04532372055077541
HALLMARK_G2M_CHECKPOINT,0.033720795015612585,0.06985847175126751,-0.02750065089513305,0.10562101470410322,0.09173328001764838,0.005238931692036776,0.09935064114123943
HALLMARK_GLYCOLYSIS,0.04778691641787725,0.060640343061986325,0.06552292855245574,0.0888000829171353,0.046751463222024565,0.10904906370843916,0.019726737598477265
HALLMARK_HEDGEHOG_SIGNALING,0.06451729220541776,0.01155404813546912,0.09132822142851697,-0.09132721907000604,-0.07222020356151626,0.06754161678216831,0.05303624796454776
HALLMARK_HEME_METABOLISM,0.07019332803695795,0.05895813632808726,0.06582338454584502,0.11659045202235986,0.07456033199808425,0.11752719339284436,0.09229977825834182
HALLMARK_HYPOXIA,-0.02336198506710403,0.044342465149256674,0.019230805727488247,-0.04729414884672463,0.03606310869621203,0.08962731843054751,0.040864154929026286
HALLMARK_IL2_STAT5_SIGNALING,0.05506783415792879,0.04602476650674045,0.0012763780787741425,0.09945360467315036,0.0702756827591949,-0.018310274325740235,0.060631356600324246
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06311370520409078,-0.011583949819057018,-0.1063394456518747,0.07871525987054766,0.08117459805012958,0.003594439760411586,0.05740261112183343
HALLMARK_INFLAMMATORY_RESPONSE,0.07371889787953174,-0.011138897250796859,0.05866080380314371,0.016085015233566712,0.08227723329172351,-0.019086251065762446,0.008026682065907348
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06218599438640016,0.004040614421225904,-0.0452917987981759,0.08174418550365507,0.02997862337717848,-0.004660549648610535,0.04246972830374829
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0585240320228708,-0.009355305761663081,0.028787625619866725,0.09644604841585756,0.04028161153001822,-0.04972566570897878,0.11399056580596761
HALLMARK_KRAS_SIGNALING_DN,0.04133312969231592,-0.016325837289535686,0.06081654792567454,0.024538254573822856,0.05705035449354346,0.03746522694623534,-0.011011219893343336
HALLMARK_KRAS_SIGNALING_UP,0.025017124218405733,0.0007703425886659144,0.06578042105331114,-0.023784058636524046,-0.023126439114520295,0.06374087693032779,0.11737780098800077
