,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.05508836817374413,-0.010244430637417817,0.003799618245672027,0.13444121698959835,-0.010745743681280139,-0.058647947080025256,0.06800277716360444,0.06985346839647115,0.030719498740415133,0.06186097212232627,0.046460653562602504,0.0686508612687346,0.0902929024227398,0.053189839251230754,0.02733110929964845
HALLMARK_ALLOGRAFT_REJECTION,-0.08817363405026163,-0.03348702483205149,0.0053537102077410885,0.08842024347491483,-0.08388735456496552,-0.0575209825476645,0.11786622742389467,0.012926616817724371,0.022800229128990164,-0.05985276701561861,0.036784089089432294,0.024546800513024762,0.06603228237035971,0.022713014659120078,-0.004922469132612132
HALLMARK_ANDROGEN_RESPONSE,0.07917610481321731,0.003849061122077756,0.007219137551005878,0.04579372308711236,0.031198963249176263,0.010982261408628432,0.09035005075158588,0.04927184729935324,0.03755201433779611,0.058189723122742655,0.01063675502294915,0.07527109734691084,0.12890011967335827,0.06331416090447985,0.005264484265199589
HALLMARK_ANGIOGENESIS,0.007767373058949188,0.08063837703633844,0.03208232472001719,0.014386762949485033,0.0490883573971093,0.05993161039403087,0.08140018608670703,0.028359948648478045,0.14688525691358478,-0.13250366649726442,-0.02544558588024919,0.04724483608005312,-0.053703893296937796,0.04214884839997308,-0.019307196357628866
HALLMARK_APICAL_JUNCTION,0.07426640041215231,0.008832745214213381,-0.002757442561058683,0.14921505003809885,-0.021636575015937683,-0.016803378772766192,0.12455113118491949,0.029581410541860254,0.025610150455173144,0.10254351320692093,0.0595602758188027,0.0980785284816764,0.10888957715313165,0.04642249636829447,0.010759466592409301
HALLMARK_APICAL_SURFACE,-0.0008504768287075279,0.008833974024158486,0.022864043123574256,0.04405512391677927,0.004562785896067812,-0.00798890898603765,-0.011185730261480174,-0.01078198420216295,0.020293854962502734,0.06965898286513642,0.10764807493433884,0.08749903924819102,0.07588222379074001,0.06043324788681177,0.03618802056193718
HALLMARK_APOPTOSIS,-0.06011760369633627,-0.030003565841399026,-0.0333169423891897,-0.11518369129431619,0.007909679730207371,-0.0008233727368142906,0.0464084137501322,0.02269510393220885,-0.02957679860943448,0.006982471519799857,0.09814983390431097,0.030317905166004844,-0.03177831414732063,0.014270796765184267,0.014097175865936892
HALLMARK_BILE_ACID_METABOLISM,0.06828514101167682,0.03439818237848335,0.04771207043015747,0.13750011507913842,-0.028650168134345386,-0.03963297819585648,0.08373736523588078,0.026741872622754997,-0.008449067506114448,0.08715939864448884,0.10295971772289357,0.06866898752266773,0.10718252389038364,0.08643967385731438,-0.007862934067344677
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.048060996475874605,0.03055499279590598,-0.05226631233297571,0.09889269526996558,-0.01792956712652399,-0.02827662484587681,0.08446742161355955,0.0232660385175604,0.017189051654359546,0.044163904257797426,0.08922234707258468,0.04413174546034857,0.11907498009426755,0.0017857094953895403,0.054775118018481644
HALLMARK_COAGULATION,-0.019864182293305773,-0.02817476882635351,0.022855241225958108,0.008026692255218019,0.03762248847179813,0.007937063614606332,0.09375681727268081,0.03303810562882227,-0.01302097294309136,-0.0130400774775048,0.03685634211359608,0.1068126246340023,0.052037408970041554,0.0578787973416882,-0.010229448241090386
