,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.08088908356409928,0.00820100513273121,0.05036314476961931,0.0717676547024148,0.0669342944632185,0.25343337731142157,0.10711534874250259,-0.11843360022524076,0.05996363231969711,0.021818921542400952,0.16837762745371393,0.119249205320828,0.40719366163402837,0.31445907300361764,0.08931052182124034,-0.025033889536193874,0.08299712577199987,0.07985879545872211
HALLMARK_ALLOGRAFT_REJECTION,0.053679018044107296,-0.04639680850011559,-0.049161712258688844,0.047300048164188126,-0.005632114240240022,0.11252866514124794,-0.15331767979019845,-0.27747043910937047,0.02312405285858071,-0.005553956819881211,-0.32543861744758834,-0.1075836141869068,0.23111494874244487,0.19855445091515575,0.01097177108704091,-0.037116216930691795,-0.00206191398122317,0.01326193460400513
HALLMARK_ANDROGEN_RESPONSE,-0.012483747886017024,0.010544280858634887,0.04384385073404438,0.04573549624140831,0.014331142283171096,0.11354238112138937,0.0009635613988995085,-0.25636997467392675,-0.019752147439673212,0.015779014504728527,-0.10189275722901493,-0.0757703441429098,0.28824355666396906,0.22635894504513665,0.0025636654083142007,-0.04889738638421658,-0.03187001586198612,0.08391433805816492
HALLMARK_ANGIOGENESIS,-0.2553232351439579,0.03784836783565378,0.016766805798294447,0.008625976068774492,-0.023002419037053277,-0.13042696881133237,-0.08789985057866119,-0.3029334240369752,-0.19054198662913133,-0.033809278850819593,-0.3467501057607603,-0.25033615012301624,-0.10271803280466288,-0.1960522825106957,-0.08823307426413918,0.024361840900498095,-0.16184814092974825,-0.037363343366145545
HALLMARK_APICAL_JUNCTION,0.030898407712063453,0.004152403814866426,0.034886232353156556,0.14479020412570473,0.04604843621265438,0.19944931813804628,-0.032154508543506745,-0.24381619247895264,-0.16130251637518306,0.05564930949123634,0.07874114005124852,-0.1580246065104802,0.37925255934971924,0.30018785419957134,0.1724545245573626,0.028367065337244406,0.05763429362911642,0.0677737008122976
HALLMARK_APICAL_SURFACE,0.20620707355425907,-0.03403704345966607,0.09656139058944765,0.051795908216050075,0.08979617121227869,0.21369224370867101,0.17209086460084286,0.16098641634512312,0.06189983261131863,0.11406909931211327,0.261156237704217,-0.07195959353984346,0.3022735007309228,0.255007068575231,0.09798615002242547,0.05316823059446433,0.15161609556435418,0.0156445543082487
HALLMARK_APOPTOSIS,-0.03629820644309674,0.01001370883687084,-0.05076489003390027,-0.12305897003021243,-0.0011246901680109238,-0.1834467790620266,0.0006573183207582749,-0.10116983053240836,-0.1394165352145817,-0.018376795518402607,-0.09166874508557069,0.16441970597516548,-0.15745391032747422,-0.22601624834363734,-0.07686141162568973,0.03307120113567474,0.07991165901000027,0.06778475109295856
HALLMARK_BILE_ACID_METABOLISM,0.01479346448343092,-0.05575846603029337,0.037584991928839045,0.10992050053366509,0.04267258870667869,0.2385526939839424,-0.03493000668246103,-0.27072348258601464,-0.06094466875587429,-0.029373797712553426,-0.0001765863703782575,-0.11940468175811103,0.276770088380687,0.2228120023491966,0.029266975886272414,0.04405808275852978,-0.044725377699474884,-0.06776574162365938
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.10476243107295008,0.04150341614739555,0.01336417081378572,0.03754438946110007,0.0011272374988226328,0.20384108515506139,-0.0468876545752335,-0.2032674907907154,-0.19965233854488051,-0.04492653439016264,-0.2961234869048684,-0.17723638016967377,0.35868638568348554,0.34740645493561356,0.006752329134339522,0.023767399650052205,-0.022491702084113666,-0.04423878319496016
HALLMARK_COAGULATION,-0.06264193157070576,0.002081287933362237,-0.044265528661927074,-0.033409948441262494,0.01844645658405891,-0.0019822557732736843,-0.19107645727562175,-0.3053016939932823,-0.07987777772235478,-0.06282907062456353,-0.38557553050808496,-0.15432377205233253,0.24253358342079673,0.18397772848113542,-0.14833588341218412,0.024184408101911997,0.019446477915758303,-0.05960639357734646
HALLMARK_COMPLEMENT,0.12847971880309636,0.01589091961321061,0.0070384556484502855,0.1019068294372677,0.034705237530076136,0.11231151932849816,0.05703447288315352,-0.2520580807185154,-0.1294785717259495,0.05193915583785097,-0.2193099218716813,0.07734904385477266,0.262461824767618,0.1820393947191738,0.09490938264107793,-0.04856315499094193,0.0763303513769656,0.07154006951309241
HALLMARK_DNA_REPAIR,0.08032480258148954,-0.000910794457539199,0.06940352445250582,0.1272229283820429,0.00982370111871767,0.2030252806839357,0.01758638787458029,-0.20037597129640183,0.0007926082081149721,0.0705491752924905,0.20524845892883412,-0.086062971184663,0.3777834746695768,0.3316642128193936,0.210750781165572,-0.0033907184472797233,-0.03167544411987567,0.08913263897375143
HALLMARK_E2F_TARGETS,0.13168909423692077,0.004304844892886385,0.06892688442721723,0.1015638973538364,0.07353077616483411,0.2513723288584534,-0.0731983481927282,-0.23295806033976188,-0.1079405239281269,0.055397864954462674,0.23530258265900997,-0.14923728992326765,0.2281251761709157,0.23643696288361118,0.15798385036498325,-0.004652252209414953,-0.046802119810349034,-0.0036629888453680133
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.2403215992011689,-0.003312646481085692,0.004311012258068362,-0.10001797058463036,-0.017111603372663348,-0.10800740925852943,-0.1280941561150904,-0.28015908162878556,-0.21742529241034872,-0.013856437440256341,-0.30808599856641494,-0.23258995984158734,-0.14724821279196357,-0.24815846753438242,-0.06996413777663978,0.008427617487349031,-0.04700389503170227,0.05262821600400831
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03308000809753533,-0.005546172702361931,-0.013577223733755816,0.09709747658880176,0.09281873540793859,0.12601469058182624,0.09893807050983752,-0.13174497560721735,0.04924906002645269,0.02641166723762239,0.33496795679617974,0.2479615434045123,0.26927717088671044,0.16539759149839658,0.17444622624716494,0.006165400468236293,0.0024539071136986733,0.11340048885514466
HALLMARK_ESTROGEN_RESPONSE_LATE,0.1690198044613601,0.025084263358309596,0.06916494884295882,0.056106266290951896,-0.028940121030319246,0.07763536029812347,0.06031550030457322,0.13296929329445178,-0.03670927937498851,0.005531085530597628,-0.07165250675934658,-0.18627347203064962,0.3369138173169666,0.3194271146009938,0.06060185401987955,-0.012222397958428633,0.0337156719355501,-0.019090494735499057
