,UKF255,UKF259,UKF275,UKF296,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.011191523593774934,0.00567237005445824,-0.06809706107177238,0.03652008518125792,0.08277582628781263,0.1300986098315899,0.04747976009547124,0.04835036553056505,0.1720613645190007
HALLMARK_ALLOGRAFT_REJECTION,0.06144948665129391,-0.02123252253712917,0.05814711536026054,0.010214675981286992,0.039432015911927396,0.07211453509131077,0.006896154144439216,0.07050482693896004,0.01223830741347725
HALLMARK_ANDROGEN_RESPONSE,0.052061305882063064,-0.016738022789825165,-0.003313522156033942,0.041387315344807586,0.16066429115403572,0.1320247226000103,0.05057441396005829,0.04324834436531741,0.09213272377813483
HALLMARK_ANGIOGENESIS,-0.03441352628070311,0.00836931076959122,-0.021153577640914547,-0.006464449246093137,-0.036677102071659896,-0.01465166586303165,-0.031012418178408323,0.08530956379290489,0.06525699746005005
HALLMARK_APICAL_JUNCTION,-0.015003513550409856,0.0062863779512884865,-0.05005594855130527,0.04917604850752221,0.12536820360468146,0.15531094372789891,0.06812197037629611,0.06612277548564273,0.1719505967794778
HALLMARK_APICAL_SURFACE,0.022163675786200723,-0.04497392745625464,0.026538757214779614,-0.03326348952079237,0.07451170002875254,0.10462418656763627,0.054706958641407025,0.07467275646333878,0.06665057446988855
HALLMARK_APOPTOSIS,0.0876631468236839,0.008455280058966676,0.011844022188989065,0.048963476536102654,0.11767652877905445,-0.01640538120491455,0.009222518275768584,-0.06865834001989568,0.030513906331558222
HALLMARK_BILE_ACID_METABOLISM,-0.00213548940163099,-0.020772384111733766,-0.06827942826718021,0.07227477398124511,0.02787502865462427,0.1165458709971767,0.06004563096423939,0.016510451747584382,0.15206069836836691
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04177489363211589,0.015212064941560886,-0.03169748102381724,0.047106972454795074,0.05285566760140654,0.11336162844685337,0.06039096082489158,0.06296658131101665,0.20384592642197888
HALLMARK_COAGULATION,0.04315171366969282,-0.004948833858153793,-0.01325811395757313,0.025582266435058842,0.14243480022383678,0.12079060799500392,0.02870379391514227,0.0385956780308744,0.13566151941106358
HALLMARK_COMPLEMENT,0.03609139993573513,-0.016368734782507735,-0.0057713079544767015,0.015700813664289083,0.07140609691888596,0.09873156222856241,0.049756465071517327,0.04274112688398792,0.14297363750929673
HALLMARK_DNA_REPAIR,0.036076163696092935,0.018375238202259878,-0.05203508402595208,0.061562170209919206,0.08355802243394977,0.15099211669416082,0.0886474181429588,0.12023960511844933,0.1942477621691182
HALLMARK_E2F_TARGETS,-0.025429930296526244,-0.0063176815154787225,-0.04240943191274636,0.004290472445120214,0.04832809536905788,0.07947045400031098,0.044062074710721696,0.04894815076235508,0.14175987593761896
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.09476335514590534,0.0023369264878149608,-0.022481206852539383,0.06716389077436263,0.08019291779885562,0.026750643544252252,0.05486654384974227,0.036257889979836685,0.09795460280145599
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0014203168589687423,0.025420398364148934,-0.005240725918463682,0.04889908856048977,0.05860603285249568,0.12258015412653282,0.10112964715559664,-0.03468120237463053,0.14469887755256255
HALLMARK_ESTROGEN_RESPONSE_LATE,0.009339283470741123,-0.004810700011950861,-0.02323508743592976,0.031520511382745524,0.016145728415139456,0.1023829634235142,0.03539319750723289,0.062116333963622636,0.10988001089017413
HALLMARK_FATTY_ACID_METABOLISM,0.11274691515601647,0.009073753058500058,0.006973765824198608,0.05949384100781583,0.07580515883568215,0.02703806456207513,0.09820594473970524,-0.011966343952349228,0.13193837347577445
HALLMARK_G2M_CHECKPOINT,0.010313029707813807,0.0047488009935408625,-0.026156982615381547,0.07080262603697836,0.06135186662027433,0.07428938336905679,0.042883684637910334,0.01832424777520204,0.12324082600006961
HALLMARK_GLYCOLYSIS,0.01281005519780232,-0.006448987614064162,-0.10845477055132978,0.04570504086502356,0.0027955409624197624,0.08903226227493792,0.10895370119221678,0.047333671418158155,0.13359964409885522
HALLMARK_HEDGEHOG_SIGNALING,-0.05664559278964168,-0.008711340188399173,-0.026976979419292085,-0.019635592301908877,0.1512910067506283,0.05560181362763242,0.015019342028041751,0.03950291278587207,-0.024674420253091137
HALLMARK_HEME_METABOLISM,0.051393401876978564,0.030457637063668004,-0.050162139096880505,0.07493773185959793,0.09750467637520968,0.13819708462438546,0.08326157548599548,0.016927098636755535,0.15386284507019632
HALLMARK_HYPOXIA,0.06608788174324291,0.02482383257378574,-0.0033248942642468537,-0.008383846827024742,-0.11782114505925106,-0.009448008639627218,0.0613347879249181,0.01625239717071759,0.10360168771608418
HALLMARK_IL2_STAT5_SIGNALING,-0.0350971922101686,0.032974228001887276,0.02832867033480519,0.03836979400652704,0.15329639285856553,0.15368086212065202,0.07895903246841245,0.054999577477895,0.18876173094774054
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04904064381295358,0.0004534929454665837,-0.037030622219145624,0.017090433839888064,0.11767059448031313,0.09476455364675827,0.0405075440835341,0.05247018511125526,0.15003370529133114
HALLMARK_INFLAMMATORY_RESPONSE,0.04092174464479034,6.137818848962982e-05,-0.05807986699820952,0.05403809177799498,0.12961374779316903,0.025783226373593624,0.0195042975469152,0.013478547751165549,0.09533498287676744
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.03601540832874141,0.04853085952848237,0.04140596639886019,0.057842865724669845,0.15037242096920522,0.14371724597718102,0.042222683680553715,0.019207382091190713,0.08032061078561735
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.10231720354435152,0.020876660367759006,0.09688900488271564,0.02426857555638215,0.08409807339014129,0.06592905444876974,0.0345159023976202,0.08713422931459273,0.14839863120133615
HALLMARK_KRAS_SIGNALING_DN,-0.007847763619311747,-0.03293068379539534,-0.05666702512654875,0.049455750264054146,0.02437214508353551,0.09625224421241904,0.05491334990528851,0.021250812876016042,0.11245990006093531
HALLMARK_KRAS_SIGNALING_UP,-0.003372086625879425,0.05940439619629366,0.01154947529257551,0.016546788565089197,0.1526795433439137,0.11585284643104585,0.010639329929797981,0.014411349261235022,0.016579373400777822
HALLMARK_MITOTIC_SPINDLE,-0.016241087456686638,-0.002345892691089747,-0.05088105424948401,0.06657487742313506,0.09370313284606172,0.1264824309855872,0.07322948922419292,0.00878717465104142,0.17170226189360882
HALLMARK_MTORC1_SIGNALING,0.014694402306220909,0.02940317884150301,-0.01792024637907773,0.0019323489314269826,-0.018537082107099635,0.00272610262404835,0.08425254048438856,0.016879270021148828,0.0759043446455442
HALLMARK_MYC_TARGETS_V1,0.022861891405294363,0.02203777526196324,-0.037029134171182025,0.06496232853427156,0.09873359224064482,0.12817300468665796,0.07247621225973087,0.09048224093215557,0.1535668085362624
HALLMARK_MYC_TARGETS_V2,0.01612767169244204,0.02587446545283482,0.02954183972082998,-0.04181353850229288,0.0321321735040293,0.08135909637290499,0.0334754491554716,0.09435155632702329,0.16626929730743184
HALLMARK_MYOGENESIS,-0.013022733454663092,-0.055590800688583936,-0.004396336850684315,0.060615857012453575,0.09141505381463855,0.11227754100383719,0.038872711696559495,0.018975238114829054,0.0595867676924272
HALLMARK_NOTCH_SIGNALING,-0.04394659782883911,0.025801536960914317,0.0016819615240746839,0.07003489458539638,0.052239800520827315,0.12633081605378468,0.07636399915804065,0.049934779712078894,0.14199558385888963
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.02595668651294952,0.027862493308325163,-0.04994103671397461,0.006114568322648879,0.08364033850093877,0.13094832733313047,0.06910123978656726,0.1374811774001161,0.1102134236320707
HALLMARK_P53_PATHWAY,0.05883938723577073,0.004740669576280174,0.041402660271003526,0.0466735782917355,0.06887823450872194,0.13190978744487275,0.09751046206974173,0.04429736563185312,0.1584115902593723
HALLMARK_PANCREAS_BETA_CELLS,-0.0360681836294025,0.05777143035502023,-0.024730586728415747,0.022866227930526662,0.14666314685426626,0.07368774694934807,0.050864555615127864,0.06858262014041994,0.01458491979549848
HALLMARK_PEROXISOME,-0.059986632417396504,0.0435555704266569,-0.0060809000824653976,0.017379327127333272,0.03557672629250668,0.06693589999156722,0.04312506535886438,0.04349899347772748,0.07791850063586472
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.005422331794595206,-0.017294779038637218,-0.045423698012771525,0.06025176965759019,0.08961029265261052,0.11960326250580675,0.07183393422360451,0.06971311572446856,0.14165445551140882
HALLMARK_PROTEIN_SECRETION,0.0514315729087217,0.026946174400393763,-0.05411310340328122,0.04953345991650904,0.1311089826808807,0.14782314529784105,0.09862266696531238,0.08293446993319953,0.16664012356869495
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.013202431457501973,0.04195743730769554,0.044472657938868926,-0.028269964902435975,0.03697143535036923,0.14375611366414276,0.05695513761020024,-0.01503887001876378,0.033546858061635924
HALLMARK_SPERMATOGENESIS,-0.02639016385047734,0.014260896907225448,0.017396713297027105,0.07491269299516891,0.05373963994803061,0.14413630420101653,0.058187556933781935,0.03511167980697546,0.09930934845857797
HALLMARK_TGF_BETA_SIGNALING,-0.017790579131686756,0.050111621169706036,0.006680387504840922,0.016997153436565427,0.09676234323583505,0.11283799447823452,0.026600278455534837,0.012029207990995272,0.12751719401292913
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.04955178460730012,-0.03322627459681531,0.01816838814595234,0.02466770988392961,0.09618447352963809,0.02217267029786857,0.04948842464729231,0.015425926308783802,0.12793959641699318
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.03136739291881321,-0.01758849111585625,-0.00856113016431648,0.08599773350846646,0.10403950034787579,0.1434813708524697,0.11615057105091717,0.06545494808657364,0.17271075183084467
HALLMARK_UV_RESPONSE_DN,0.05437681788967765,-0.018429111518668616,-0.03540758538783517,0.057279779091413664,0.10511266568029196,0.049897717468456296,0.05145967828747608,-0.01574477900999885,0.12016620332305937
HALLMARK_UV_RESPONSE_UP,0.1032762392265208,0.030175609256631014,-0.010796963417603037,0.0277257184283798,0.010289825928073454,0.13035338906725674,0.09794528719446749,0.03042304042013121,0.12880298819556035
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.00531585334534607,-0.0009279676359141507,-0.09885248892313926,0.060346790904638556,-0.034963022551602385,0.06658975560287667,0.0486343036438079,0.037507944315261985,0.09041587487324049
HALLMARK_XENOBIOTIC_METABOLISM,0.08406930167067429,-0.0069079125923222654,0.001306639708961618,0.017107243402112043,0.05444849094032618,0.15873505341064562,0.1030229850995946,0.07805837795123341,0.1926512484332215
