,UKF243,UKF248,UKF255,UKF304,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.04694465798346379,-0.06313769860065861,-0.02948085960232641,-0.03940242638562007,0.10970169714918666,0.014470623210537943,-0.07195710138864021,-0.07814797270077714,0.0013393130394935523,-0.0277763633979283,0.021328821468325876,0.01414279764526577
HALLMARK_ALLOGRAFT_REJECTION,0.031903144574154864,-0.06301287686772415,-0.05844330848195366,0.10322688310839612,0.06167299585331418,0.044752279328114666,0.08343159423628053,-0.16386831284109796,0.004735519267622409,0.02673040143421876,-0.02976972545063355,-0.18102467482750612
HALLMARK_ANDROGEN_RESPONSE,0.030926797433913595,-0.032269393273253684,0.021925279536147296,0.06941100120494885,0.006349271971762597,0.03639555468007589,-0.04477880572047491,-4.980871906934222e-05,0.03847662888457161,0.043384801814769364,0.17059646175151358,0.052155921404905416
HALLMARK_ANGIOGENESIS,0.016363044267041743,0.09496358372696738,0.11739123576283544,0.03834115201747742,-0.14380826807501654,0.17974672699942518,0.12710363264363458,0.08907516532991275,0.0599898899204802,0.11889554672862522,0.2965080953745604,0.33031537337748135
HALLMARK_APICAL_JUNCTION,0.008232438867861338,-0.07098473644509268,-0.02147811458542795,-0.008940148692519247,0.09329851620235215,0.027462998082608568,-0.13190403507674547,-0.01924264932091283,0.016371590818927268,0.09080520734327249,0.1580806307133461,0.06945659109809582
HALLMARK_APICAL_SURFACE,-0.08735904502098153,-0.10069913094183514,0.005856185242192362,-0.08027173575113199,-0.030895680965804386,0.03550103768899589,-0.15379018533615302,0.004293095397809126,0.023620786860763656,0.083429374426505,0.15151650520476098,-0.018783291368747908
HALLMARK_APOPTOSIS,0.04495824351296506,0.003973374227144697,0.014356027554235155,0.028051613386355072,0.13566378900622286,-0.09710262670309858,-0.05375365813989733,0.14968440573282246,0.048580390576609817,-0.003818666885990552,-0.04380605491216911,-0.0979705971794707
HALLMARK_BILE_ACID_METABOLISM,-0.04932436621018337,-0.07536574929151262,0.017680067195518255,0.01918591201262092,0.07520461559273045,0.057532893443981444,-0.06589965916718735,-0.06018858291287661,0.003337323980418218,-0.029230522624545677,-0.06524809029289515,-0.030264573457357592
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01963479915896209,0.003064212825512765,-0.04719180486603081,-0.013297970253699888,0.1369447556886117,0.05424045663109466,-0.026015505336755965,-0.05238129335808402,-0.0092678844859079,0.01564089815965278,0.043438456449486594,0.04775675376554101
HALLMARK_COAGULATION,0.010994176439157252,-0.04734015886863824,-0.009449879944736853,0.07545071867726272,-0.18765357489130105,-0.013436927646876299,-0.11184061884322735,-0.022106922727742725,0.033460719589495064,-0.06202191538564217,0.15172105473760972,0.10818872257019926
HALLMARK_COMPLEMENT,-0.0237819863176152,-0.021156052787696302,-0.10200781639479047,0.07773928075394983,0.1508785324973901,-0.055222192965574186,0.11860072971670343,0.005599392027418537,0.07264243088741247,0.05708911116237239,0.040648865967634576,-0.002642151306499524
HALLMARK_DNA_REPAIR,0.015685729737436458,-0.0247158318277881,-0.14682812141982524,-0.010203093042783773,0.10775080199430095,0.10099161845530369,-0.09625368973809775,-0.040787553774045915,0.028024125216057644,0.08090868748815953,0.03497835228973758,0.12270772636022274
HALLMARK_E2F_TARGETS,-0.06256421787973283,-0.1176275024997432,-0.040001931294554524,-0.04970181712445387,-0.05923631658513203,0.02342985933048748,-0.0881390857961312,-5.127386354913387e-05,-0.034262691103385375,0.08501415550349713,-0.04540529687715294,0.013290338467892442
