,UKF243,UKF248,UKF251,UKF259,UKF275,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0003147706732652717,-0.009005681352292919,-0.018344129982629503,0.008483084778384541,0.00388283748380656,0.02756302204252982,0.035701463759070046,0.14822917881606734,0.029815547105151965,0.023086094702752843,0.0021683493919343604,0.06565296007702486,0.10155360122133088,0.03809392834536029
HALLMARK_ALLOGRAFT_REJECTION,0.03965879289643138,0.03116344581548217,-0.02186863264729259,0.06375947634888672,-0.006080700842134845,0.0644730526121912,0.09201740770286804,0.1670706504201292,0.1343960476040966,-0.029972101195022218,-0.0014345802538268636,0.0333233938522793,0.22154081431554665,0.006720292532512785
HALLMARK_ANDROGEN_RESPONSE,-0.03853634604410671,0.060375045996109516,-0.014752939160749283,0.043117358457857434,-0.001030147122289293,0.044840875993706786,0.05498526147849784,0.17242646070416157,0.06959971107912416,0.013400186303884181,0.03818775677116755,0.0945384802739084,0.1904321791623412,0.07194369455383556
HALLMARK_ANGIOGENESIS,0.05854586346524699,0.08509923807800024,0.08797900135752662,-0.00044666644832383966,-0.01085984629583199,-0.008892081584656177,-0.011314158705868103,0.1495240266192134,-0.028386381210973786,0.01925287607410278,-0.021790960332320072,0.04855306212801445,0.07157219575552785,0.11711377573155085
HALLMARK_APICAL_JUNCTION,0.02531537927022394,0.034442717815554816,-0.07280741461610275,-0.004895925843093016,0.012116745300164869,-0.007729401542406187,0.09930692609238688,0.14127451743040795,0.008874663995356396,0.04915152981647488,0.025594059635104197,0.020545314335304467,0.21927582297376744,0.07331612975004836
HALLMARK_APICAL_SURFACE,-0.08485234368599899,-0.02863958142138244,-0.025300699062701385,-0.030496491117013202,-0.04803686140692605,0.03204120535369242,0.005372600128136054,0.012185018107773058,0.00563841901793787,0.014690290658715835,-0.019995470509223175,0.03937963745094406,0.19012487570992193,0.060877092681088645
HALLMARK_APOPTOSIS,0.0839220046344794,0.12257552235044611,-0.04006921428073163,0.0013187014372485451,-0.005290199144258379,0.020791693065591366,0.09390018689208729,0.06452446572943114,-0.034418616725805824,0.06787061437554487,0.028358074952719015,0.047729718538291596,0.07881323007534786,0.01991883484281254
HALLMARK_BILE_ACID_METABOLISM,-0.04304393390487436,-0.05679763070153526,-0.025052110929109556,-0.05854001760883588,-0.033945398545856806,0.12611204361632894,-0.01908117993076533,0.11473716866079063,0.04532635305685159,0.0262387443303748,0.0345742669938941,0.10323236828682658,-0.002573920840646836,-0.04111369437251829
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.05489641374669176,-0.050925651611693004,-0.03616931893024539,0.02376920264678129,-0.004406846419595602,0.08447519664904098,0.07999748150207411,0.1318853580853681,0.07202912966040663,0.029922367409711315,0.032997294519002476,0.010205848981397952,-0.022778928036671968,-0.02480610925582009
HALLMARK_COAGULATION,0.04345263960701428,0.08992715134234856,-0.010327331743587707,0.02643312397855147,0.013836257482971607,0.07743209589388986,0.1373003969044054,0.11545179374006263,0.012953890878405705,0.016485479185944413,0.04867620261453132,0.08441507593437786,0.21846613354011477,0.0386864118347512
HALLMARK_COMPLEMENT,0.002500939298461419,0.08385343877716575,0.017469384552839688,0.0238015087966781,0.0013078801669477533,0.049699651566013706,0.0993273993831156,0.18652370813854474,0.1035960800593156,0.07525315859223118,0.014125694722495028,0.04538969541426871,0.06904447185201051,0.05156534834943178
HALLMARK_DNA_REPAIR,-0.055623037056575744,-0.016669519050645645,-0.02513577106230339,0.05940845385269314,-0.00988875446136008,0.005421120949866467,0.04271851891269837,0.13834510857832238,0.1263075172290019,0.03260347956035382,-0.007734233632908093,0.0015108090729861368,0.07151127743191449,0.00285518116007449
HALLMARK_E2F_TARGETS,0.008355086908262005,-0.06840536030448405,-0.0667006069121229,-0.018415225483294165,-0.019064044892312317,-0.039035015466335955,0.03872747831326334,-0.034605921876932684,0.09307065555341244,0.02966178377854403,-0.0035076066675969898,0.0057691237167428215,0.018079665220993767,-0.01373356538983926
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03907184617685689,0.15677029385512248,0.04328368773950569,0.06005664123187754,0.04723450522397801,0.08220086260892974,0.057636682178883646,0.06998808766823739,-0.010846034623313327,0.09993339816573621,-0.022013083695582667,0.11213113715197666,0.2193543616321519,0.10579647348640836
