,MGH258,UKF243,ZH1007inf,ZH1007nec,ZH1019T1,ZH881T1
HALLMARK_ADIPOGENESIS,-0.021057532429773526,0.12901871932274608,0.11733197154173214,0.04130429933878413,0.0683470462255875,0.04526946182212136
HALLMARK_ALLOGRAFT_REJECTION,0.013112931856373524,0.02058245931318066,0.05658399568357829,0.00809546805542455,0.14156375077876004,0.00585182733623688
HALLMARK_ANDROGEN_RESPONSE,0.016981423975887387,0.1306791801900581,0.06421747831583498,-0.02466585347320047,0.09693652214453619,-0.009615459820689419
HALLMARK_ANGIOGENESIS,-0.01267994365795225,-0.015854961118208628,0.04469782827697276,-0.07310475678189957,-0.052751932021157064,-0.0760956069783753
HALLMARK_APICAL_JUNCTION,-0.0029507469278534037,0.14984814947665254,0.14246233504989214,0.06085776198062121,0.03481748756784854,0.010370015895025826
HALLMARK_APICAL_SURFACE,0.0585070298714424,0.14116876954966112,0.20616062866276094,-0.029211494957484166,-0.026250886163078448,-0.026025154923404795
HALLMARK_APOPTOSIS,0.0011485183478514615,0.009185135119716234,-0.08470621688636788,-0.00021136419345135066,-0.017538922454707097,0.005251632685108391
HALLMARK_BILE_ACID_METABOLISM,0.013336603313637068,0.062399755180350416,0.13640927424040478,0.002880397794150546,-0.014526244282990654,0.023721195416057293
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.019227171478686245,0.07108433529410697,0.12027171297878182,0.12348770754970828,0.09577437126104837,0.038918917058548504
HALLMARK_COAGULATION,-0.028682333421135655,0.1037436659165221,-0.006544684384727703,-0.0902286605443188,-0.013747485417404006,0.010571276609203734
HALLMARK_COMPLEMENT,-0.007153318968743573,0.13062871556006456,0.1428639723268801,0.046039606600711325,0.14026072991591873,0.042298205888985786
HALLMARK_DNA_REPAIR,-0.004092286683151012,0.13175203996902277,0.19039771524324695,0.07127352609841839,0.08485872857052561,0.02534906029366499
HALLMARK_E2F_TARGETS,-0.008497358449760418,0.10663393692639749,0.22439089003169627,-0.01734870234750298,0.08373603538588552,0.012296139023181359
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.03819754562674416,0.049902849693943305,0.08067400730254702,-0.09946173789660138,0.010359729906417595,-0.02649994854624332
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.08755176537403235,0.0751808534755683,0.0068949845661608515,0.07570079507061371,0.0008865958044750013,0.02592042837927812
HALLMARK_ESTROGEN_RESPONSE_LATE,0.047702801604387196,0.08217135765791199,0.0489966219235842,0.10026274877872739,0.07027946498817174,-0.012401508811856017
HALLMARK_FATTY_ACID_METABOLISM,0.011993374282913135,0.00363182004452052,0.030636424913515304,0.09498665105395043,-0.005172534072430925,0.017398203680136327
