,UKF248,UKF251,UKF259,UKF275,UKF304,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0733296020956737,0.06560948868643694,0.028186543407326903,0.014067848571924658,0.01653950313242964,0.017051780884500007,0.05350454250298713,0.08203524383765613,0.0928833180078569,0.09630395111629682,-0.021708505638985562,0.11121749191279968,0.045124174351595825
HALLMARK_ALLOGRAFT_REJECTION,0.08673794046542464,0.016106651124507296,0.06999485498153656,0.10137151012900333,0.09106985162372976,0.11092035561254299,-0.04224115244355443,0.10963078576017363,0.12577250031891643,0.07355863278268168,0.012114650195932723,0.1292462761141599,0.08872703990254464
HALLMARK_ANDROGEN_RESPONSE,0.04990199192868292,0.03111898128095411,0.05939330764802497,0.1196600182981409,0.05904111890299413,0.01738852604261348,0.0336335339663272,0.05088576347964827,0.09535885706673691,0.09764098636586327,-0.039295564921465506,0.034131570526874724,0.07585346010578435
HALLMARK_ANGIOGENESIS,-0.09193226614033859,0.04880747663425329,-0.03074435758011487,-0.008672270247356022,0.07607200904420501,0.059915958261417726,-0.011911856954915081,0.028852655543671245,0.024079139243050215,-0.009910189898916616,0.04660508724461887,-0.1462205562586781,0.04454766025021705
HALLMARK_APICAL_JUNCTION,0.038940843525730115,0.053864019459366266,-0.04727411283173521,0.09109741691137813,0.045667721940871084,0.09010313375952245,0.0766343654547432,0.06054902851287656,0.03713500517277127,0.07816760076282855,0.03432575408179123,0.0863380747208397,0.053621029571583496
HALLMARK_APICAL_SURFACE,0.06643073101026507,-0.029925108308568468,0.0271448220004697,-0.02718161767871879,-0.07523238390476718,0.07674473026758909,0.12573125975091184,-0.006798730520067368,0.0573390475906641,0.13056981991709662,-0.012418621092771477,0.05245372831569209,0.014461043915586856
HALLMARK_APOPTOSIS,0.055902014417553554,0.029288473118245343,0.004424473304809095,0.02076620406772979,0.007464140370512511,-0.039922387203923576,0.022245940914493882,0.0494833727695556,-0.010995852078738625,-0.056145390808086906,0.0036936627950796904,0.09288813296691385,0.06340169473208647
HALLMARK_BILE_ACID_METABOLISM,-0.0243739783033217,-0.04437318526058668,-0.02637902845454045,0.04159751054979895,-0.024693867493488526,0.04393487926480402,0.05602518298498009,0.038891605395674836,0.08644409362272273,0.04845507170459645,-0.05718683492523029,0.11404625193044753,0.04221331051952805
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03806969103545052,0.08530477981187065,0.03765921478520573,0.016062329625388116,0.076051456941071,-0.05210578441978769,0.0499792402540195,0.06397686591888942,0.08474346329905481,0.0878400014589895,-0.005550222895287129,0.10131618315839139,-0.000643104472005867
HALLMARK_COAGULATION,0.08529609371318866,0.03877291087476268,0.022748453927122145,0.10594520519438091,0.11096024237176849,-0.004528716446036536,0.06812924736223384,0.10091845045252562,0.07650374057198411,0.07289925457388766,0.05352019586498834,0.03263489884089727,0.028325901901124273
