,UKF243,UKF248,UKF251,UKF266,UKF269,UKF313,ZH1007nec,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.06794669842109348,0.0404283013714332,-0.04310877713947034,0.014490745275121975,-0.0030559593386508413,-0.03854468228866858,0.0645163876349856,0.015603033616457837,0.018477320166015585,0.13313941879247645,0.06808797731329884
HALLMARK_ALLOGRAFT_REJECTION,0.03972317227233348,0.028111049495627417,0.08611362041025325,-0.07015885194815755,-0.048901100298153054,-0.044830789666321334,0.10816322365388324,0.08537407330205056,0.018612990691180352,0.1337447728645176,-0.026961206224394196
HALLMARK_ANDROGEN_RESPONSE,0.0208668462123159,0.03462652805736647,-0.02876287833846881,-0.018602262240629393,-0.03189378640895577,-0.03158397091857218,0.0876584656968693,0.0530178218004982,0.03653570152470038,0.1413110675767411,0.035764404354592036
HALLMARK_ANGIOGENESIS,0.024331395500836104,-0.019262689680950917,-0.003567834809905517,-0.060559629167722534,-0.07269412458145372,0.006617539664884498,-0.05646553616990865,0.03879915347759884,-0.04333553682499541,-0.04015850313289742,0.02907507833909032
HALLMARK_APICAL_JUNCTION,-0.05438591322937377,0.05729708115125608,-0.07067075261895338,-0.05608454725880493,-0.04132222543184448,-0.03238346920996654,0.004885109630324879,0.015440863337865804,0.020061902708793586,0.1397688166575897,0.0792528627383714
HALLMARK_APICAL_SURFACE,-0.039612015046804526,0.05591339469328744,-0.060449552782261336,0.06685538745087033,0.058329779325653676,-0.05785436307949165,0.008288316556845305,0.04582982937228999,0.03999538502820186,0.09114851429447424,0.015193789466348882
HALLMARK_APOPTOSIS,-0.0823125822677108,0.030380771281619798,0.026083571372905023,-0.02865820949707414,0.014878079743098427,-0.03548493930511907,-0.06828824241496738,-0.005724170732552799,0.04614108345725221,0.036004256113659726,0.025599600309829332
HALLMARK_BILE_ACID_METABOLISM,-0.03841010666805307,0.006800672977559504,-0.015098401630981586,-0.0025459424520733152,-0.08741299449594783,-0.0361466615465916,0.011414184998753725,0.056967612318902676,0.023138191713820734,0.07628602895749774,0.10790160398385606
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.07354464208831867,-0.07045656889853835,-0.03757988278723542,0.020309673206112946,-0.06237989961423941,-0.07101017983925736,-0.041329694353224124,0.039969616696766165,-0.0074241170364709105,0.050236634807560354,0.07159172367982737
HALLMARK_COAGULATION,-0.10042555959796862,0.08660061133239548,0.022991513288537026,-0.03798403093362688,-0.07768000162075714,0.008916196030165394,0.04171249761152629,0.05266720861203874,0.10814657334830853,0.10632630406602818,0.02711836983855245
HALLMARK_COMPLEMENT,-0.037358682061386074,-0.0156777602271711,0.04983107618378752,-0.05765750487020182,-0.007650414702555386,-0.0034830360421627547,0.047043105395520854,0.049481019874560196,0.034203112480157026,0.07064372421003814,0.05450692450877541
HALLMARK_DNA_REPAIR,0.03289253443642083,-0.0244815936535291,-0.056540610034763884,-0.05360566659704078,-0.014242421066752916,-0.04711726269581685,0.007591267982828049,0.05453886574160275,0.008446190482133084,0.12800068151262362,0.0713042598432932
HALLMARK_E2F_TARGETS,-0.06756901693471987,0.0031571991649173366,-0.07199890065306067,-0.07538685379576233,-0.0411840372379608,0.01667393160524952,0.020835120812894316,0.05145229150914124,-0.033710501593537834,0.07759095126289252,0.029205683531079926
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.019458702765204148,0.08091485269436141,-0.02227226486714752,-0.04276215552129868,-0.01991229555743282,0.058403299984135126,0.034342390310270414,0.06224380997757904,0.051413247638368166,0.10768694167972744,0.061890395250513354
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.016388622065064026,-0.02336272480516806,-0.006649729419029231,0.04112108349445934,-0.01641811456715243,0.03033985640676314,0.0036123845673610316,0.02839677513734609,0.011922484103446495,0.11260659032515444,0.0874623866872825
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.11020814845786142,0.01884792785488754,-0.058578679555643304,-0.0003129932987203751,0.046625145794216595,-0.03410022254416747,0.031647023702051816,0.07881207510394699,0.00320477655746552,0.04046795159323041,-0.01885240305191047
HALLMARK_FATTY_ACID_METABOLISM,-0.03146899384802522,-0.036142703282633734,-0.02806964819442797,0.0576294623477701,-0.03200346759351076,-0.013446365611642057,0.015442939353717638,0.08458726517250528,-0.04572136185295816,-0.012767680381550474,0.07385852893275872
HALLMARK_G2M_CHECKPOINT,0.019251898690519513,-0.008336098264794194,-0.036063225859592346,-0.052994603721244836,-0.039592224188168,-0.06143981979119329,-0.016892420107160643,0.09053550000091054,-0.022521133479799827,0.04952320949371331,0.06694631444148501
HALLMARK_GLYCOLYSIS,0.02250851155346089,-0.034444158140589355,-0.01522805665708336,-0.004723656021684382,-0.027823461424424604,-0.009226928035029213,-0.04818980998139535,0.06715169117469637,-0.02476951510959376,0.0726240270685676,0.0197067584818638
HALLMARK_HEDGEHOG_SIGNALING,-0.09196388353405302,-0.02307712875954399,-0.11323320294604486,0.077594506085248,0.08655533709213982,0.004731640863917884,-0.07727876983043361,0.037725032859484954,-0.07301019666435703,0.05898008478414217,-0.02579517706242112
HALLMARK_HEME_METABOLISM,-0.006102938195510718,0.024919028481537767,0.009204543132110454,0.016823468569079788,-0.02682373975225033,-0.06808564933840894,0.08718341871956328,0.031340709508038994,0.016707324751396222,0.11217157081412663,0.06316370855205256
HALLMARK_HYPOXIA,0.14764914393662398,-0.06195802591681701,-0.013156516740059656,0.03313537604541653,0.0664512464645606,-0.013364484856258727,-0.008928720152745477,0.03362764772727881,-0.007090044536599718,0.003881266711166647,0.07567855109507873
HALLMARK_IL2_STAT5_SIGNALING,-0.005641145684716085,0.03290531354803565,-0.038571160406061365,0.0220689322162731,-0.03297341669357575,-0.04768291043302366,-0.007102415981989165,0.07842825407432237,-0.026207700724439852,0.08273543099391585,0.08485308491872709
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07506939503051493,0.043814594901389475,0.06262502218243839,0.00829241444102319,-0.09268080679906865,-0.07730333993198849,0.09771478297482959,0.07479007904007931,-0.016476410069090414,0.03649809419974035,0.0381114322553872
HALLMARK_INFLAMMATORY_RESPONSE,-0.04452038532823543,0.06263363267035811,-0.06079168254929532,0.01107798295612893,-0.06774775599365178,-0.05063039101956704,0.02803835317655496,0.010535337767306602,-0.004081096914118225,-0.011929143558411775,0.02090963422895573
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.0825124620166774,0.035856934590714,-0.014133099530546969,-0.009256951780979697,-0.05169935653093894,0.00045209309779385215,0.04855521096806979,0.02999398373593152,0.04227462344894214,0.14701820943853977,0.05713427943582918
