,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.032009645522350964,0.05475733067131758,0.0427562471953484,-0.01875763521264298,0.07420709648723975,0.07142021760341323,-0.006312419586697507,0.0004750769208067892,0.12716074659228951,0.05347094472989275,0.023537941729556866,0.027761783924686936
HALLMARK_ALLOGRAFT_REJECTION,-0.07776084580638642,-0.017457909997311102,-0.0019491419568320079,-0.02784327190035978,0.05054640759081732,0.0865514212980947,0.04661317249098763,-0.0726751813796232,0.0093466169868042,0.05764262253546667,0.07391639193278657,0.05789813689970112
HALLMARK_ANDROGEN_RESPONSE,0.039044808005606085,0.009326064223335786,0.07564701656434264,-0.06135594772851447,0.06537921181008773,0.1064373873038823,0.010839746551922205,-0.07814370431050846,0.11782650907200067,0.05057542308399636,-0.0031885984890464296,0.07559405189955946
HALLMARK_ANGIOGENESIS,-0.012002579416015265,0.0332762163321893,0.0629221833330536,0.010058553304575639,0.01741255606425255,0.095150672171121,0.0575139359426235,0.01892266534229689,0.01863762010552753,-0.032232528083346285,-0.04401710859748622,0.02329716294528721
HALLMARK_APICAL_JUNCTION,0.024245760550693333,0.08892285486850238,0.051447796080850185,0.022428073712266374,0.11110954742970329,0.13049675963400403,0.041979419711160516,0.012636282145925952,0.1370556097424815,0.028567172152411308,0.046561585207228764,0.06825310568526026
HALLMARK_APICAL_SURFACE,0.044097235081437425,-0.014153170827283932,0.06792356056674008,0.06598879414079951,0.06301025386990354,-0.02150736981058408,-0.013885717997258042,0.0045047810005336905,0.11419474470266189,-0.014019139205256067,-0.01891415043856805,0.07987346996155437
HALLMARK_APOPTOSIS,0.012127895561363821,0.06155635655077083,0.004571182857260689,0.0263943673530517,0.029589208971722295,0.0034268965414137216,0.0063740092665057575,0.01707348341998666,0.025449874589933186,0.07750099805935683,0.05638205265053381,0.08849276382228996
HALLMARK_BILE_ACID_METABOLISM,0.03134066863245506,0.061962557848550724,0.0158786450888443,-0.012880701279246013,0.06914827138722734,0.07699867063285272,0.02822934585938678,0.03781797092781983,0.11926426468722118,0.021039591038162605,0.021150040351043495,-0.026487093863747622
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0016393813801085899,0.018815072924109475,0.01495721144835891,-0.0064018136284254516,0.027417462852323358,0.07528425324102878,0.007069548681968031,0.017541088341297795,0.12836119033390989,0.053096474692381275,0.019070646594657768,-0.010854573449250723
HALLMARK_COAGULATION,-0.02347871551267609,0.03140772249247974,0.005499205363762433,0.03656625687951974,0.05524787401137078,0.0900354240306044,0.0443763276634133,-0.011772181905400473,0.10349959208918977,0.06358913055348786,0.028251438118030183,0.0486551601660879
HALLMARK_COMPLEMENT,0.013278561025925449,0.011685569914645708,-0.0009079159945909388,0.0031641336702606603,-0.017076816170222584,0.045637562530031255,0.030946326601520985,0.035274386891460854,0.08422513244240779,0.05058297254159713,0.00013850091364005264,0.07202162359894027
HALLMARK_DNA_REPAIR,0.014808771103323726,0.09403584590984233,-0.023723896472030628,-0.03398239031670151,0.060002425062540804,0.11617027262749068,0.025654136373234354,-0.014377646658272271,0.11306380093850586,0.03101192724276678,0.04524742900955594,0.035999484042033604
HALLMARK_E2F_TARGETS,0.03684282682324641,0.07147502600445645,0.0096316413690404,0.03273466869508064,0.03044064990746916,0.09890367958903769,0.0246057655105194,0.01365973297454615,0.06174067816964635,-0.014649357706814468,0.04036243478139394,0.032977974178109076
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.027540202817732732,0.0463347481755748,0.061067312843840225,-0.011435639258166328,0.02890636388490535,0.11848874353571441,0.05317362549681372,0.033381147011204905,0.016193579801613876,0.0397097699170637,0.043314567941688926,0.046791770961790026
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.040180493617196535,0.007754875135933148,0.03869807933391486,-0.030763852366087807,0.04042166152860117,0.011883670404189795,0.001995658585347822,-0.06795207306279169,0.09431073345532769,0.016994767618412544,0.019154427511796763,0.03182755596323507
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.008504787597542472,0.03890524341505897,0.045178561387499615,-0.003578288063101191,0.032207070178744746,0.027384781470967852,0.0111398091328232,-0.01126282718690737,0.11297733560690222,0.04772550693821383,-0.0021097569961570943,0.017065067562448192
