,UKF248,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.043196765528266866,0.0445974358668589,-0.025678811492236185,0.003308557866157194,0.057540960069261196,0.005158579047454603,0.02897105740742733,0.10782080953223558,0.11647947464503886,0.2474523331528105,0.1008269301602174,-0.0026518511556542527,0.03989789778958729,0.07197017760756992
HALLMARK_ALLOGRAFT_REJECTION,0.0010521023820874496,-0.045540738566007155,-0.036400020912578025,0.01221910617687959,-0.015983668841679025,0.09114240859136044,-0.05149942791266919,0.03821266980631353,0.08557331199577806,0.14622995607062286,0.04323086922021434,-0.03044470999266686,0.055092147747332766,0.08343892229800949
HALLMARK_ANDROGEN_RESPONSE,0.008400190589520119,0.029177200192255406,-0.040123571823305046,0.03368216914206314,0.06333604655255197,0.08447965244637753,-0.04157338953223436,0.08875010758726826,0.10629646767763203,0.23570882213533215,0.12184095616026733,-0.020017492988807804,0.05279382921283131,0.11820152731177497
HALLMARK_ANGIOGENESIS,0.06829809467194471,-0.017548552813797042,-0.026351631827797976,-0.034464638467453734,-0.00747353064785242,0.06727707680207551,-0.1491348177938777,-0.047032022909323554,-0.004136764086660676,-0.18952980524237262,-0.023542642772781383,0.008455130512589875,0.020181758510226085,0.01860359599827461
HALLMARK_APICAL_JUNCTION,0.015244840377760315,0.027352706073122207,-0.02643725585207895,-0.01752369580166523,0.05772852126789949,0.08786671825836294,-0.07710706597047774,0.06460454285501797,0.11495330608136703,0.25135600636668715,0.12145226812974945,0.02060209828982449,0.08001179613854227,0.10557431593839144
HALLMARK_APICAL_SURFACE,-0.04402976313263819,0.04349542659910853,0.03130067628007729,0.06963487616955819,0.0015454222904840332,-0.03770237613023567,-0.04301680442623139,0.11017540345428742,0.11206557486101949,0.2717031746052115,0.059574277062359,0.059614784343156466,0.06651573685874439,0.061754082283353676
HALLMARK_APOPTOSIS,0.06991261994456585,0.02517328770574575,-0.044779364069004325,-0.05926380263728976,0.037578112143779575,0.07603487614174177,0.08143607061527462,-0.05848699399211974,-0.06278742380977649,-0.06700408096219837,0.049265771505504936,0.03817459158759296,0.03989192284419409,0.05780369685999096
HALLMARK_BILE_ACID_METABOLISM,-0.014088567994128724,0.008617913122038197,-0.046093378142300745,-0.0377722612724476,0.017858640211914106,0.05708219681214063,-0.06350150199567514,0.15885237575454655,0.0645444693859746,0.22843226603490413,0.038738653041236436,0.042635201163571376,-0.002855726864337067,0.02023896834190079
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.008839392479741779,0.004650893591898062,-0.01441941793056032,-0.045940928934980314,0.01641923491774311,0.08711018639488208,-0.10552103463842516,0.007233173976025633,0.10286043710734452,0.27646619641193754,0.0873922201786117,0.0003484370628387848,0.005084000683676073,0.03890412594620934
HALLMARK_COAGULATION,0.007586891059366909,-0.04140969580650232,-0.036914776796081974,0.008488708927086083,0.0008615161004163548,0.13493648068597236,-0.08487758214819485,0.07941071527508145,0.06641615526708897,0.17947650385021152,-0.01788121980007087,0.0447610421171073,0.08614036693619438,0.06182591136534129
HALLMARK_COMPLEMENT,0.03558828775750203,0.047659004722516544,-0.016175207322135735,-0.013480821008773021,0.018221712949446814,0.13537025733271604,0.040344332873210736,0.06434510356721904,0.11554323900649283,0.18336838497808625,0.12134119776521829,-0.0012630435015487447,0.01869949413324263,0.0378655603735702
